transaksi_id,tanggal,jam,cabang_id,pelanggan_id,saluran,metode_bayar,subtotal,diskon,total
T0072138,2025-09-07,11,C02,,Dine-in,E-Wallet,138000,0,138000
T0072139,2025-09-07,14,C02,U02432,Takeaway,QRIS,104000,0,104000
T0072140,2025-09-07,14,C02,,Dine-in,Kartu Debit,109000,0,109000
T0072141,2025-09-07,7,C02,U04475,Dine-in,QRIS,59000,0,59000
T0072142,2025-09-07,11,C02,,Takeaway,Kartu Debit,25000,0,25000
T0072143,2025-09-07,8,C02,U05272,Dine-in,QRIS,15000,0,15000
T0072144,2025-09-07,7,C02,,Delivery,E-Wallet,25000,0,25000
T0072145,2025-09-07,18,C02,,Takeaway,QRIS,40000,0,40000
T0072146,2025-09-07,16,C02,,Delivery,Kartu Debit,43000,2150,40850
T0072147,2025-09-07,11,C02,U01969,Dine-in,Kartu Debit,25000,0,25000
T0072148,2025-09-07,16,C02,,Dine-in,QRIS,107000,0,107000
T0072149,2025-09-07,11,C02,U06047,Delivery,Tunai,36000,0,36000
T0072150,2025-09-07,14,C02,U06045,Dine-in,E-Wallet,73000,0,73000
T0072151,2025-09-07,15,C02,U00825,Takeaway,Kartu Debit,33000,0,33000
T0072152,2025-09-07,13,C02,U03268,Takeaway,Tunai,39000,0,39000
T0072153,2025-09-07,10,C02,,Dine-in,Tunai,82000,0,82000
T0072154,2025-09-07,14,C02,,Dine-in,E-Wallet,12000,0,12000
T0072155,2025-09-07,7,C02,,Delivery,QRIS,53000,0,53000
T0072156,2025-09-07,9,C02,,Delivery,Tunai,18000,0,18000
T0072157,2025-09-07,13,C02,,Delivery,QRIS,44000,0,44000
T0072158,2025-09-07,13,C02,U00293,Dine-in,QRIS,136000,0,136000
T0072159,2025-09-07,17,C02,U00327,Takeaway,Tunai,47000,0,47000
T0072160,2025-09-07,11,C02,,Delivery,Tunai,86000,0,86000
T0072161,2025-09-07,13,C02,,Takeaway,Kartu Debit,53000,0,53000
T0072162,2025-09-07,7,C02,U04729,Dine-in,Tunai,175000,0,175000
T0072163,2025-09-07,12,C02,U04088,Delivery,QRIS,22000,0,22000
T0072164,2025-09-07,11,C02,U05531,Delivery,E-Wallet,100000,0,100000
T0072165,2025-09-07,9,C02,,Dine-in,QRIS,93000,0,93000
T0072166,2025-09-07,15,C02,,Takeaway,Kartu Debit,25000,0,25000
T0072167,2025-09-07,13,C02,,Takeaway,QRIS,36000,0,36000
T0072168,2025-09-07,11,C02,U01931,Takeaway,E-Wallet,63000,0,63000
T0072169,2025-09-07,11,C02,U05314,Takeaway,QRIS,118000,0,118000
T0072170,2025-09-07,15,C02,U00141,Dine-in,QRIS,50000,0,50000
T0072171,2025-09-07,10,C02,U02217,Takeaway,Tunai,72000,0,72000
T0072172,2025-09-07,9,C02,,Dine-in,QRIS,22000,1100,20900
T0072173,2025-09-07,17,C02,,Delivery,QRIS,18000,0,18000
T0072174,2025-09-07,12,C02,,Takeaway,Tunai,84000,0,84000
T0072175,2025-09-07,10,C02,,Takeaway,E-Wallet,49000,0,49000
T0072176,2025-09-07,11,C02,,Delivery,QRIS,79000,0,79000
T0072177,2025-09-07,10,C02,,Delivery,Tunai,50000,0,50000
T0072178,2025-09-07,21,C02,,Dine-in,QRIS,56000,0,56000
T0072179,2025-09-07,17,C02,U02689,Takeaway,E-Wallet,22000,0,22000
T0072180,2025-09-07,9,C02,,Takeaway,QRIS,12000,0,12000
T0072181,2025-09-07,17,C02,U05926,Takeaway,E-Wallet,18000,0,18000
T0072182,2025-09-07,16,C02,U04650,Dine-in,QRIS,73000,0,73000
T0072183,2025-09-07,15,C02,,Takeaway,QRIS,25000,1250,23750
T0072184,2025-09-07,17,C02,U05037,Dine-in,Tunai,62000,3100,58900
T0072185,2025-09-07,8,C02,U00127,Dine-in,QRIS,18000,0,18000
T0072186,2025-09-07,16,C02,U06005,Takeaway,QRIS,12000,0,12000
T0072187,2025-09-07,21,C02,,Dine-in,QRIS,130000,0,130000
T0072188,2025-09-07,12,C03,,Delivery,E-Wallet,22000,0,22000
T0072189,2025-09-07,10,C03,,Delivery,QRIS,39000,0,39000
T0072190,2025-09-07,7,C03,,Takeaway,E-Wallet,28000,0,28000
T0072191,2025-09-07,12,C03,,Dine-in,Kartu Debit,67000,0,67000
T0072192,2025-09-07,10,C03,,Takeaway,Kartu Debit,56000,0,56000
T0072193,2025-09-07,14,C03,,Takeaway,Kartu Debit,43000,0,43000
T0072194,2025-09-07,7,C03,,Delivery,Tunai,86000,0,86000
T0072195,2025-09-07,12,C03,U03646,Delivery,QRIS,22000,0,22000
T0072196,2025-09-07,14,C03,,Dine-in,QRIS,137000,0,137000
T0072197,2025-09-07,7,C03,U00193,Dine-in,QRIS,54000,0,54000
T0072198,2025-09-07,11,C03,,Dine-in,QRIS,22000,0,22000
T0072199,2025-09-07,12,C03,U02553,Dine-in,Kartu Debit,22000,2200,19800
T0072200,2025-09-07,15,C03,,Dine-in,QRIS,24000,0,24000
T0072201,2025-09-07,14,C03,U01429,Delivery,Kartu Debit,43000,0,43000
T0072202,2025-09-07,10,C03,U02047,Delivery,QRIS,60000,0,60000
T0072203,2025-09-07,21,C03,,Delivery,Tunai,42000,0,42000
T0072204,2025-09-07,7,C03,,Takeaway,E-Wallet,22000,0,22000
T0072205,2025-09-07,9,C03,U01305,Takeaway,E-Wallet,25000,1250,23750
T0072206,2025-09-07,12,C03,,Dine-in,E-Wallet,22000,0,22000
T0072207,2025-09-07,18,C03,U04883,Delivery,QRIS,149000,0,149000
T0072208,2025-09-07,10,C03,U01385,Dine-in,E-Wallet,35000,0,35000
T0072209,2025-09-07,19,C03,,Takeaway,Kartu Debit,67000,0,67000
T0072210,2025-09-07,11,C03,U03395,Takeaway,E-Wallet,25000,0,25000
T0072211,2025-09-07,10,C03,,Delivery,QRIS,15000,750,14250
T0072212,2025-09-07,15,C03,,Delivery,Tunai,25000,0,25000
T0072213,2025-09-07,8,C03,,Dine-in,Kartu Debit,75000,0,75000
T0072214,2025-09-07,8,C03,,Dine-in,Tunai,78000,0,78000
T0072215,2025-09-07,17,C03,U02047,Takeaway,E-Wallet,15000,0,15000
T0072216,2025-09-07,13,C03,,Dine-in,Tunai,15000,0,15000
T0072217,2025-09-07,12,C03,,Takeaway,QRIS,12000,0,12000
T0072218,2025-09-07,11,C03,U04678,Dine-in,Kartu Debit,49000,0,49000
T0072219,2025-09-07,10,C03,,Takeaway,E-Wallet,74000,0,74000
T0072220,2025-09-07,10,C03,U01429,Dine-in,QRIS,50000,5000,45000
T0072221,2025-09-07,12,C03,U04352,Delivery,E-Wallet,20000,1000,19000
T0072222,2025-09-07,17,C03,,Takeaway,QRIS,36000,1800,34200
T0072223,2025-09-07,7,C03,U04731,Dine-in,QRIS,25000,0,25000
T0072224,2025-09-07,12,C03,U05914,Takeaway,Tunai,48000,0,48000
T0072225,2025-09-07,12,C03,,Delivery,Kartu Debit,25000,0,25000
T0072226,2025-09-07,11,C03,,Takeaway,Tunai,48000,0,48000
T0072227,2025-09-07,10,C03,,Dine-in,E-Wallet,22000,0,22000
T0072228,2025-09-07,20,C03,U00761,Takeaway,QRIS,22000,0,22000
T0072229,2025-09-07,17,C03,,Dine-in,Kartu Debit,18000,0,18000
T0072230,2025-09-07,7,C03,,Dine-in,QRIS,105000,0,105000
T0072231,2025-09-07,18,C03,U00355,Takeaway,QRIS,56000,0,56000
T0072232,2025-09-07,20,C03,U03676,Dine-in,QRIS,107000,0,107000
T0072233,2025-09-07,12,C03,U00193,Takeaway,Tunai,72000,7200,64800
T0072234,2025-09-07,12,C03,,Takeaway,QRIS,28000,0,28000
T0072235,2025-09-07,16,C03,,Takeaway,E-Wallet,25000,0,25000
T0072236,2025-09-07,17,C03,U05650,Delivery,QRIS,24000,0,24000
T0072237,2025-09-07,11,C03,U01993,Delivery,E-Wallet,36000,0,36000
T0072238,2025-09-07,9,C03,U00761,Takeaway,QRIS,12000,0,12000
T0072239,2025-09-07,7,C03,,Dine-in,QRIS,41000,0,41000
T0072240,2025-09-07,14,C03,,Dine-in,Kartu Debit,80000,0,80000
T0072241,2025-09-07,10,C03,,Dine-in,Tunai,22000,0,22000
T0072242,2025-09-07,15,C03,U05813,Dine-in,Kartu Debit,22000,0,22000
T0072243,2025-09-07,15,C03,U02019,Dine-in,QRIS,40000,0,40000
T0072244,2025-09-07,14,C03,U00437,Takeaway,Kartu Debit,53000,0,53000
T0072245,2025-09-07,15,C03,U02944,Takeaway,Kartu Debit,46000,0,46000
T0072246,2025-09-07,13,C03,U02992,Dine-in,QRIS,25000,0,25000
T0072247,2025-09-07,17,C03,U04271,Dine-in,E-Wallet,27000,0,27000
T0072248,2025-09-07,10,C03,,Dine-in,QRIS,33000,0,33000
T0072249,2025-09-07,15,C03,U04731,Takeaway,E-Wallet,65000,0,65000
T0072250,2025-09-07,7,C03,,Takeaway,Tunai,191000,0,191000
T0072251,2025-09-07,15,C03,,Dine-in,Tunai,28000,0,28000
T0072252,2025-09-07,13,C03,,Dine-in,Kartu Debit,108000,0,108000
T0072253,2025-09-07,11,C03,U01515,Takeaway,Kartu Debit,117000,0,117000
T0072254,2025-09-07,12,C03,,Delivery,E-Wallet,36000,0,36000
T0072255,2025-09-07,15,C03,U01432,Takeaway,E-Wallet,72000,0,72000
T0072256,2025-09-07,14,C03,U03705,Dine-in,Kartu Debit,61000,0,61000
T0072257,2025-09-07,19,C03,U02974,Takeaway,Kartu Debit,262000,0,262000
T0072258,2025-09-07,16,C03,,Takeaway,QRIS,18000,0,18000
T0072259,2025-09-07,13,C03,U00709,Takeaway,QRIS,147000,0,147000
T0072260,2025-09-07,18,C03,U03218,Delivery,Tunai,49000,0,49000
T0072261,2025-09-07,8,C03,U04847,Takeaway,E-Wallet,35000,0,35000
T0072262,2025-09-07,18,C03,,Takeaway,Tunai,35000,0,35000
T0072263,2025-09-07,11,C03,U04678,Dine-in,QRIS,24000,0,24000
T0072264,2025-09-07,9,C03,U01419,Delivery,QRIS,62000,0,62000
T0072265,2025-09-07,7,C03,,Delivery,Tunai,47000,0,47000
T0072266,2025-09-07,12,C03,U05450,Takeaway,QRIS,47000,0,47000
T0072267,2025-09-07,11,C03,U00932,Delivery,QRIS,117000,0,117000
T0072268,2025-09-07,14,C03,U03351,Dine-in,QRIS,35000,0,35000
T0072269,2025-09-07,7,C03,U02861,Takeaway,Tunai,185000,0,185000
T0072270,2025-09-07,14,C03,,Delivery,Tunai,108000,0,108000
T0072271,2025-09-07,14,C03,,Takeaway,QRIS,14000,0,14000
T0072272,2025-09-07,7,C03,,Dine-in,QRIS,44000,0,44000
T0072273,2025-09-07,14,C03,U02861,Dine-in,E-Wallet,12000,0,12000
T0072274,2025-09-07,11,C03,,Dine-in,Tunai,64000,0,64000
T0072275,2025-09-07,13,C04,,Takeaway,E-Wallet,26000,0,26000
T0072276,2025-09-07,18,C04,U04425,Dine-in,Kartu Debit,125000,0,125000
T0072277,2025-09-07,11,C04,U02494,Takeaway,QRIS,22000,0,22000
T0072278,2025-09-07,17,C04,,Takeaway,Kartu Debit,15000,0,15000
T0072279,2025-09-07,7,C04,U02844,Takeaway,QRIS,24000,0,24000
T0072280,2025-09-07,16,C04,,Takeaway,QRIS,39000,0,39000
T0072281,2025-09-07,16,C04,,Dine-in,QRIS,78000,0,78000
T0072282,2025-09-07,17,C04,U05005,Dine-in,Tunai,65000,0,65000
T0072283,2025-09-07,18,C04,,Dine-in,QRIS,77000,0,77000
T0072284,2025-09-07,15,C04,,Delivery,E-Wallet,78000,0,78000
T0072285,2025-09-07,10,C04,,Delivery,E-Wallet,84000,0,84000
T0072286,2025-09-07,14,C04,U05457,Takeaway,QRIS,36000,0,36000
T0072287,2025-09-07,16,C04,U01902,Dine-in,Kartu Debit,18000,0,18000
T0072288,2025-09-07,15,C04,U00019,Dine-in,Kartu Debit,92000,0,92000
T0072289,2025-09-07,8,C04,U01571,Dine-in,Kartu Debit,165000,8250,156750
T0072290,2025-09-07,8,C04,,Takeaway,Kartu Debit,18000,0,18000
T0072291,2025-09-07,12,C04,U03805,Dine-in,QRIS,15000,1500,13500
T0072292,2025-09-07,14,C04,U04693,Delivery,QRIS,130000,0,130000
T0072293,2025-09-07,16,C04,,Dine-in,Kartu Debit,50000,0,50000
T0072294,2025-09-07,7,C04,U00213,Delivery,QRIS,18000,900,17100
T0072295,2025-09-07,11,C04,,Takeaway,QRIS,123000,0,123000
T0072296,2025-09-07,16,C04,,Delivery,Tunai,42000,0,42000
T0072297,2025-09-07,15,C04,,Takeaway,QRIS,28000,0,28000
T0072298,2025-09-07,11,C04,,Delivery,E-Wallet,28000,0,28000
T0072299,2025-09-07,16,C04,,Dine-in,E-Wallet,80000,0,80000
T0072300,2025-09-07,17,C04,,Dine-in,QRIS,25000,0,25000
T0072301,2025-09-07,11,C04,,Delivery,Tunai,43000,0,43000
T0072302,2025-09-07,13,C04,U00976,Takeaway,Kartu Debit,111000,0,111000
T0072303,2025-09-07,15,C04,U03725,Dine-in,QRIS,25000,0,25000
T0072304,2025-09-07,19,C04,U03237,Delivery,Kartu Debit,20000,0,20000
T0072305,2025-09-07,13,C04,U03543,Dine-in,QRIS,14000,0,14000
T0072306,2025-09-07,11,C04,,Takeaway,QRIS,64000,0,64000
T0072307,2025-09-07,12,C04,U00110,Delivery,Kartu Debit,56000,0,56000
T0072308,2025-09-07,12,C04,,Takeaway,Kartu Debit,35000,1750,33250
T0072309,2025-09-07,15,C04,,Takeaway,E-Wallet,40000,2000,38000
T0072310,2025-09-07,13,C04,,Dine-in,Kartu Debit,25000,0,25000
T0072311,2025-09-07,17,C04,,Takeaway,QRIS,95000,0,95000
T0072312,2025-09-07,10,C04,,Dine-in,Kartu Debit,50000,0,50000
T0072313,2025-09-07,10,C04,,Takeaway,QRIS,108000,0,108000
T0072314,2025-09-07,12,C04,,Dine-in,QRIS,40000,0,40000
T0072315,2025-09-07,21,C04,,Dine-in,Tunai,74000,3700,70300
T0072316,2025-09-07,17,C04,U00488,Takeaway,Tunai,48000,0,48000
T0072317,2025-09-07,17,C04,,Dine-in,Kartu Debit,28000,0,28000
T0072318,2025-09-07,12,C04,,Dine-in,QRIS,18000,0,18000
T0072319,2025-09-07,11,C04,,Delivery,QRIS,44000,0,44000
T0072320,2025-09-07,7,C04,,Takeaway,QRIS,65000,0,65000
T0072321,2025-09-07,18,C04,U01874,Delivery,QRIS,36000,0,36000
T0072322,2025-09-07,13,C04,,Delivery,QRIS,95000,0,95000
T0072323,2025-09-07,17,C04,U05096,Dine-in,E-Wallet,72000,0,72000
T0072324,2025-09-07,15,C04,,Takeaway,QRIS,68000,0,68000
T0072325,2025-09-07,9,C04,U06049,Dine-in,Tunai,51000,5100,45900
T0072326,2025-09-07,11,C04,U04406,Dine-in,E-Wallet,18000,0,18000
T0072327,2025-09-07,14,C05,,Dine-in,E-Wallet,25000,0,25000
T0072328,2025-09-07,10,C05,,Delivery,Kartu Debit,113000,0,113000
T0072329,2025-09-07,9,C05,U04162,Dine-in,QRIS,18000,0,18000
T0072330,2025-09-07,19,C05,U01130,Dine-in,Tunai,18000,0,18000
T0072331,2025-09-07,11,C05,U05919,Delivery,Kartu Debit,39000,3900,35100
T0072332,2025-09-07,8,C05,U03101,Dine-in,Tunai,74000,0,74000
T0072333,2025-09-07,16,C05,,Dine-in,QRIS,24000,0,24000
T0072334,2025-09-07,11,C05,,Dine-in,Tunai,82000,0,82000
T0072335,2025-09-07,16,C05,U03656,Delivery,Kartu Debit,66000,0,66000
T0072336,2025-09-07,15,C05,U02150,Takeaway,QRIS,15000,0,15000
T0072337,2025-09-07,9,C05,U03465,Takeaway,E-Wallet,63000,0,63000
T0072338,2025-09-07,13,C05,,Dine-in,Tunai,36000,0,36000
T0072339,2025-09-07,17,C05,U02479,Delivery,Tunai,35000,0,35000
T0072340,2025-09-07,13,C05,U01130,Takeaway,Tunai,22000,0,22000
T0072341,2025-09-07,16,C05,,Dine-in,QRIS,25000,0,25000
T0072342,2025-09-07,10,C05,,Delivery,E-Wallet,14000,0,14000
T0072343,2025-09-07,11,C05,,Takeaway,E-Wallet,55000,0,55000
T0072344,2025-09-07,15,C05,,Dine-in,QRIS,22000,1100,20900
T0072345,2025-09-07,15,C05,U01323,Dine-in,QRIS,150000,0,150000
T0072346,2025-09-07,15,C05,U00748,Delivery,QRIS,85000,0,85000
T0072347,2025-09-07,15,C05,,Takeaway,E-Wallet,15000,0,15000
T0072348,2025-09-07,15,C05,U05793,Takeaway,E-Wallet,22000,0,22000
T0072349,2025-09-07,16,C05,,Dine-in,QRIS,119000,0,119000
T0072350,2025-09-07,12,C05,,Dine-in,E-Wallet,52000,0,52000
T0072351,2025-09-07,10,C05,U04639,Delivery,QRIS,57000,0,57000
T0072352,2025-09-07,15,C05,U04603,Takeaway,QRIS,18000,0,18000
T0072353,2025-09-07,13,C05,U02952,Dine-in,Tunai,74000,0,74000
T0072354,2025-09-07,12,C05,,Dine-in,Kartu Debit,147000,7350,139650
T0072355,2025-09-07,9,C05,,Dine-in,QRIS,90000,0,90000
T0072356,2025-09-07,12,C05,U02384,Delivery,Tunai,46000,0,46000
T0072357,2025-09-07,14,C05,,Dine-in,QRIS,18000,0,18000
T0072358,2025-09-07,8,C05,U04639,Dine-in,Tunai,90000,0,90000
T0072359,2025-09-07,14,C05,,Takeaway,QRIS,109000,0,109000
T0072360,2025-09-07,15,C05,U02384,Takeaway,Tunai,15000,1500,13500
T0072361,2025-09-07,10,C05,,Delivery,E-Wallet,231000,0,231000
T0072362,2025-09-07,10,C05,,Takeaway,E-Wallet,65000,0,65000
T0072363,2025-09-07,9,C05,U04325,Takeaway,Kartu Debit,15000,0,15000
T0072364,2025-09-07,11,C05,U01227,Delivery,Kartu Debit,40000,0,40000
T0072365,2025-09-07,10,C05,,Dine-in,E-Wallet,95000,0,95000
T0072366,2025-09-07,16,C05,,Takeaway,E-Wallet,14000,0,14000
T0072367,2025-09-07,15,C05,,Takeaway,QRIS,37000,0,37000
T0072368,2025-09-07,18,C05,,Delivery,QRIS,148000,0,148000
T0072369,2025-09-07,12,C05,U03704,Dine-in,E-Wallet,49000,0,49000
T0072370,2025-09-07,14,C05,U03464,Delivery,QRIS,80000,8000,72000
T0072371,2025-09-07,11,C05,,Takeaway,Kartu Debit,22000,0,22000
T0072372,2025-09-07,7,C05,,Delivery,QRIS,15000,750,14250
T0072373,2025-09-07,10,C05,,Dine-in,Tunai,114000,0,114000
T0072374,2025-09-07,7,C05,,Delivery,E-Wallet,55000,0,55000
T0072375,2025-09-08,15,C01,U04650,Dine-in,QRIS,99000,0,99000
T0072376,2025-09-08,15,C01,,Dine-in,Tunai,36000,1800,34200
T0072377,2025-09-08,17,C01,U01663,Takeaway,QRIS,25000,0,25000
T0072378,2025-09-08,11,C01,,Takeaway,Kartu Debit,56000,0,56000
T0072379,2025-09-08,13,C01,U05847,Dine-in,Tunai,130000,0,130000
T0072380,2025-09-08,15,C01,,Dine-in,Tunai,68000,0,68000
T0072381,2025-09-08,7,C01,U04143,Delivery,QRIS,90000,0,90000
T0072382,2025-09-08,11,C01,U02834,Dine-in,QRIS,141000,0,141000
T0072383,2025-09-08,8,C01,U02947,Takeaway,Kartu Debit,18000,0,18000
T0072384,2025-09-08,12,C01,,Dine-in,QRIS,50000,0,50000
T0072385,2025-09-08,13,C01,,Takeaway,QRIS,53000,0,53000
T0072386,2025-09-08,14,C01,U03456,Delivery,QRIS,15000,0,15000
T0072387,2025-09-08,14,C01,,Delivery,Tunai,86000,4300,81700
T0072388,2025-09-08,21,C01,U00676,Takeaway,QRIS,28000,0,28000
T0072389,2025-09-08,13,C01,U02193,Dine-in,Tunai,25000,0,25000
T0072390,2025-09-08,18,C01,,Dine-in,QRIS,22000,0,22000
T0072391,2025-09-08,10,C01,,Takeaway,Kartu Debit,33000,0,33000
T0072392,2025-09-08,14,C01,,Takeaway,E-Wallet,92000,0,92000
T0072393,2025-09-08,15,C01,,Dine-in,QRIS,69000,0,69000
T0072394,2025-09-08,9,C01,U01906,Takeaway,E-Wallet,40000,0,40000
T0072395,2025-09-08,12,C01,U03852,Delivery,QRIS,35000,0,35000
T0072396,2025-09-08,19,C01,,Takeaway,QRIS,70000,0,70000
T0072397,2025-09-08,7,C01,U02933,Dine-in,E-Wallet,127000,0,127000
T0072398,2025-09-08,19,C01,,Dine-in,E-Wallet,30000,0,30000
T0072399,2025-09-08,11,C01,,Dine-in,Kartu Debit,70000,0,70000
T0072400,2025-09-08,19,C01,,Delivery,E-Wallet,25000,0,25000
T0072401,2025-09-08,16,C01,U00285,Delivery,QRIS,101000,0,101000
T0072402,2025-09-08,13,C01,U02498,Dine-in,QRIS,42000,0,42000
T0072403,2025-09-08,17,C01,,Dine-in,QRIS,85000,0,85000
T0072404,2025-09-08,16,C01,,Takeaway,Tunai,116000,0,116000
T0072405,2025-09-08,9,C01,,Takeaway,QRIS,55000,2750,52250
T0072406,2025-09-08,13,C01,,Dine-in,E-Wallet,18000,0,18000
T0072407,2025-09-08,16,C02,,Takeaway,Tunai,22000,1100,20900
T0072408,2025-09-08,18,C02,,Dine-in,QRIS,43000,0,43000
T0072409,2025-09-08,15,C02,,Dine-in,QRIS,52000,0,52000
T0072410,2025-09-08,9,C02,U02967,Takeaway,Kartu Debit,40000,0,40000
T0072411,2025-09-08,21,C02,,Takeaway,QRIS,96000,0,96000
T0072412,2025-09-08,14,C02,,Delivery,Kartu Debit,42000,2100,39900
T0072413,2025-09-08,12,C02,,Dine-in,Kartu Debit,123000,0,123000
T0072414,2025-09-08,12,C02,,Dine-in,Tunai,25000,0,25000
T0072415,2025-09-08,9,C02,,Takeaway,Tunai,95000,0,95000
T0072416,2025-09-08,17,C02,U05139,Dine-in,QRIS,136000,0,136000
T0072417,2025-09-08,13,C02,,Dine-in,E-Wallet,67000,0,67000
T0072418,2025-09-08,14,C02,,Takeaway,Tunai,44000,0,44000
T0072419,2025-09-08,15,C02,,Takeaway,QRIS,98000,0,98000
T0072420,2025-09-08,11,C02,U04767,Dine-in,E-Wallet,39000,0,39000
T0072421,2025-09-08,9,C02,,Delivery,E-Wallet,36000,0,36000
T0072422,2025-09-08,17,C02,,Delivery,QRIS,24000,0,24000
T0072423,2025-09-08,13,C02,,Takeaway,QRIS,30000,0,30000
T0072424,2025-09-08,13,C02,U04041,Dine-in,Kartu Debit,119000,0,119000
T0072425,2025-09-08,16,C02,U03089,Delivery,QRIS,79000,7900,71100
T0072426,2025-09-08,13,C02,,Takeaway,Kartu Debit,43000,0,43000
T0072427,2025-09-08,17,C02,,Dine-in,Kartu Debit,75000,0,75000
T0072428,2025-09-08,19,C03,,Dine-in,QRIS,46000,0,46000
T0072429,2025-09-08,16,C03,,Delivery,QRIS,90000,4500,85500
T0072430,2025-09-08,19,C03,,Takeaway,Kartu Debit,35000,0,35000
T0072431,2025-09-08,14,C03,U05308,Delivery,E-Wallet,28000,0,28000
T0072432,2025-09-08,7,C03,U03351,Takeaway,Kartu Debit,70000,0,70000
T0072433,2025-09-08,8,C03,,Dine-in,E-Wallet,188000,9400,178600
T0072434,2025-09-08,9,C03,,Dine-in,QRIS,40000,0,40000
T0072435,2025-09-08,8,C03,,Delivery,Kartu Debit,28000,0,28000
T0072436,2025-09-08,10,C03,U04847,Dine-in,QRIS,15000,0,15000
T0072437,2025-09-08,11,C03,,Takeaway,Tunai,84000,0,84000
T0072438,2025-09-08,14,C03,U02992,Takeaway,Kartu Debit,53000,0,53000
T0072439,2025-09-08,12,C03,,Dine-in,Tunai,36000,0,36000
T0072440,2025-09-08,10,C03,,Dine-in,QRIS,25000,0,25000
T0072441,2025-09-08,10,C03,,Takeaway,Kartu Debit,42000,0,42000
T0072442,2025-09-08,15,C03,,Takeaway,Kartu Debit,14000,0,14000
T0072443,2025-09-08,20,C03,U01432,Dine-in,QRIS,75000,3750,71250
T0072444,2025-09-08,11,C03,,Dine-in,Tunai,69000,0,69000
T0072445,2025-09-08,17,C03,U04375,Dine-in,Tunai,48000,0,48000
T0072446,2025-09-08,17,C03,,Takeaway,QRIS,89000,0,89000
T0072447,2025-09-08,13,C03,U04352,Takeaway,Tunai,63000,0,63000
T0072448,2025-09-08,15,C03,,Takeaway,E-Wallet,150000,0,150000
T0072449,2025-09-08,17,C03,,Delivery,E-Wallet,58000,0,58000
T0072450,2025-09-08,12,C03,U01388,Takeaway,Kartu Debit,28000,0,28000
T0072451,2025-09-08,7,C03,,Delivery,QRIS,35000,0,35000
T0072452,2025-09-08,9,C03,U02818,Delivery,QRIS,113000,0,113000
T0072453,2025-09-08,15,C03,,Dine-in,Kartu Debit,25000,0,25000
T0072454,2025-09-08,17,C03,,Dine-in,Tunai,52000,2600,49400
T0072455,2025-09-08,16,C03,,Takeaway,QRIS,15000,0,15000
T0072456,2025-09-08,14,C03,,Takeaway,Kartu Debit,93000,0,93000
T0072457,2025-09-08,16,C03,U00057,Dine-in,Kartu Debit,35000,0,35000
T0072458,2025-09-08,8,C03,,Delivery,Tunai,65000,3250,61750
T0072459,2025-09-08,15,C03,,Dine-in,QRIS,15000,0,15000
T0072460,2025-09-08,9,C03,,Dine-in,QRIS,50000,0,50000
T0072461,2025-09-08,10,C03,U03616,Dine-in,QRIS,26000,0,26000
T0072462,2025-09-08,16,C03,U00433,Delivery,QRIS,30000,0,30000
T0072463,2025-09-08,11,C03,,Takeaway,QRIS,25000,0,25000
T0072464,2025-09-08,17,C03,,Dine-in,QRIS,53000,0,53000
T0072465,2025-09-08,8,C03,U00057,Takeaway,Tunai,28000,0,28000
T0072466,2025-09-08,8,C03,U05577,Dine-in,Tunai,123000,6150,116850
T0072467,2025-09-08,7,C03,,Delivery,Kartu Debit,67000,0,67000
T0072468,2025-09-08,17,C03,,Dine-in,QRIS,25000,0,25000
T0072469,2025-09-08,12,C03,U00634,Takeaway,Kartu Debit,138000,0,138000
T0072470,2025-09-08,13,C03,,Dine-in,QRIS,94000,0,94000
T0072471,2025-09-08,13,C03,,Takeaway,QRIS,50000,0,50000
T0072472,2025-09-08,19,C03,,Dine-in,QRIS,61000,0,61000
T0072473,2025-09-08,7,C04,,Dine-in,QRIS,93000,0,93000
T0072474,2025-09-08,17,C04,,Takeaway,Kartu Debit,52000,0,52000
T0072475,2025-09-08,9,C04,,Takeaway,Tunai,86000,0,86000
T0072476,2025-09-08,9,C04,,Takeaway,Tunai,22000,0,22000
T0072477,2025-09-08,15,C04,,Dine-in,Kartu Debit,28000,0,28000
T0072478,2025-09-08,14,C04,U04388,Dine-in,Tunai,44000,0,44000
T0072479,2025-09-08,14,C04,,Dine-in,QRIS,25000,0,25000
T0072480,2025-09-08,8,C04,,Delivery,Kartu Debit,36000,0,36000
T0072481,2025-09-08,14,C04,U04425,Takeaway,Tunai,25000,0,25000
T0072482,2025-09-08,9,C04,U01285,Takeaway,QRIS,84000,4200,79800
T0072483,2025-09-08,13,C04,,Takeaway,Kartu Debit,18000,0,18000
T0072484,2025-09-08,17,C04,,Takeaway,QRIS,33000,0,33000
T0072485,2025-09-08,12,C04,,Dine-in,Kartu Debit,18000,0,18000
T0072486,2025-09-08,10,C04,U00110,Takeaway,QRIS,45000,0,45000
T0072487,2025-09-08,12,C04,U05117,Dine-in,Tunai,51000,0,51000
T0072488,2025-09-08,7,C04,,Dine-in,Tunai,28000,0,28000
T0072489,2025-09-08,21,C04,,Dine-in,QRIS,59000,2950,56050
T0072490,2025-09-08,13,C04,,Takeaway,QRIS,65000,0,65000
T0072491,2025-09-08,12,C04,,Takeaway,QRIS,44000,2200,41800
T0072492,2025-09-08,17,C04,U03805,Takeaway,E-Wallet,25000,0,25000
T0072493,2025-09-08,12,C04,,Dine-in,E-Wallet,50000,0,50000
