pelanggan_id,bulan_daftar,bulan_ke,transaksi,nilai
U03232,2026-01,0,11,540450
U03232,2026-01,1,3,126900
U03232,2026-01,2,6,423500
U03232,2026-01,3,5,252000
U03232,2026-01,4,2,65000
U03232,2026-01,5,3,152000
U03233,2026-01,0,4,512000
U03234,2025-05,0,5,322750
U03235,2026-04,0,5,206000
U03235,2026-04,1,12,735500
U03236,2026-02,0,3,145000
U03237,2025-09,0,7,332000
U03237,2025-09,1,6,361500
U03237,2025-09,2,7,393000
U03237,2025-09,3,1,24000
U03237,2025-09,4,1,33300
U03237,2025-09,5,8,759100
U03237,2025-09,6,6,584250
U03237,2025-09,7,3,396000
U03240,2025-12,0,3,66750
U03240,2025-12,1,3,104000
U03240,2025-12,2,3,143500
U03241,2025-06,0,6,225800
U03241,2025-06,1,4,273350
U03244,2026-06,0,6,605750
U03247,2025-05,0,7,395000
U03247,2025-05,1,5,473000
U03247,2025-05,2,4,215000
U03247,2025-05,3,3,98000
U03248,2025-06,0,4,135000
U03250,2026-06,0,6,541750
U03252,2025-12,0,5,371000
U03252,2025-12,1,4,420400
U03253,2025-10,0,3,285600
U03253,2025-10,1,5,300000
U03254,2025-02,0,5,372800
U03254,2025-02,1,14,748750
U03255,2026-04,0,2,43000
U03259,2025-01,0,9,392300
U03260,2026-05,0,2,160700
U03260,2026-05,1,4,198000
U03262,2025-06,0,6,236300
U03263,2025-09,0,1,12000
U03264,2025-05,0,6,435000
U03264,2025-05,1,4,252000
U03264,2025-05,2,5,142500
U03266,2025-05,0,1,50000
U03267,2025-03,0,7,438250
U03268,2025-04,0,7,325000
U03268,2025-04,1,8,560950
U03268,2025-04,2,3,174800
U03268,2025-04,3,5,242000
U03268,2025-04,4,5,179000
U03268,2025-04,5,5,385000
U03268,2025-04,6,4,104600
U03268,2025-04,7,3,122000
U03268,2025-04,8,2,185000
U03268,2025-04,9,6,281650
U03268,2025-04,10,2,68000
U03268,2025-04,11,4,295000
U03268,2025-04,12,5,204250
U03269,2025-03,0,7,287400
U03274,2026-03,0,5,343800
U03274,2026-03,1,3,50200
U03275,2026-01,0,6,329600
U03278,2025-05,0,6,297600
U03278,2025-05,1,4,356000
U03280,2026-03,0,3,82000
U03280,2026-03,1,2,172000
U03280,2026-03,2,6,368400
U03280,2026-03,3,8,744950
U03281,2025-11,0,2,183000
U03281,2025-11,1,8,512350
U03281,2025-11,2,6,679150
U03281,2025-11,3,4,252300
U03281,2025-11,4,1,28000
U03281,2025-11,5,2,133000
U03282,2025-08,0,3,64000
U03285,2025-12,0,9,341000
U03285,2025-12,1,4,142000
U03287,2025-09,0,1,195000
U03290,2025-01,1,9,306200
U03291,2025-09,0,4,444000
U03291,2025-09,1,9,512550
U03291,2025-09,2,7,615500
U03291,2025-09,3,7,846200
U03291,2025-09,4,9,507900
U03292,2026-02,0,4,346000
U03292,2026-02,1,6,494000
U03293,2025-11,0,4,300000
U03293,2025-11,1,5,306100
U03294,2025-06,2,11,635900
U03294,2025-06,3,8,546200
U03294,2025-06,4,8,334000
U03294,2025-06,5,3,321900
U03294,2025-06,6,10,671100
U03294,2025-06,7,4,208000
U03294,2025-06,8,6,193000
U03294,2025-06,9,2,75500
U03294,2025-06,10,4,203000
U03294,2025-06,11,7,435050
U03294,2025-06,12,6,368550
U03295,2025-12,0,6,518750
U03295,2025-12,1,5,433000
U03295,2025-12,2,5,316000
U03295,2025-12,3,4,314000
U03295,2025-12,4,5,342800
U03295,2025-12,5,1,49000
U03295,2025-12,6,6,480400
U03296,2025-12,0,3,558000
U03298,2025-08,0,4,425000
U03298,2025-08,1,1,14250
U03298,2025-08,2,3,83000
U03299,2025-12,0,6,227000
U03299,2025-12,1,4,167700
U03299,2025-12,2,1,28000
U03299,2025-12,3,5,176000
U03299,2025-12,4,3,238000
U03299,2025-12,5,2,103000
U03299,2025-12,6,6,365000
U03300,2026-06,0,2,114000
U03301,2025-06,0,2,195600
U03301,2025-06,1,7,644000
U03301,2025-06,2,1,20000
U03301,2025-06,3,1,45000
U03301,2025-06,4,3,203000
U03301,2025-06,5,2,183000
U03301,2025-06,6,3,156000
U03301,2025-06,7,3,118000
U03302,2025-02,0,3,139000
U03302,2025-02,1,7,408000
U03302,2025-02,2,3,115800
U03303,2026-04,0,5,335000
U03303,2026-04,1,3,281000
U03307,2025-10,0,2,95000
U03308,2026-06,0,5,392000
U03309,2025-10,0,7,471500
U03309,2025-10,1,2,55000
U03309,2025-10,2,3,219300
U03310,2025-04,0,7,455000
U03311,2025-09,0,2,60000
U03311,2025-09,1,1,100000
U03311,2025-09,2,6,214450
U03312,2025-06,0,6,324400
U03313,2025-02,0,13,753500
U03315,2025-02,0,7,243000
U03316,2026-06,0,5,246250
U03319,2025-05,0,4,206000
U03321,2025-05,0,8,423200
U03321,2025-05,1,6,514000
U03321,2025-05,2,6,345700
U03322,2025-10,0,6,480400
U03322,2025-10,1,3,142900
U03322,2025-10,2,7,336500
U03322,2025-10,3,4,615000
U03322,2025-10,4,5,434000
U03322,2025-10,5,4,201000
U03322,2025-10,6,1,24300
U03322,2025-10,7,10,711800
U03322,2025-10,8,6,281000
U03323,2025-11,0,3,90000
U03323,2025-11,1,5,156000
U03323,2025-11,2,6,234200
U03327,2025-05,0,5,167000
U03329,2025-05,3,5,276000
U03329,2025-05,4,7,301350
U03329,2025-05,5,2,149000
U03329,2025-05,6,9,641000
U03329,2025-05,7,3,142000
U03329,2025-05,8,4,148600
U03330,2025-06,0,3,167000
U03330,2025-06,1,5,417000
U03331,2025-05,0,10,535350
U03331,2025-05,1,6,450000
U03332,2025-12,0,3,192000
U03333,2025-11,0,1,56000
U03333,2025-11,1,2,91750
U03333,2025-11,2,6,377750
U03333,2025-11,3,5,254000
U03334,2025-09,0,7,439750
U03335,2025-11,0,5,230750
U03335,2025-11,1,5,349000
U03336,2025-04,0,7,421850
U03336,2025-04,1,5,305700
U03336,2025-04,2,7,387850
U03337,2025-06,0,7,445100
U03342,2025-01,1,5,284000
U03342,2025-01,2,6,290750
U03343,2025-09,0,10,528150
U03343,2025-09,1,6,305600
U03343,2025-09,2,8,327600
U03343,2025-09,3,6,337000
U03345,2025-01,0,9,442300
U03346,2026-04,0,9,662500
U03348,2025-04,0,4,209000
U03350,2026-03,0,5,147000
U03351,2025-07,0,3,238000
U03351,2025-07,1,11,793000
U03351,2025-07,2,7,447000
U03351,2025-07,3,4,204200
U03351,2025-07,4,6,571000
U03355,2025-01,1,14,675800
U03355,2025-01,2,6,136000
U03356,2025-11,0,3,224000
U03357,2025-05,0,4,233500
U03357,2025-05,1,3,341000
U03357,2025-05,2,6,171000
U03357,2025-05,3,4,160100
U03357,2025-05,4,9,462800
U03357,2025-05,5,7,341300
U03357,2025-05,6,4,289000
U03357,2025-05,7,10,410000
U03357,2025-05,8,7,554650
U03357,2025-05,9,4,241750
U03358,2025-04,0,5,322400
U03358,2025-04,1,4,229000
U03361,2026-04,0,7,394550
U03361,2026-04,1,6,423000
U03361,2026-04,2,5,273000
U03363,2026-02,0,4,251000
U03363,2026-02,1,4,107000
U03363,2026-02,2,5,182200
U03363,2026-02,3,1,15000
U03364,2025-08,0,11,820400
U03364,2025-08,1,4,156000
U03364,2025-08,2,6,393000
U03364,2025-08,3,5,296000
U03364,2025-08,5,7,533250
U03364,2025-08,6,4,183000
U03364,2025-08,7,6,314150
U03364,2025-08,8,3,288500
U03364,2025-08,9,4,180600
U03364,2025-08,10,7,398950
U03365,2026-01,0,8,496000
U03365,2026-01,1,5,166400
U03368,2025-05,0,7,409100
U03370,2025-05,0,10,640000
U03374,2026-03,0,7,256000
U03375,2026-01,0,2,97000
U03375,2026-01,1,4,203000
U03375,2026-01,2,3,98000
U03375,2026-01,3,4,309150
U03375,2026-01,4,4,369000
U03376,2026-03,0,4,240800
U03378,2025-05,0,4,250300
U03378,2025-05,1,7,322800
U03380,2025-04,0,6,579600
U03381,2025-03,0,6,264000
U03381,2025-03,1,11,809250
U03381,2025-03,2,8,534000
U03383,2025-08,0,8,784700
U03384,2025-08,0,10,529800
U03384,2025-08,1,1,43000
U03384,2025-08,2,9,415300
U03384,2025-08,3,8,937250
U03389,2026-04,0,6,319250
U03390,2026-02,0,7,309700
U03392,2025-06,0,6,348900
U03392,2025-06,1,5,426100
U03393,2025-12,0,4,112000
U03394,2026-05,0,6,590550
U03394,2026-05,1,10,831000
U03395,2025-07,0,8,413000
U03395,2025-07,1,4,128000
U03395,2025-07,2,3,92800
U03395,2025-07,3,5,339800
U03395,2025-07,4,7,610200
U03395,2025-07,5,8,203100
U03396,2025-10,0,7,473000
U03397,2026-04,0,8,467450
U03397,2026-04,1,4,266000
U03397,2026-04,2,5,250100
U03398,2025-01,0,11,529800
U03398,2025-01,1,2,121000
U03400,2026-01,0,7,568900
U03400,2026-01,1,4,350000
U03400,2026-01,2,1,68000
U03400,2026-01,3,3,67000
U03400,2026-01,4,4,357400
U03400,2026-01,5,6,284000
U03402,2025-04,0,5,305000
U03402,2025-04,1,3,121200
U03402,2025-04,2,5,234600
U03403,2026-05,0,5,457250
U03403,2026-05,1,6,322200
U03404,2025-08,0,5,249000
U03405,2025-09,0,5,241750
U03406,2025-08,0,3,113000
U03407,2025-05,0,10,526900
U03409,2025-07,0,6,323700
U03409,2025-07,1,6,215900
U03410,2026-05,0,4,136000
U03412,2025-06,0,2,107000
U03412,2025-06,1,8,450350
U03412,2025-06,2,5,368000
U03412,2025-06,3,1,49000
U03412,2025-06,4,6,281000
U03412,2025-06,5,6,364000
U03412,2025-06,6,2,133000
U03412,2025-06,7,6,206500
U03412,2025-06,8,1,43000
U03413,2025-02,0,4,179000
U03414,2025-11,0,5,202400
U03415,2026-01,0,3,213000
U03416,2025-05,0,3,121000
U03417,2025-10,0,5,361500
U03418,2025-11,2,5,195000
U03418,2025-11,3,10,492000
U03418,2025-11,4,8,558500
U03418,2025-11,5,9,502250
U03421,2026-03,0,5,226250
U03421,2026-03,1,10,488200
U03421,2026-03,2,5,241000
U03421,2026-03,3,11,510000
U03423,2025-03,0,7,275900
U03425,2025-10,0,8,640600
U03426,2025-10,0,2,74000
U03427,2025-08,0,4,141600
U03427,2025-08,1,4,175000
U03428,2025-02,0,12,618800
U03429,2025-09,0,3,387000
U03430,2025-11,0,7,321000
U03430,2025-11,1,2,49000
U03430,2025-11,2,6,239000
U03431,2026-04,0,4,338000
U03432,2026-06,0,7,344850
U03433,2025-06,0,4,322000
U03433,2025-06,1,7,518950
U03433,2025-06,2,3,191000
U03434,2026-03,0,4,195100
U03435,2025-01,1,3,180000
U03436,2025-10,0,4,229800
U03439,2025-07,0,1,18000
U03439,2025-07,1,4,349000
U03439,2025-07,2,5,154800
U03439,2025-07,3,4,218000
U03439,2025-07,4,3,180500
U03440,2025-02,0,6,261850
U03441,2025-08,0,3,192750
U03443,2025-01,0,11,508000
U03446,2026-02,0,6,295000
U03446,2026-02,1,6,447000
U03446,2026-02,2,8,439000
U03446,2026-02,3,6,442250
U03447,2025-10,3,2,181000
U03447,2025-10,4,7,424000
U03447,2025-10,5,6,210300
U03447,2025-10,6,7,346700
U03447,2025-10,7,3,221800
U03451,2025-11,0,5,310000
U03452,2025-11,0,3,141350
U03452,2025-11,1,2,129000
U03453,2025-09,0,1,24000
U03456,2025-01,0,9,397500
U03456,2025-01,1,8,338000
U03456,2025-01,2,5,155000
U03456,2025-01,3,7,205200
U03456,2025-01,4,3,126000
U03456,2025-01,5,4,309000
U03456,2025-01,6,6,380000
U03456,2025-01,7,4,410000
U03456,2025-01,8,3,127300
U03456,2025-01,9,3,161750
U03456,2025-01,10,3,173000
U03456,2025-01,11,5,234800
U03456,2025-01,12,6,381200
U03456,2025-01,13,2,50700
U03456,2025-01,14,6,163200
U03456,2025-01,15,2,98300
U03456,2025-01,16,4,217000
U03456,2025-01,17,3,221000
U03457,2026-03,0,1,45000
U03457,2026-03,1,3,455000
U03457,2026-03,2,3,140000
U03457,2026-03,3,6,433700
U03458,2025-07,0,7,421800
U03460,2025-12,0,2,163000
U03461,2025-12,0,6,285700
U03461,2025-12,1,8,556500
U03461,2025-12,2,10,628450
U03462,2025-03,0,5,472000
U03462,2025-03,1,7,230750
U03463,2025-10,0,3,203000
U03463,2025-10,1,6,226000
U03463,2025-10,2,4,250000
U03463,2025-10,3,8,511100
U03463,2025-10,4,4,133000
U03463,2025-10,5,3,130900
U03463,2025-10,6,3,190500
U03463,2025-10,7,7,324000
U03463,2025-10,8,6,474500
U03464,2025-05,3,5,446000
U03464,2025-05,4,3,193900
U03464,2025-05,5,6,485000
U03464,2025-05,6,5,346700
U03464,2025-05,7,7,395700
U03465,2025-09,0,4,214000
U03468,2026-02,0,6,769800
U03469,2025-07,0,12,696000
U03470,2025-07,0,6,391000
U03471,2025-08,5,2,72000
U03472,2025-12,0,2,68000
U03472,2025-12,1,5,408000
U03472,2025-12,2,3,141000
U03472,2025-12,3,5,312100
U03472,2025-12,4,6,495800
U03472,2025-12,5,4,356500
U03472,2025-12,6,4,267000
U03473,2025-05,0,4,136300
U03474,2025-08,0,5,285000
U03474,2025-08,1,2,146000
U03474,2025-08,2,4,240600
U03475,2025-12,0,7,421000
U03475,2025-12,1,6,374250
U03476,2025-08,0,3,188800
U03476,2025-08,1,8,497800
U03476,2025-08,2,1,48000
U03476,2025-08,3,13,702400
U03476,2025-08,4,5,329000
U03476,2025-08,5,4,364000
U03476,2025-08,6,8,614000
U03476,2025-08,7,5,259300
U03476,2025-08,8,8,361900
U03476,2025-08,9,12,931700
U03476,2025-08,10,7,244700
U03477,2025-10,0,4,271550
U03481,2025-02,0,6,335700
U03481,2025-02,1,8,393600
U03481,2025-02,2,5,281600
U03481,2025-02,3,2,40200
U03484,2026-02,0,7,410500
U03484,2026-02,1,2,303000
U03484,2026-02,2,7,602000
U03485,2025-11,0,7,331950
U03488,2026-03,0,6,423650
U03489,2026-06,0,7,476850
U03490,2025-02,0,6,330000
U03490,2025-02,1,8,420600
U03491,2026-05,0,8,893000
U03492,2026-03,0,6,368800
U03493,2025-03,0,5,204000
U03494,2026-03,0,6,233600
U03494,2026-03,1,9,621850
U03494,2026-03,2,4,179250
U03496,2025-12,0,7,489500
U03496,2025-12,1,4,365000
U03496,2025-12,2,4,104000
U03496,2025-12,3,7,326700
U03497,2025-04,0,5,247900
U03497,2025-04,1,4,166750
U03498,2026-05,0,11,802300
U03498,2026-05,1,8,344450
U03499,2025-07,0,3,126500
U03500,2025-02,0,7,447200
U03501,2026-05,0,7,292850
U03501,2026-05,1,4,296000
U03502,2025-02,0,7,132500
U03502,2025-02,1,3,138100
U03502,2025-02,2,9,458450
U03503,2026-05,0,8,428750
U03504,2026-05,0,4,191750
U03505,2025-03,0,12,522100
U03505,2025-03,1,4,292000
U03508,2026-05,0,5,242500
U03509,2025-04,0,3,92000
U03509,2025-04,1,4,185000
U03509,2025-04,2,4,183000
U03509,2025-04,3,6,143000
U03509,2025-04,4,4,123900
U03509,2025-04,5,7,455000
U03509,2025-04,6,6,396000
U03509,2025-04,7,5,226000
U03510,2025-09,0,4,254200
U03511,2026-04,0,7,512000
U03512,2025-08,0,7,379300
U03512,2025-08,1,3,133800
U03512,2025-08,2,5,554100
U03512,2025-08,3,6,370800
U03512,2025-08,4,6,400000
U03513,2026-03,0,8,513500
U03513,2026-03,1,1,80000
U03513,2026-03,2,8,560600
U03513,2026-03,3,8,625700
U03514,2026-03,0,6,609700
U03515,2025-08,0,4,173000
U03516,2025-09,0,1,88350
U03516,2025-09,1,6,274000
U03518,2025-04,0,3,196750
U03519,2025-12,0,3,491000
U03519,2025-12,1,2,40000
U03523,2025-08,0,9,622400
U03523,2025-08,1,3,152000
U03523,2025-08,2,11,625950
U03523,2025-08,3,4,273000
U03525,2026-06,0,7,699300
U03526,2026-04,0,9,408000
U03526,2026-04,1,6,411200
U03527,2025-12,0,10,689500
U03527,2025-12,1,1,37000
U03528,2025-03,0,3,153000
U03528,2025-03,1,7,388200
U03528,2025-03,2,5,238400
U03528,2025-03,3,4,164600
U03532,2026-03,0,3,182000
U03532,2026-03,1,3,123000
U03533,2025-10,0,2,108000
U03533,2025-10,1,3,138000
U03533,2025-10,2,2,83500
U03533,2025-10,3,5,119400
U03533,2025-10,4,2,99000
U03535,2025-02,0,4,154000
U03536,2025-01,0,13,655900
U03536,2025-01,1,8,285000
U03536,2025-01,2,10,334250
U03536,2025-01,3,6,231500
U03536,2025-01,4,7,307850
U03536,2025-01,5,7,383300
U03536,2025-01,6,5,329000
U03536,2025-01,7,3,110000
U03536,2025-01,8,7,602000
U03539,2025-06,0,10,519050
U03542,2025-09,0,3,169200
U03543,2025-06,0,7,557900
U03543,2025-06,1,2,88000
U03543,2025-06,2,3,295300
U03543,2025-06,3,3,81000
U03543,2025-06,4,5,376000
U03546,2025-04,0,6,368450
U03548,2025-03,0,3,116600
U03549,2025-12,0,6,334000
U03553,2026-01,0,8,373000
U03553,2026-01,1,5,183500
U03554,2025-12,0,5,390000
U03555,2026-03,0,3,450000
U03555,2026-03,1,3,200000
U03555,2026-03,2,10,590800
U03556,2026-06,0,2,148850
U03557,2026-06,0,4,162000
U03558,2025-12,0,6,486200
U03558,2025-12,1,3,255000
U03559,2025-12,0,5,407000
U03559,2025-12,1,5,198350
U03561,2025-01,0,16,739900
U03562,2025-03,0,9,410100
U03562,2025-03,1,3,305000
U03564,2025-06,0,4,239000
U03564,2025-06,1,4,116000
U03564,2025-06,2,4,271250
U03566,2025-09,0,4,218600
U03566,2025-09,1,6,336000
U03566,2025-09,2,5,315000
U03566,2025-09,3,8,581000
U03566,2025-09,4,1,14000
U03566,2025-09,5,5,170000
U03566,2025-09,6,6,208500
U03566,2025-09,7,6,284250
U03566,2025-09,8,2,110000
U03566,2025-09,9,6,219000
U03569,2025-05,0,6,304000
U03571,2025-02,0,5,261000
U03573,2025-11,0,5,303200
U03573,2025-11,1,6,414450
U03573,2025-11,2,5,242100
U03574,2025-10,0,8,450000
U03575,2025-12,0,7,527000
U03576,2026-01,0,4,376200
U03576,2026-01,1,10,685500
U03578,2025-08,0,5,188300
U03579,2026-04,0,2,193000
U03579,2026-04,1,10,655000
U03579,2026-04,2,5,187000
U03581,2025-09,0,9,502700
U03582,2025-11,0,7,551000
U03582,2025-11,1,5,341000
U03582,2025-11,2,8,497400
U03582,2025-11,3,5,318000
U03582,2025-11,4,9,508700
U03582,2025-11,5,7,519000
U03582,2025-11,6,7,296050
U03582,2025-11,7,7,586000
U03583,2025-11,0,10,773500
U03584,2025-08,0,5,175500
U03584,2025-08,1,8,508900
U03584,2025-08,2,6,392500
U03584,2025-08,3,9,504500
U03584,2025-08,4,3,92000
U03584,2025-08,5,12,601550
U03584,2025-08,6,3,275000
U03584,2025-08,7,5,437000
U03585,2025-09,0,5,318000
U03586,2025-06,0,9,368750
U03587,2026-03,0,5,395000
U03588,2026-04,0,10,588150
U03589,2025-11,0,9,593000
U03590,2026-06,0,4,432000
U03593,2025-08,0,6,301900
U03596,2025-11,0,3,100000
U03597,2026-04,0,9,652000
U03598,2025-05,0,9,390800
U03598,2025-05,1,7,423100
U03598,2025-05,2,7,365650
U03598,2025-05,3,9,229050
U03598,2025-05,4,6,354000
U03598,2025-05,5,6,330500
U03598,2025-05,6,2,73800
U03598,2025-05,7,5,146000
U03598,2025-05,8,7,336200
U03599,2025-07,0,5,221000
U03599,2025-07,1,4,296000
U03600,2026-04,0,5,246250
U03601,2025-12,0,7,278000
U03604,2025-03,0,2,203000
U03605,2025-05,0,8,533200
U03607,2025-10,0,10,727000
U03611,2025-12,0,3,242400
U03613,2026-04,0,9,410750
U03614,2025-08,0,2,82000
U03614,2025-08,1,4,175750
U03616,2025-09,0,4,182000
U03617,2026-04,0,5,248000
U03617,2026-04,1,2,87000
U03617,2026-04,2,4,238000
U03618,2025-05,0,4,207700
U03621,2025-07,0,5,345100
U03621,2025-07,1,8,458000
U03621,2025-07,2,7,379000
U03621,2025-07,3,2,138000
U03621,2025-07,4,7,314100
U03621,2025-07,5,4,111000
U03621,2025-07,6,7,675000
U03621,2025-07,7,5,471850
U03622,2026-05,0,2,50000
U03622,2026-05,1,11,536900
U03625,2025-04,0,4,126000
U03625,2025-04,1,7,418000
U03625,2025-04,2,6,478000
U03625,2025-04,3,9,463600
U03625,2025-04,4,8,542450
U03625,2025-04,5,3,150000
U03625,2025-04,6,3,234000
U03625,2025-04,7,3,100000
U03625,2025-04,8,4,234200
U03626,2026-06,0,6,497400
U03627,2025-08,0,3,85750
U03628,2026-01,0,8,634300
U03629,2026-05,0,3,170000
U03629,2026-05,1,7,549600
U03630,2025-06,0,9,468000
U03631,2025-12,0,3,321000
U03631,2025-12,1,5,195000
U03632,2026-03,0,4,261350
U03638,2025-07,0,5,187750
U03639,2025-06,0,4,143000
U03642,2026-01,0,1,262000
U03643,2025-02,0,8,300500
U03643,2025-02,1,2,73000
U03643,2025-02,2,6,261450
U03643,2025-02,3,9,494400
U03646,2025-08,0,12,547050
U03646,2025-08,1,9,293100
U03647,2025-03,0,8,406000
U03647,2025-03,1,8,507000
U03647,2025-03,2,7,419500
U03647,2025-03,3,7,456800
U03647,2025-03,4,6,352600
U03647,2025-03,5,7,332000
U03647,2025-03,6,6,636800
U03647,2025-03,7,6,318750
U03647,2025-03,8,10,608800
U03647,2025-03,9,3,131000
U03647,2025-03,10,6,601750
U03647,2025-03,11,4,187100
U03647,2025-03,12,3,82000
U03647,2025-03,13,3,217100
U03647,2025-03,14,3,84500
U03647,2025-03,15,6,289000
U03648,2025-07,0,2,76600
U03648,2025-07,1,5,314000
U03648,2025-07,2,4,129000
U03648,2025-07,3,5,357800
U03648,2025-07,4,3,97000
U03648,2025-07,5,3,225000
U03649,2026-01,0,4,295650
U03649,2026-01,1,12,632800
U03649,2026-01,2,4,408000
U03649,2026-01,3,4,243000
U03649,2026-01,4,5,310700
U03649,2026-01,5,4,99500
U03651,2026-04,0,3,102800
U03651,2026-04,1,9,624150
U03652,2025-11,0,6,334850
U03652,2025-11,1,5,296500
U03652,2025-11,2,5,163000
U03652,2025-11,3,6,305700
U03653,2026-02,0,8,343150
U03653,2026-02,1,8,389000
U03653,2026-02,2,3,128000
U03653,2026-02,3,4,245550
U03653,2026-02,4,8,287500
U03655,2026-06,0,13,639850
U03656,2025-07,1,7,315100
U03656,2025-07,2,10,716100
U03658,2025-07,0,1,36100
U03659,2026-02,0,4,307000
U03661,2025-11,0,6,313000
U03661,2025-11,1,7,320600
U03664,2026-02,0,3,121000
U03666,2025-09,0,7,414000
U03666,2025-09,1,8,587750
U03668,2025-04,0,4,210000
U03668,2025-04,1,3,197000
U03669,2025-01,0,11,542500
U03672,2025-09,0,5,244650
U03672,2025-09,1,3,221100
U03672,2025-09,3,3,104000
U03672,2025-09,4,6,379500
U03672,2025-09,5,7,359500
U03672,2025-09,6,6,278500
U03672,2025-09,7,6,275100
U03672,2025-09,8,3,173000
U03672,2025-09,9,5,275000
U03674,2025-09,0,4,162000
U03674,2025-09,1,6,336000
U03674,2025-09,2,3,251000
U03676,2025-09,0,7,439200
U03676,2025-09,1,9,599800
U03677,2025-04,0,8,523100
U03677,2025-04,1,7,397000
U03678,2025-11,0,5,316300
U03679,2026-06,0,8,260350
U03680,2025-07,0,6,275700
U03680,2025-07,1,7,466000
U03680,2025-07,2,5,399000
U03681,2025-02,0,7,484150
U03681,2025-02,1,3,251000
U03681,2025-02,2,6,304000
U03681,2025-02,3,10,576650
U03681,2025-02,4,9,450000
U03681,2025-02,5,4,323300
U03682,2025-08,0,7,469000
U03683,2025-12,0,3,159900
U03685,2025-10,0,12,678400
U03685,2025-10,1,9,626000
U03686,2025-12,0,7,485000
U03687,2025-01,0,13,644750
U03688,2025-01,0,10,452000
U03690,2026-01,0,7,396000
U03690,2026-01,1,3,114200
U03690,2026-01,2,5,212250
U03690,2026-01,3,5,320350
U03690,2026-01,4,6,422000
U03690,2026-01,5,5,173700
U03692,2026-03,0,3,168000
U03692,2026-03,1,2,135000
U03692,2026-03,2,8,547000
U03692,2026-03,3,4,289000
U03693,2026-01,0,6,228250
U03693,2026-01,1,5,315000
U03693,2026-01,2,11,726300
U03693,2026-01,3,9,475300
U03693,2026-01,4,9,472950
U03695,2025-03,0,8,412200
U03696,2025-01,0,13,761400
U03696,2025-01,1,8,281950
U03696,2025-01,2,7,261100
U03700,2025-12,0,5,147000
U03700,2025-12,1,6,294800
U03700,2025-12,2,6,160800
U03700,2025-12,3,8,266700
U03700,2025-12,4,9,387000
U03700,2025-12,5,7,321000
U03700,2025-12,6,14,872300
U03702,2026-02,0,2,149000
U03703,2025-02,0,3,149700
U03703,2025-02,1,9,416000
U03703,2025-02,2,9,585000
U03703,2025-02,3,5,324200
U03703,2025-02,4,3,98000
U03703,2025-02,5,6,262300
U03703,2025-02,6,4,98000
U03703,2025-02,7,13,932600
U03703,2025-02,8,6,312250
U03703,2025-02,9,7,520000
U03703,2025-02,10,2,184000
U03704,2025-03,5,3,196000
U03704,2025-03,6,5,372350
U03704,2025-03,7,4,180200
U03704,2025-03,8,10,630500
U03704,2025-03,9,7,399000
U03704,2025-03,10,5,227150
U03704,2025-03,11,9,547400
U03704,2025-03,12,6,287850
U03704,2025-03,13,2,47000
U03704,2025-03,14,2,168100
U03704,2025-03,15,12,801550
U03705,2025-09,0,3,135000
U03705,2025-09,1,6,230100
U03707,2025-12,0,2,115000
U03709,2025-03,0,4,213850
U03710,2025-02,0,5,157600
U03711,2026-04,0,6,389150
U03711,2026-04,1,5,259000
U03711,2026-04,2,4,174400
U03712,2025-12,0,5,369000
U03714,2025-09,0,2,309000
U03714,2025-09,1,5,344200
U03716,2026-03,0,6,476600
U03716,2026-03,1,4,189000
U03717,2025-12,1,5,193550
U03725,2025-09,0,6,631800
U03726,2025-09,0,5,247550
U03727,2025-01,0,11,499500
U03727,2025-01,1,4,148000
U03727,2025-01,2,6,309200
U03727,2025-01,3,8,350100
U03727,2025-01,4,6,230400
U03727,2025-01,5,6,413300
U03727,2025-01,6,7,474250
U03727,2025-01,7,3,218000
U03728,2025-02,0,11,318500
U03730,2026-06,0,6,419000
U03732,2026-03,0,1,45000
U03733,2026-05,0,7,460800
U03733,2026-05,1,5,360000
U03734,2026-04,0,6,381000
U03735,2026-03,0,2,345000
U03736,2025-09,0,2,79800
U03736,2025-09,1,2,82000
U03741,2025-10,0,2,110000
U03741,2025-10,1,4,157000
U03742,2026-06,0,9,435800
U03744,2026-02,0,1,25000
U03745,2025-04,0,7,341250
U03745,2025-04,1,5,310600
U03745,2025-04,2,7,294000
U03745,2025-04,3,6,331400
U03745,2025-04,4,4,210000
U03745,2025-04,5,2,232800
U03745,2025-04,6,4,463750
U03748,2026-03,0,5,299000
U03749,2026-03,0,4,385000
U03749,2026-03,1,6,271400
U03750,2025-09,0,5,346500
U03750,2025-09,1,7,449950
U03750,2025-09,2,5,245000
U03750,2025-09,3,1,18000
U03750,2025-09,4,7,331500
U03750,2025-09,5,3,255000
U03750,2025-09,6,8,309200
U03750,2025-09,7,5,229000
U03752,2025-01,0,7,276000
U03752,2025-01,1,4,173000
U03752,2025-01,2,7,482250
U03752,2025-01,3,5,233800
U03752,2025-01,4,2,122450
U03752,2025-01,5,3,107000
U03752,2025-01,6,3,213000
U03752,2025-01,7,2,167000
U03752,2025-01,8,2,93000
U03752,2025-01,9,10,473700
U03752,2025-01,10,6,444900
U03752,2025-01,11,2,111900
U03752,2025-01,12,5,445000
U03752,2025-01,13,3,119000
U03752,2025-01,14,6,242200
U03752,2025-01,16,5,414000
U03752,2025-01,17,4,306000
U03753,2025-02,0,6,279000
U03754,2025-05,0,4,244550
U03755,2026-06,0,8,519100
U03756,2026-05,0,6,237000
U03757,2026-05,0,6,484400
U03757,2026-05,1,6,233850
