pelanggan_id,trx_30d,hari_sejak_transaksi_terakhir,nilai_rata2,pakai_promo,kanal,jumlah_produk_beda,churn
C01240,3,7,47300.0,0,iklan,5,1
C01241,3,11,42500.0,0,iklan,4,0
C01242,2,6,54700.0,0,referral,2,0
C01243,3,58,96400.0,0,organik,1,0
C01244,0,28,75700.0,0,referral,1,1
C01245,2,24,111700.0,0,organik,3,0
C01246,5,45,47600.0,0,iklan,4,1
C01247,4,55,43100.0,1,iklan,5,0
C01248,3,51,86400.0,0,iklan,5,1
C01249,0,3,47100.0,0,organik,4,0
C01250,7,53,72300.0,0,iklan,4,0
C01251,2,34,95600.0,0,organik,5,0
C01252,4,38,83500.0,0,referral,2,0
C01253,2,35,103200.0,1,iklan,3,1
C01254,2,59,88900.0,1,referral,4,1
C01255,5,8,71600.0,1,organik,3,0
C01256,4,3,82500.0,0,iklan,5,0
C01257,2,7,80000.0,0,organik,1,0
C01258,5,22,71100.0,0,iklan,2,0
C01259,5,32,64700.0,1,organik,3,0
C01260,3,33,76500.0,0,referral,5,0
C01261,1,52,81500.0,1,iklan,1,1
C01262,5,39,94300.0,0,organik,1,0
C01263,3,21,44900.0,0,referral,3,0
C01264,8,55,64400.0,0,referral,2,0
C01265,7,11,132100.0,0,iklan,2,0
C01266,5,6,71800.0,0,referral,2,0
C01267,5,16,77200.0,0,iklan,3,0
C01268,5,9,43500.0,0,iklan,1,0
C01269,2,2,125000.0,0,organik,2,0
C01270,6,50,87100.0,0,iklan,3,0
C01271,5,12,125700.0,0,iklan,4,0
C01272,2,50,80300.0,1,organik,2,1
C01273,3,55,95400.0,1,iklan,5,1
C01274,6,47,51800.0,1,iklan,2,1
C01275,4,27,115600.0,0,iklan,2,0
C01276,3,1,72700.0,0,organik,4,0
C01277,3,6,102700.0,0,referral,4,1
C01278,4,5,59800.0,0,iklan,1,0
C01279,4,25,76100.0,0,organik,5,0
C01280,6,38,73600.0,0,referral,1,0
C01281,1,34,73100.0,1,iklan,1,0
C01282,3,32,93600.0,1,iklan,3,1
C01283,2,40,47400.0,1,organik,3,0
C01284,3,18,48400.0,0,organik,1,0
C01285,4,25,43900.0,1,iklan,5,0
C01286,2,38,93900.0,0,referral,2,1
C01287,6,17,92200.0,0,organik,2,0
C01288,2,3,56200.0,1,organik,4,0
C01289,1,48,80600.0,0,organik,3,1
C01290,5,52,120100.0,0,organik,1,1
C01291,3,1,71200.0,1,organik,3,0
C01292,4,44,73700.0,0,referral,5,0
C01293,3,50,52000.0,0,iklan,5,0
C01294,3,54,43700.0,0,organik,3,1
C01295,4,57,62600.0,1,iklan,3,1
C01296,4,31,87600.0,1,iklan,3,0
C01297,3,36,30600.0,0,referral,4,0
C01298,4,27,53600.0,1,organik,5,0
C01299,4,46,106100.0,0,referral,3,1
C01300,2,12,58800.0,0,organik,2,0
C01301,5,8,72600.0,0,organik,5,0
C01302,3,6,79700.0,1,referral,5,0
C01303,0,3,57700.0,0,iklan,5,0
C01304,2,59,54600.0,0,referral,4,1
C01305,3,56,86900.0,1,iklan,3,1
C01306,3,16,64100.0,0,iklan,2,0
C01307,5,51,74900.0,0,iklan,1,1
C01308,3,39,109700.0,1,iklan,1,1
C01309,1,6,104400.0,0,organik,3,0
C01310,5,42,88100.0,0,iklan,3,0
C01311,2,45,15800.0,0,iklan,4,0
C01312,6,18,86500.0,0,referral,3,0
C01313,2,42,66300.0,1,iklan,1,1
C01314,2,45,53700.0,0,organik,3,1
C01315,2,30,52000.0,0,iklan,2,1
C01316,7,40,54200.0,0,referral,2,0
C01317,3,47,90500.0,0,organik,5,0
C01318,0,25,67900.0,1,iklan,3,0
C01319,1,8,92800.0,1,referral,1,0
C01320,4,18,42300.0,0,organik,1,0
C01321,2,25,105200.0,0,iklan,2,1
C01322,3,9,60800.0,0,organik,2,0
C01323,4,55,106000.0,1,iklan,5,0
C01324,6,29,111500.0,0,iklan,4,1
C01325,4,53,87300.0,1,referral,4,1
C01326,7,50,91100.0,0,organik,5,0
C01327,3,16,94600.0,1,iklan,1,0
C01328,2,25,104500.0,1,organik,3,1
C01329,4,56,73700.0,1,iklan,4,0
C01330,3,57,56100.0,1,referral,1,0
C01331,1,40,64300.0,0,iklan,4,1
C01332,1,48,111800.0,0,referral,1,1
C01333,3,23,102600.0,0,organik,4,0
C01334,4,56,44000.0,1,organik,5,0
C01335,2,27,73500.0,0,iklan,4,1
C01336,5,23,93300.0,1,iklan,2,0
C01337,3,57,92000.0,1,iklan,5,1
C01338,4,11,29300.0,1,organik,4,0
C01339,2,40,59600.0,0,organik,4,0
C01340,3,15,28100.0,0,organik,4,1
C01341,2,5,101100.0,0,referral,5,0
C01342,4,41,75300.0,1,organik,1,1
C01343,0,9,51000.0,0,iklan,4,1
C01344,2,53,75000.0,0,iklan,4,1
C01345,5,6,77300.0,0,organik,1,0
C01346,0,34,100800.0,1,iklan,3,1
C01347,2,39,81700.0,1,iklan,4,0
C01348,1,33,78200.0,0,organik,3,0
C01349,2,53,72800.0,0,iklan,3,1
C01350,2,50,113900.0,0,organik,2,0
C01351,7,30,31100.0,0,iklan,4,0
C01352,5,30,109300.0,0,iklan,1,0
C01353,5,45,31100.0,0,organik,2,0
C01354,1,27,101700.0,0,organik,4,0
C01355,4,23,85100.0,0,iklan,3,0
C01356,7,12,58100.0,0,referral,5,0
C01357,2,20,57000.0,0,iklan,2,0
C01358,6,55,43800.0,0,iklan,1,0
C01359,2,12,44900.0,0,organik,5,0
C01360,2,19,102800.0,1,organik,3,0
C01361,8,6,61500.0,0,organik,4,0
C01362,4,50,103900.0,0,iklan,5,0
C01363,4,1,83400.0,0,organik,3,0
C01364,4,44,87900.0,1,iklan,3,1
C01365,2,31,15000.0,0,organik,4,0
C01366,4,55,32800.0,1,organik,3,1
C01367,5,20,91300.0,0,organik,5,0
C01368,3,35,89000.0,0,organik,5,1
C01369,1,54,93500.0,0,organik,3,1
C01370,5,55,33000.0,0,iklan,3,1
C01371,3,50,49600.0,1,organik,5,1
C01372,0,8,38500.0,1,referral,5,0
C01373,4,50,44600.0,0,organik,5,0
C01374,1,59,62700.0,1,iklan,3,1
C01375,6,18,112900.0,1,organik,5,0
C01376,5,56,102000.0,1,iklan,1,0
C01377,4,10,99100.0,0,iklan,1,0
C01378,1,20,83800.0,1,iklan,5,1
C01379,2,45,44100.0,1,organik,5,0
C01380,3,14,94700.0,0,organik,1,1
C01381,3,45,102000.0,1,iklan,3,0
C01382,3,25,79400.0,0,iklan,1,1
C01383,4,12,87100.0,0,referral,2,0
C01384,4,9,62200.0,0,organik,1,0
C01385,3,4,105400.0,0,organik,5,0
C01386,2,1,86100.0,1,organik,2,0
C01387,1,19,81000.0,0,iklan,4,1
C01388,3,52,142300.0,0,organik,1,0
C01389,3,34,78500.0,0,organik,4,0
C01390,2,17,76900.0,0,organik,4,0
C01391,5,4,116200.0,0,referral,4,0
C01392,2,53,99200.0,1,organik,2,1
C01393,2,6,81800.0,0,organik,3,0
C01394,0,57,118000.0,0,organik,3,1
C01395,7,9,99400.0,0,organik,3,0
C01396,2,38,87700.0,0,referral,1,1
C01397,6,25,93800.0,0,organik,4,0
C01398,1,36,86600.0,0,iklan,1,1
C01399,4,12,56000.0,0,organik,5,0
C01400,8,1,102000.0,1,organik,3,0
C01401,1,37,49400.0,0,iklan,2,1
C01402,3,54,47600.0,1,organik,2,1
C01403,3,56,95700.0,0,organik,3,0
C01404,3,18,76600.0,1,iklan,5,0
C01405,4,27,23800.0,0,organik,4,1
C01406,3,22,95400.0,0,iklan,5,1
C01407,5,51,80300.0,0,organik,3,0
C01408,2,42,58800.0,1,organik,5,1
C01409,2,47,65600.0,0,referral,3,1
C01410,1,48,84400.0,1,referral,3,1
C01411,3,26,85600.0,1,iklan,1,0
C01412,5,5,73600.0,0,organik,1,0
C01413,3,2,63500.0,0,organik,1,0
C01414,2,9,72600.0,1,iklan,1,1
C01415,6,23,94900.0,0,organik,2,0
C01416,5,19,159100.0,1,iklan,5,1
C01417,5,53,77400.0,0,iklan,3,1
C01418,4,50,58700.0,0,organik,3,0
C01419,3,16,56100.0,0,organik,3,1
C01420,2,58,69500.0,0,iklan,3,1
C01421,3,4,89600.0,0,referral,5,0
C01422,3,40,73700.0,1,iklan,1,1
C01423,3,14,60200.0,0,organik,1,1
C01424,3,6,87300.0,0,referral,5,0
C01425,3,59,87200.0,0,organik,3,0
C01426,2,46,100200.0,0,referral,2,1
C01427,3,1,82100.0,0,organik,2,0
C01428,2,13,50700.0,0,organik,4,0
C01429,2,17,106300.0,1,organik,1,0
C01430,2,38,133400.0,0,iklan,1,1
C01431,2,24,65600.0,0,organik,1,0
C01432,3,8,84300.0,1,organik,3,0
C01433,7,13,48200.0,0,iklan,2,0
C01434,1,27,108700.0,1,referral,1,0
C01435,3,35,76300.0,0,iklan,2,1
C01436,2,7,82100.0,0,referral,2,0
C01437,1,32,61900.0,1,iklan,2,1
C01438,7,55,85700.0,0,organik,2,0
C01439,2,34,110700.0,0,iklan,5,0
C01440,6,13,85000.0,0,organik,5,0
C01441,4,31,64100.0,1,organik,3,0
C01442,3,8,23000.0,0,referral,3,0
C01443,1,53,77300.0,1,iklan,2,1
C01444,2,3,51000.0,0,organik,5,0
C01445,2,26,42700.0,0,organik,1,0
C01446,2,55,52000.0,0,iklan,4,0
C01447,4,1,74000.0,0,organik,3,0
C01448,1,6,74700.0,0,iklan,4,0
C01449,3,26,79400.0,0,organik,1,0
C01450,3,52,47700.0,0,iklan,4,1
C01451,6,45,28900.0,0,organik,3,1
C01452,6,13,32100.0,1,iklan,5,0
C01453,5,40,66900.0,1,iklan,2,0
C01454,3,24,76900.0,0,organik,3,0
C01455,2,33,15000.0,0,iklan,3,1
C01456,9,27,51900.0,0,iklan,3,0
C01457,2,38,82500.0,1,organik,3,0
C01458,4,57,148600.0,1,organik,5,0
C01459,4,55,64500.0,0,organik,5,0
C01460,0,34,32600.0,1,iklan,4,1
C01461,5,51,65300.0,0,iklan,4,0
C01462,6,58,80100.0,0,organik,5,0
C01463,4,36,70900.0,1,organik,5,0
C01464,2,22,122900.0,1,organik,5,0
C01465,6,21,105100.0,1,iklan,2,0
C01466,3,17,95800.0,0,iklan,3,0
C01467,3,40,84200.0,0,organik,4,1
C01468,2,48,76800.0,0,iklan,2,0
C01469,2,50,82700.0,0,iklan,4,1
C01470,4,39,68600.0,0,organik,5,1
C01471,4,16,39000.0,0,iklan,1,1
C01472,2,22,67400.0,1,iklan,2,0
C01473,6,57,86300.0,0,organik,2,1
C01474,1,26,90300.0,0,organik,1,1
C01475,6,23,138300.0,1,referral,4,0
C01476,1,7,66100.0,1,referral,5,0
C01477,2,17,91100.0,1,iklan,4,0
C01478,6,30,82100.0,0,referral,2,0
C01479,6,20,15000.0,0,organik,5,0
C01480,5,42,77300.0,0,iklan,1,0
C01481,2,17,83300.0,0,iklan,4,0
C01482,5,55,72400.0,1,organik,4,0
C01483,2,46,87400.0,1,iklan,4,1
C01484,4,38,100200.0,1,iklan,3,0
C01485,1,45,82100.0,1,iklan,2,0
C01486,2,23,74100.0,0,iklan,5,0
C01487,3,9,74500.0,0,organik,3,0
C01488,6,10,67000.0,1,iklan,2,0
C01489,4,20,104900.0,0,organik,4,0
C01490,2,55,101800.0,0,iklan,5,1
C01491,3,20,92500.0,1,iklan,1,0
C01492,2,48,83700.0,0,referral,3,0
C01493,1,2,126600.0,0,iklan,1,0
C01494,1,31,73000.0,0,iklan,4,0
C01495,1,37,50900.0,0,referral,3,1
C01496,2,43,83700.0,0,iklan,3,1
C01497,1,53,89700.0,1,organik,5,1
C01498,7,43,81100.0,0,organik,4,1
C01499,5,17,69500.0,0,organik,4,0
C01500,3,57,73200.0,1,iklan,4,1
C01501,7,11,104100.0,1,organik,4,0
C01502,2,24,41800.0,0,organik,3,1
C01503,1,17,41800.0,1,iklan,3,0
C01504,5,18,78500.0,0,iklan,2,0
C01505,5,1,90800.0,0,iklan,4,0
C01506,0,7,79800.0,1,referral,5,0
C01507,2,37,98400.0,1,referral,2,0
C01508,2,29,76700.0,0,organik,4,0
C01509,2,46,47200.0,0,organik,2,1
C01510,1,25,49800.0,0,organik,3,1
C01511,1,27,39400.0,0,referral,1,1
C01512,2,24,92500.0,0,referral,1,1
C01513,3,14,67000.0,0,iklan,5,0
C01514,6,32,98900.0,1,organik,2,0
C01515,4,19,74100.0,0,iklan,5,0
C01516,3,2,111100.0,1,iklan,3,0
C01517,5,53,85900.0,0,organik,3,1
C01518,5,35,87000.0,0,organik,3,1
C01519,4,26,68700.0,0,iklan,3,1
C01520,5,33,91400.0,0,iklan,4,1
C01521,2,51,95500.0,0,organik,2,0
C01522,6,32,79500.0,0,referral,5,0
C01523,3,9,74000.0,1,referral,2,0
C01524,2,25,71100.0,0,organik,5,0
C01525,1,56,70500.0,0,organik,5,1
C01526,3,59,96900.0,0,organik,2,1
C01527,5,41,66300.0,0,iklan,2,0
C01528,4,8,62800.0,0,organik,2,0
C01529,4,2,128100.0,0,iklan,1,0
C01530,5,5,68600.0,1,referral,2,0
C01531,1,53,106000.0,0,organik,5,0
C01532,6,17,75000.0,0,organik,1,0
C01533,6,30,56600.0,1,organik,3,0
C01534,3,39,98900.0,0,iklan,2,0
C01535,4,9,48600.0,1,organik,4,0
C01536,1,35,62700.0,1,organik,3,1
C01537,5,39,54700.0,1,organik,5,0
C01538,3,26,81900.0,0,iklan,3,0
C01539,6,43,105500.0,1,iklan,1,0
C01540,2,1,89100.0,0,organik,5,0
C01541,3,38,53600.0,0,organik,5,0
C01542,4,8,47700.0,0,referral,3,0
C01543,2,3,81800.0,0,iklan,1,0
C01544,2,25,41200.0,0,iklan,1,1
C01545,6,52,71200.0,0,organik,4,0
C01546,1,15,69700.0,1,iklan,2,0
C01547,3,25,80700.0,1,organik,3,0
C01548,3,12,107800.0,0,iklan,4,1
C01549,1,56,110700.0,0,organik,2,1
C01550,1,18,58900.0,0,iklan,5,0
C01551,3,49,57300.0,0,iklan,2,1
C01552,3,2,87200.0,0,iklan,3,1
C01553,0,52,82200.0,0,iklan,3,1
C01554,4,47,80500.0,1,referral,1,1
C01555,5,23,67300.0,1,iklan,3,0
C01556,3,43,72400.0,1,iklan,3,1
C01557,3,24,101900.0,0,iklan,1,0
C01558,2,2,103200.0,1,organik,4,0
C01559,1,24,89300.0,1,organik,5,0
C01560,2,22,68600.0,1,iklan,4,0
C01561,3,59,96400.0,1,iklan,5,1
C01562,4,56,99000.0,0,organik,1,0
C01563,2,35,88200.0,0,organik,2,1
C01564,2,3,84800.0,1,iklan,2,0
C01565,3,20,111900.0,0,organik,5,0
C01566,4,57,79000.0,0,organik,4,0
C01567,0,38,78700.0,0,organik,3,1
C01568,2,1,52500.0,0,organik,4,0
C01569,5,46,82500.0,1,referral,5,0
C01570,5,31,61400.0,0,organik,1,1
C01571,6,16,91500.0,0,iklan,1,0
C01572,4,28,75000.0,1,organik,2,0
C01573,5,16,60200.0,0,iklan,4,0
C01574,6,24,70200.0,1,referral,1,0
C01575,0,50,100300.0,1,iklan,5,1
C01576,4,39,124800.0,1,referral,3,0
C01577,4,53,60500.0,1,organik,4,1
C01578,5,26,48400.0,0,organik,5,1
C01579,6,21,62100.0,1,organik,3,0
C01580,4,54,66200.0,0,organik,2,1
C01581,3,43,100700.0,1,iklan,5,1
C01582,1,59,47900.0,1,organik,2,1
C01583,1,48,83800.0,1,iklan,5,1
C01584,2,39,84200.0,0,organik,5,0
C01585,4,2,98800.0,0,iklan,2,0
C01586,2,7,77900.0,1,iklan,5,0
C01587,6,54,103700.0,1,iklan,1,0
C01588,4,33,51000.0,1,iklan,4,0
C01589,2,14,92300.0,1,organik,5,0
C01590,4,28,92600.0,0,organik,2,1
C01591,2,57,76800.0,0,organik,1,0
C01592,3,34,105300.0,0,organik,4,0
C01593,3,8,79700.0,1,iklan,3,0
C01594,6,40,52100.0,0,organik,3,0
C01595,8,52,86400.0,0,organik,3,0
C01596,3,53,48300.0,0,iklan,3,1
C01597,4,27,54200.0,1,iklan,4,0
C01598,3,3,43200.0,0,organik,5,0
C01599,4,3,26400.0,0,iklan,3,0
C01600,3,25,35900.0,0,referral,4,0
C01601,5,35,127700.0,0,iklan,3,0
C01602,5,1,73000.0,1,referral,1,0
C01603,4,48,121000.0,1,referral,2,1
C01604,3,53,101900.0,0,organik,4,1
C01605,3,55,63900.0,0,referral,5,1
C01606,6,31,43400.0,0,organik,2,0
C01607,3,22,89000.0,0,iklan,5,0
C01608,5,48,58800.0,1,referral,4,0
C01609,1,4,74800.0,0,iklan,4,0
C01610,7,19,89700.0,0,organik,1,0
C01611,3,32,62400.0,0,referral,4,0
C01612,5,46,96300.0,0,organik,4,0
C01613,3,41,49400.0,0,organik,4,0
C01614,4,10,100200.0,0,organik,2,0
C01615,3,9,103400.0,1,iklan,2,0
C01616,2,36,123300.0,0,iklan,4,1
C01617,6,48,118300.0,0,referral,2,0
C01618,2,11,53100.0,1,referral,1,0
C01619,2,50,43500.0,0,organik,4,0
C01620,5,35,66900.0,1,referral,4,0
C01621,6,45,53400.0,0,organik,1,0
C01622,2,41,58400.0,0,iklan,2,1
C01623,3,57,87700.0,0,iklan,2,1
C01624,4,28,97900.0,1,organik,4,0
C01625,2,36,64300.0,0,organik,3,1
C01626,5,2,74600.0,0,referral,4,0
C01627,3,33,71900.0,1,iklan,2,0
C01628,1,56,52500.0,0,organik,1,1
C01629,3,39,95200.0,1,organik,5,1
C01630,3,43,81800.0,0,iklan,1,1
C01631,2,38,89600.0,1,iklan,3,1
C01632,5,26,115100.0,1,referral,3,0
C01633,6,39,100500.0,0,organik,3,0
C01634,3,45,87000.0,0,organik,1,1
C01635,1,57,87200.0,1,organik,2,1
C01636,1,29,53100.0,0,organik,3,0
C01637,4,40,60100.0,0,organik,5,0
C01638,5,52,93100.0,0,organik,3,0
C01639,8,32,50300.0,1,organik,3,0
C01640,1,7,67000.0,0,organik,5,0
C01641,3,49,72000.0,0,organik,5,0
C01642,3,35,78900.0,0,referral,4,0
C01643,5,30,95500.0,1,iklan,3,0
C01644,3,9,88600.0,0,organik,1,0
C01645,3,32,53100.0,0,organik,4,1
C01646,2,20,82600.0,1,organik,4,0
C01647,6,42,89300.0,0,iklan,3,1
C01648,2,25,66200.0,0,organik,1,1
C01649,6,21,49100.0,0,iklan,5,0
C01650,2,13,76500.0,1,referral,1,1
C01651,1,3,128500.0,0,iklan,2,0
C01652,5,5,63500.0,0,iklan,5,0
C01653,1,22,71900.0,0,organik,3,0
C01654,4,48,75600.0,1,iklan,4,1
C01655,4,46,53100.0,1,iklan,3,0
C01656,3,5,64000.0,1,organik,4,0
C01657,5,45,73400.0,1,organik,5,1
C01658,6,43,62400.0,1,organik,2,1
C01659,1,5,60500.0,0,iklan,3,0
C01660,2,24,76200.0,0,referral,2,0
C01661,5,4,88900.0,1,organik,5,0
C01662,2,47,134400.0,0,referral,1,1
C01663,3,29,59900.0,1,iklan,4,1
C01664,5,25,91700.0,0,iklan,1,0
C01665,1,20,39700.0,0,iklan,1,0
C01666,4,20,51100.0,0,referral,2,0
C01667,3,11,65100.0,0,iklan,2,1
C01668,3,9,24400.0,0,iklan,1,0
C01669,4,52,100000.0,0,organik,2,1
C01670,5,49,55600.0,1,iklan,1,1
C01671,2,30,104900.0,1,organik,1,0
C01672,1,14,74000.0,1,organik,5,0
C01673,3,52,79200.0,0,iklan,2,1
C01674,6,49,92800.0,1,organik,1,0
C01675,3,21,66900.0,0,iklan,2,1
C01676,5,49,70600.0,1,organik,2,1
C01677,1,21,81900.0,1,organik,2,0
C01678,3,49,92900.0,1,iklan,5,0
C01679,3,39,92200.0,1,iklan,4,0
C01680,1,21,117900.0,0,iklan,5,0
C01681,5,23,115100.0,0,iklan,2,1
C01682,5,34,104900.0,1,iklan,1,0
C01683,2,6,66500.0,1,organik,1,0
C01684,1,3,103300.0,0,organik,2,0
C01685,3,54,87600.0,0,organik,2,0
C01686,6,21,111300.0,1,organik,2,0
C01687,2,6,74900.0,0,iklan,2,0
C01688,5,43,78400.0,1,organik,4,1
C01689,3,39,83700.0,0,organik,4,1
C01690,4,50,96300.0,0,organik,5,0
C01691,3,59,55000.0,0,iklan,4,0
C01692,4,15,61400.0,0,organik,4,0
C01693,3,22,53300.0,1,iklan,5,1
C01694,2,46,91900.0,1,iklan,2,1
C01695,4,21,88000.0,0,organik,5,1
C01696,2,32,46800.0,0,iklan,5,1
C01697,3,26,89800.0,1,organik,4,1
C01698,5,20,70900.0,0,organik,3,0
C01699,2,15,89900.0,0,organik,4,0
C01700,0,55,120900.0,1,referral,4,1
C01701,2,46,85600.0,0,iklan,4,1
C01702,6,38,88800.0,1,iklan,3,1
C01703,3,34,43300.0,0,iklan,3,0
C01704,0,59,73200.0,1,iklan,4,1
C01705,3,15,71700.0,1,iklan,5,0
C01706,2,9,110900.0,0,organik,4,1
C01707,7,4,81900.0,0,organik,5,0
C01708,1,30,54300.0,0,organik,5,0
C01709,2,20,104800.0,0,iklan,5,0
C01710,6,30,98800.0,0,referral,1,0
C01711,4,24,77800.0,1,iklan,1,0
C01712,3,30,92900.0,0,iklan,4,0
C01713,0,34,105800.0,1,referral,5,1
C01714,7,6,35700.0,1,iklan,5,0
C01715,5,13,45500.0,0,iklan,4,0
C01716,4,9,68500.0,0,iklan,4,0
C01717,1,55,61900.0,0,iklan,2,1
C01718,1,50,42800.0,1,iklan,1,1
C01719,2,4,67400.0,0,organik,1,0
C01720,4,42,79300.0,0,iklan,5,0
C01721,3,39,69000.0,0,organik,4,0
C01722,5,17,60700.0,0,organik,3,1
C01723,1,55,76500.0,1,organik,3,1
C01724,3,47,106400.0,1,iklan,3,1
C01725,4,56,61200.0,0,organik,4,0
C01726,1,20,83200.0,0,organik,5,0
C01727,1,56,30700.0,0,referral,1,1
C01728,3,11,26700.0,1,iklan,4,1
C01729,9,50,113900.0,0,organik,3,0
C01730,3,28,68600.0,1,organik,1,1
C01731,3,12,65300.0,1,iklan,3,0
C01732,2,18,78200.0,0,iklan,1,0
C01733,1,19,109000.0,0,iklan,1,1
C01734,1,6,56100.0,0,iklan,3,1
C01735,4,29,69500.0,1,referral,5,0
C01736,4,21,51200.0,0,iklan,3,0
C01737,5,11,82600.0,0,referral,1,0
C01738,0,56,95700.0,0,organik,3,1
C01739,4,29,107600.0,0,organik,5,0
C01740,3,20,112000.0,0,iklan,2,0
C01741,3,44,116000.0,1,referral,3,1
C01742,3,26,98500.0,1,iklan,3,0
C01743,4,35,67300.0,0,organik,5,0
C01744,3,28,84100.0,0,referral,3,1
C01745,3,26,56000.0,0,organik,2,1
C01746,3,56,71800.0,1,organik,1,1
C01747,6,36,62200.0,0,iklan,2,0
C01748,4,34,40000.0,0,iklan,1,0
C01749,1,59,103900.0,0,referral,4,0
C01750,3,22,54700.0,0,organik,2,1
C01751,2,39,76500.0,0,referral,4,0
C01752,0,30,79900.0,1,iklan,5,0
C01753,4,56,52100.0,0,referral,2,0
C01754,2,9,114500.0,0,iklan,5,0
C01755,2,44,44400.0,0,organik,5,0
C01756,3,24,100000.0,0,organik,3,0
C01757,6,1,68000.0,1,organik,1,0
C01758,2,49,82100.0,0,iklan,1,0
C01759,2,31,79700.0,1,organik,1,1
C01760,1,53,78700.0,0,organik,2,0
C01761,2,1,83400.0,1,organik,2,0
C01762,1,23,92400.0,1,iklan,4,0
C01763,3,10,57400.0,0,iklan,3,0
C01764,1,13,113500.0,1,iklan,5,1
C01765,6,46,110700.0,1,iklan,3,0
C01766,4,36,83100.0,0,organik,5,0
C01767,2,22,93200.0,0,organik,5,0
C01768,2,31,75500.0,1,organik,4,0
C01769,3,39,85600.0,1,referral,5,0
C01770,2,12,51000.0,0,referral,3,0
C01771,2,14,62500.0,1,organik,5,0
C01772,4,23,82200.0,0,organik,2,0
C01773,6,33,77700.0,1,organik,1,0
C01774,4,48,73900.0,0,referral,3,0
C01775,3,59,61400.0,1,organik,4,0
C01776,5,32,88900.0,0,organik,2,0
C01777,1,2,126200.0,0,referral,3,0
C01778,6,25,110400.0,1,organik,4,0
C01779,5,7,28200.0,1,organik,5,0
C01780,5,31,75200.0,0,organik,3,0
C01781,3,8,65800.0,0,organik,1,0
C01782,0,28,70400.0,0,iklan,4,1
C01783,3,51,54200.0,1,iklan,1,1
C01784,0,4,36200.0,1,organik,3,0
C01785,1,12,66300.0,0,organik,2,1
C01786,6,58,87000.0,1,organik,5,1
C01787,1,59,44500.0,0,organik,2,1
C01788,3,34,77400.0,0,organik,4,0
C01789,2,32,67800.0,0,organik,2,1
C01790,2,14,68400.0,0,iklan,4,0
C01791,5,26,61300.0,0,organik,3,0
C01792,3,46,31300.0,0,referral,2,0
C01793,2,16,93900.0,0,referral,3,0
C01794,0,19,39200.0,1,iklan,3,1
C01795,1,43,33500.0,1,iklan,2,1
C01796,2,14,56400.0,1,referral,2,0
C01797,5,57,80200.0,1,iklan,5,1
C01798,4,6,77800.0,1,organik,2,1
C01799,2,32,142500.0,0,iklan,2,1
C01800,1,7,103100.0,0,organik,4,0
C01801,3,5,65100.0,0,iklan,4,0
C01802,1,43,100400.0,0,organik,2,1
C01803,4,39,100400.0,1,organik,1,1
C01804,1,5,84400.0,0,organik,1,0
C01805,1,37,64300.0,0,referral,5,0
C01806,0,52,88800.0,1,organik,5,1
C01807,4,45,101400.0,0,iklan,5,0
C01808,3,24,80800.0,1,organik,4,0
C01809,6,47,56300.0,1,organik,4,0
C01810,2,31,86900.0,0,iklan,2,1
C01811,3,56,105100.0,0,organik,1,1
C01812,0,11,37400.0,0,iklan,2,0
C01813,0,12,81700.0,0,referral,2,0
C01814,1,32,53500.0,1,iklan,5,1
C01815,6,23,89700.0,0,organik,1,0
C01816,4,29,133200.0,0,referral,5,0
C01817,3,28,85300.0,0,iklan,2,1
C01818,4,6,78500.0,0,organik,1,1
C01819,3,30,71500.0,0,organik,3,0
C01820,0,37,60300.0,0,organik,2,1
C01821,4,56,112400.0,0,referral,4,1
C01822,3,44,76000.0,1,organik,4,1
C01823,2,16,45400.0,1,organik,4,1
C01824,5,30,68800.0,0,iklan,3,0
C01825,5,23,114300.0,1,organik,4,0
C01826,4,17,67700.0,0,referral,1,0
C01827,4,40,63300.0,0,organik,1,0
C01828,2,54,77200.0,1,organik,4,1
C01829,2,44,38500.0,1,organik,2,1
C01830,2,8,72700.0,0,iklan,1,0
C01831,2,23,40200.0,0,referral,4,0
C01832,3,11,56000.0,0,organik,5,1
C01833,1,40,77400.0,0,organik,1,0
C01834,3,12,78600.0,1,organik,1,0
C01835,4,45,74000.0,1,referral,5,0
C01836,6,15,102300.0,1,iklan,4,0
C01837,4,49,102000.0,1,referral,4,0
C01838,6,13,36900.0,0,organik,4,0
C01839,1,21,88800.0,1,iklan,2,1
C01840,5,36,60100.0,0,organik,1,0
C01841,5,57,53300.0,0,iklan,2,1
C01842,3,17,58900.0,0,organik,5,0
C01843,4,15,91700.0,0,iklan,4,0
C01844,2,6,79900.0,0,organik,1,0
C01845,3,36,64000.0,0,organik,3,0
C01846,3,47,61300.0,0,organik,1,1
C01847,3,51,96400.0,0,iklan,1,1
C01848,3,24,96900.0,0,organik,4,0
C01849,1,16,128900.0,0,organik,4,0
C01850,4,54,55200.0,0,referral,4,0
C01851,1,47,83500.0,1,organik,1,1
C01852,5,14,61700.0,0,organik,1,0
C01853,6,51,57700.0,0,organik,4,0
C01854,4,40,79200.0,0,iklan,2,1
C01855,5,7,48700.0,0,iklan,3,0
C01856,5,10,64800.0,0,organik,2,0
C01857,3,44,93700.0,0,organik,2,1
C01858,2,17,56700.0,0,organik,2,0
C01859,6,32,89200.0,0,iklan,5,0
C01860,1,12,75500.0,0,referral,2,0
C01861,6,39,96700.0,1,iklan,4,0
