pelanggan_id,tanggal_daftar,kota,kanal_akuisisi,tahun_lahir,jenis_kelamin,member_premium,tipe_pelanggan
U02886,2025-02-17,Jakarta,iklan_google,1990,L,False,biasa
U02887,2025-08-29,Yogyakarta,organik,1994,L,False,setia
U02888,2026-05-02,Jakarta,iklan_meta,2004,P,False,biasa
U02889,2025-01-12,Bandung,organik,1976,P,False,biasa
U02890,2025-12-22,Surabaya,iklan_meta,1995,L,True,biasa
U02891,2025-10-24,Jakarta,organik,1998,P,False,biasa
U02892,2025-12-11,Jakarta,organik,1975,L,False,biasa
U02893,2025-03-12,Bandung,referral,2006,P,True,biasa
U02894,2026-06-14,Bandung,referral,1980,P,False,biasa
U02895,2026-01-24,Jakarta,referral,1988,P,False,setia
U02896,2025-10-29,Bandung,iklan_google,1996,P,False,setia
U02897,2025-03-28,Jakarta,iklan_meta,1981,L,False,biasa
U02898,2026-05-19,Jakarta,organik,1975,P,False,biasa
U02899,2025-05-01,Jakarta,organik,1988,L,False,biasa
U02900,2025-12-19,Denpasar,gojek_grab,1988,P,False,biasa
U02901,2025-04-12,Bandung,iklan_meta,1976,L,False,biasa
U02902,2025-08-30,Bandung,iklan_google,1989,P,False,biasa
U02903,2025-01-14,Surabaya,iklan_google,1981,P,False,biasa
U02904,2026-01-13,Yogyakarta,referral,2001,P,False,biasa
U02905,2026-03-28,Jakarta,iklan_google,1989,P,False,biasa
U02906,2025-08-22,Jakarta,iklan_google,1994,P,False,setia
U02907,2026-03-18,Yogyakarta,iklan_meta,1988,L,False,biasa
U02908,2025-04-14,Surabaya,organik,1986,P,False,biasa
U02909,2025-01-27,Surabaya,iklan_google,1986,P,False,setia
U02910,2025-01-30,Bandung,iklan_google,1977,P,False,biasa
U02911,2025-01-19,Surabaya,gojek_grab,1985,L,False,setia
U02912,2026-05-14,Yogyakarta,iklan_google,2004,P,False,biasa
U02913,2025-10-22,Yogyakarta,iklan_meta,1986,P,False,biasa
U02914,2025-07-18,Denpasar,iklan_google,1994,P,False,biasa
U02915,2025-05-14,Denpasar,iklan_meta,1984,P,False,biasa
U02916,2026-03-29,Jakarta,referral,1999,L,False,biasa
U02917,2025-09-04,Yogyakarta,referral,1980,P,False,setia
U02918,2025-08-23,Jakarta,iklan_google,1985,P,False,biasa
U02919,2025-05-26,Jakarta,iklan_meta,1980,P,False,biasa
U02920,2025-02-06,Surabaya,referral,1979,P,False,setia
U02921,2025-11-10,Yogyakarta,iklan_meta,1998,P,False,biasa
U02922,2025-10-28,Surabaya,organik,1986,L,False,biasa
U02923,2026-03-19,Yogyakarta,iklan_meta,1976,P,False,biasa
U02924,2025-02-17,Bandung,organik,1983,P,True,biasa
U02925,2026-04-20,Bandung,organik,1988,P,False,biasa
U02926,2026-01-28,Jakarta,gojek_grab,1982,P,False,biasa
U02927,2026-01-27,Denpasar,referral,2004,P,False,biasa
U02928,2025-07-31,Denpasar,organik,2001,P,False,biasa
U02929,2025-09-09,Denpasar,organik,1980,L,False,biasa
U02930,2026-03-08,Jakarta,organik,1988,P,False,biasa
U02931,2025-07-21,Bandung,organik,1984,L,False,setia
U02932,2025-02-25,Jakarta,referral,1985,P,False,biasa
U02933,2025-06-29,Jakarta,organik,1977,P,False,biasa
U02934,2025-01-15,Bandung,organik,1992,L,False,biasa
U02935,2025-03-29,Bandung,referral,2002,P,False,setia
U02936,2025-03-08,Jakarta,referral,2006,L,False,biasa
U02937,2026-02-15,Surabaya,gojek_grab,1989,L,False,biasa
U02938,2026-05-24,Bandung,gojek_grab,1981,P,True,setia
U02939,2025-07-07,Surabaya,iklan_google,2001,P,False,biasa
U02940,2025-05-29,Bandung,referral,2004,L,False,setia
U02941,2026-02-24,Jakarta,gojek_grab,1981,L,False,setia
U02942,2025-11-14,Bandung,gojek_grab,1993,P,True,biasa
U02943,2025-07-14,Bandung,organik,2006,L,False,setia
U02944,2025-07-30,Bandung,referral,1989,P,True,biasa
U02945,2026-06-07,Jakarta,iklan_google,1989,P,False,setia
U02946,2025-04-27,Jakarta,gojek_grab,1988,L,False,biasa
U02947,2025-09-25,Jakarta,organik,1998,P,False,setia
U02948,2025-03-27,Jakarta,referral,1984,L,False,biasa
U02949,2025-12-22,Yogyakarta,gojek_grab,1991,P,False,biasa
U02950,2025-11-17,Denpasar,organik,2003,L,False,biasa
U02951,2025-05-08,Denpasar,organik,1998,P,False,setia
U02952,2025-09-08,Yogyakarta,iklan_meta,1999,P,False,setia
U02953,2025-02-16,Yogyakarta,gojek_grab,1991,P,False,biasa
U02954,2026-06-03,Jakarta,gojek_grab,1975,L,False,biasa
U02955,2026-03-31,Jakarta,iklan_meta,1991,L,True,biasa
U02956,2026-03-24,Bandung,gojek_grab,1983,P,False,biasa
U02957,2025-06-22,Bandung,gojek_grab,1977,L,False,setia
U02958,2026-03-19,Jakarta,iklan_meta,1987,L,False,biasa
U02959,2025-05-30,Yogyakarta,gojek_grab,1984,L,False,biasa
U02960,2025-02-05,Yogyakarta,organik,1989,P,False,biasa
U02961,2025-04-01,Jakarta,organik,1977,L,False,biasa
U02962,2025-09-01,Jakarta,iklan_google,1976,L,False,setia
U02963,2025-10-07,Jakarta,organik,1993,P,False,setia
U02964,2025-01-02,Jakarta,iklan_meta,2005,P,False,biasa
U02965,2026-05-08,Jakarta,referral,1991,P,False,setia
U02966,2026-04-04,Bandung,organik,1997,P,False,setia
U02967,2025-08-12,Jakarta,referral,1982,L,False,setia
U02968,2025-05-19,Surabaya,gojek_grab,1988,L,False,biasa
U02969,2025-11-27,Jakarta,gojek_grab,1977,P,False,biasa
U02970,2025-08-20,Jakarta,referral,1985,P,False,biasa
U02971,2025-12-12,Jakarta,iklan_google,2005,P,True,biasa
U02972,2025-05-08,Jakarta,referral,2003,L,False,biasa
U02973,2025-05-24,Jakarta,organik,1996,P,False,setia
U02974,2025-02-17,Bandung,iklan_google,2006,P,False,setia
U02975,2025-11-26,Surabaya,gojek_grab,2001,P,False,biasa
U02976,2026-06-02,Surabaya,gojek_grab,2002,L,False,biasa
U02977,2026-04-30,Bandung,iklan_google,2004,L,False,setia
U02978,2025-11-02,Surabaya,iklan_google,1977,P,False,biasa
U02979,2025-03-14,Yogyakarta,iklan_google,1990,L,False,biasa
U02980,2025-09-06,Surabaya,iklan_meta,1992,L,False,biasa
U02981,2025-08-22,Jakarta,organik,1992,P,True,biasa
U02982,2026-02-24,Surabaya,organik,1986,L,False,biasa
U02983,2025-05-30,Yogyakarta,iklan_meta,1975,P,True,biasa
U02984,2025-09-22,Jakarta,organik,1986,P,False,biasa
U02985,2025-09-25,Jakarta,organik,1988,L,False,biasa
U02986,2026-04-03,Jakarta,organik,1995,P,False,biasa
U02987,2026-05-27,Surabaya,iklan_meta,1976,L,False,biasa
U02988,2026-03-14,Jakarta,iklan_google,1986,L,False,biasa
U02989,2025-06-15,Jakarta,iklan_meta,1986,P,False,biasa
U02990,2025-01-13,Jakarta,organik,1981,L,False,biasa
U02991,2025-11-25,Jakarta,referral,1985,P,True,biasa
U02992,2025-09-22,Bandung,iklan_google,1981,L,False,biasa
U02993,2026-05-21,Jakarta,iklan_google,1983,P,False,biasa
U02994,2025-01-20,Surabaya,organik,1979,P,False,setia
U02995,2025-12-11,Denpasar,referral,1976,P,False,biasa
U02996,2025-07-28,Jakarta,referral,1992,L,False,biasa
U02997,2025-10-06,Jakarta,iklan_meta,1987,L,False,setia
U02998,2025-07-19,Jakarta,iklan_google,1990,L,False,biasa
U02999,2025-02-12,Surabaya,organik,1988,P,False,biasa
U03000,2026-03-08,Bandung,iklan_google,2003,P,False,biasa
U03001,2025-01-07,Jakarta,iklan_meta,2001,L,False,biasa
U03002,2025-05-04,Jakarta,iklan_meta,2006,L,True,biasa
U03003,2026-01-16,Jakarta,iklan_meta,2002,P,False,biasa
U03004,2025-11-14,Jakarta,iklan_meta,1987,P,False,biasa
U03005,2025-11-03,Jakarta,organik,1994,P,False,biasa
U03006,2025-09-09,Jakarta,iklan_meta,1984,P,False,biasa
U03007,2025-08-01,Surabaya,referral,1988,L,False,biasa
U03008,2026-03-23,Jakarta,iklan_google,1999,L,False,biasa
U03009,2025-11-18,Surabaya,iklan_google,2006,L,False,biasa
U03010,2026-03-15,Surabaya,iklan_meta,2003,P,True,biasa
U03011,2025-09-09,Jakarta,gojek_grab,1981,P,False,biasa
U03012,2025-02-05,Bandung,organik,1997,L,False,biasa
U03013,2025-11-11,Surabaya,referral,2005,P,True,biasa
U03014,2026-03-07,Jakarta,iklan_meta,2003,P,False,biasa
U03015,2025-12-29,Denpasar,organik,1979,L,False,biasa
U03016,2025-03-22,Bandung,iklan_meta,1990,P,False,biasa
U03017,2026-01-05,Surabaya,iklan_google,1995,P,False,biasa
U03018,2025-12-23,Bandung,gojek_grab,2006,L,False,biasa
U03019,2025-02-01,Bandung,gojek_grab,1975,L,True,setia
U03020,2025-02-05,Jakarta,referral,1980,P,False,setia
U03021,2025-12-17,Denpasar,gojek_grab,1978,P,False,setia
U03022,2025-02-13,Jakarta,iklan_google,1990,L,False,biasa
U03023,2026-05-28,Yogyakarta,organik,1976,L,False,biasa
U03024,2026-05-22,Jakarta,organik,1984,L,False,setia
U03025,2025-06-05,Denpasar,referral,1988,P,False,setia
U03026,2026-04-10,Jakarta,iklan_meta,1980,L,False,setia
U03027,2025-04-22,Bandung,referral,1988,P,False,biasa
U03028,2025-09-04,Surabaya,iklan_meta,1999,P,False,setia
U03029,2025-02-28,Yogyakarta,organik,1996,P,True,setia
U03030,2025-04-23,Jakarta,iklan_meta,1998,L,False,biasa
U03031,2026-01-23,Bandung,organik,1990,L,False,biasa
U03032,2025-05-02,Jakarta,organik,1997,P,False,setia
U03033,2025-04-30,Jakarta,iklan_meta,1980,P,False,biasa
U03034,2025-06-06,Jakarta,gojek_grab,1993,L,False,biasa
U03035,2025-05-02,Surabaya,gojek_grab,2005,P,False,biasa
U03036,2025-07-09,Bandung,referral,2002,P,False,setia
U03037,2025-08-24,Surabaya,referral,1998,P,False,biasa
U03038,2025-02-07,Jakarta,iklan_google,1978,L,False,biasa
U03039,2026-05-10,Jakarta,referral,1998,P,False,biasa
U03040,2025-06-25,Bandung,iklan_meta,1977,L,False,biasa
U03041,2025-08-22,Jakarta,gojek_grab,1982,P,False,setia
U03042,2025-01-27,Surabaya,referral,1980,L,False,biasa
U03043,2025-09-11,Surabaya,referral,1986,L,False,biasa
U03044,2025-01-30,Jakarta,iklan_meta,2001,P,False,biasa
U03045,2025-06-09,Bandung,iklan_meta,1978,P,False,biasa
U03046,2026-04-14,Surabaya,gojek_grab,1999,P,False,setia
U03047,2025-03-08,Surabaya,gojek_grab,1997,P,False,biasa
U03048,2026-01-03,Jakarta,gojek_grab,2003,P,False,biasa
U03049,2026-02-12,Jakarta,iklan_google,1983,P,True,biasa
U03050,2026-02-16,Surabaya,organik,1990,L,False,biasa
U03051,2025-02-20,Bandung,iklan_google,1985,L,True,biasa
U03052,2026-01-03,Yogyakarta,organik,1989,L,False,biasa
U03053,2026-06-10,Yogyakarta,gojek_grab,1991,L,False,biasa
U03054,2025-06-20,Jakarta,gojek_grab,1990,L,False,biasa
U03055,2026-03-16,Jakarta,iklan_google,2003,L,False,biasa
U03056,2025-12-26,Jakarta,iklan_google,2002,L,False,biasa
U03057,2026-04-19,Jakarta,organik,1997,P,False,biasa
U03058,2026-04-21,Yogyakarta,organik,1976,P,False,biasa
U03059,2025-04-29,Surabaya,gojek_grab,2004,L,True,biasa
U03060,2026-05-16,Bandung,referral,1984,L,False,biasa
U03061,2025-09-17,Jakarta,referral,1975,L,False,biasa
U03062,2025-08-10,Yogyakarta,organik,1975,P,False,biasa
U03063,2025-01-07,Bandung,organik,1980,L,False,biasa
U03064,2026-04-22,Surabaya,iklan_google,1997,P,False,setia
U03065,2025-01-23,Surabaya,referral,2004,P,False,biasa
U03066,2026-02-07,Jakarta,iklan_meta,1979,L,False,biasa
U03067,2026-05-29,Bandung,iklan_meta,1982,P,False,biasa
U03068,2025-04-26,Jakarta,iklan_google,1981,L,True,biasa
U03069,2025-01-12,Yogyakarta,organik,1987,P,False,biasa
U03070,2025-11-01,Yogyakarta,iklan_meta,1982,P,False,biasa
U03071,2026-04-26,Bandung,iklan_meta,1976,L,True,setia
U03072,2025-06-02,Jakarta,organik,1983,L,False,setia
U03073,2026-01-06,Jakarta,organik,1994,L,False,biasa
U03074,2025-04-23,Yogyakarta,iklan_meta,1999,L,False,biasa
U03075,2025-07-03,Surabaya,organik,1997,L,False,setia
U03076,2025-09-26,Denpasar,iklan_meta,2003,L,False,biasa
U03077,2025-09-20,Surabaya,organik,1989,L,False,biasa
U03078,2025-12-05,Surabaya,iklan_google,1993,L,False,biasa
U03079,2025-02-26,Jakarta,organik,1999,P,False,setia
U03080,2025-01-14,Jakarta,organik,2006,L,False,biasa
U03081,2025-05-31,Surabaya,gojek_grab,1994,L,False,biasa
U03082,2025-06-17,Denpasar,organik,1991,P,False,biasa
U03083,2026-02-05,Denpasar,gojek_grab,2006,L,False,biasa
U03084,2025-07-28,Jakarta,iklan_meta,1991,P,False,biasa
U03085,2026-02-25,Denpasar,iklan_google,1986,L,False,biasa
U03086,2025-05-04,Bandung,gojek_grab,1999,P,False,setia
U03087,2025-01-06,Bandung,iklan_meta,2000,L,False,biasa
U03088,2026-01-23,Yogyakarta,iklan_google,1996,P,False,biasa
U03089,2025-09-25,Jakarta,organik,1996,P,False,setia
U03090,2025-05-02,Jakarta,gojek_grab,1998,P,True,biasa
U03091,2025-12-15,Surabaya,organik,2001,P,False,biasa
U03092,2025-11-15,Denpasar,gojek_grab,2000,L,False,biasa
U03093,2025-08-07,Denpasar,iklan_meta,1991,L,False,setia
U03094,2026-03-24,Surabaya,referral,1983,L,True,setia
U03095,2026-04-28,Surabaya,iklan_google,1975,P,False,biasa
U03096,2026-05-16,Jakarta,referral,1999,L,False,setia
U03097,2025-06-28,Jakarta,referral,1978,P,True,setia
U03098,2025-04-05,Jakarta,organik,1992,P,False,setia
U03099,2025-08-05,Bandung,iklan_google,1997,P,False,biasa
U03100,2025-05-03,Jakarta,organik,1994,L,True,biasa
U03101,2025-09-15,Yogyakarta,organik,1975,L,False,biasa
U03102,2025-05-27,Surabaya,iklan_meta,1986,P,True,biasa
U03103,2026-05-20,Jakarta,iklan_meta,1975,L,False,biasa
U03104,2025-07-04,Jakarta,gojek_grab,1980,L,False,setia
U03105,2025-09-30,Jakarta,organik,1988,P,False,biasa
U03106,2025-06-01,Jakarta,organik,2000,P,False,setia
U03107,2025-05-05,Denpasar,gojek_grab,1985,L,False,biasa
U03108,2026-01-15,Jakarta,iklan_meta,1981,P,True,biasa
U03109,2025-07-16,Yogyakarta,organik,1982,P,False,biasa
U03110,2025-09-12,Surabaya,organik,1995,L,False,biasa
U03111,2026-04-14,Yogyakarta,gojek_grab,1998,L,True,biasa
U03112,2025-01-28,Jakarta,organik,2004,P,False,biasa
U03113,2025-03-31,Bandung,iklan_meta,1976,P,False,biasa
U03114,2025-04-20,Surabaya,gojek_grab,1995,P,False,biasa
U03115,2025-04-05,Yogyakarta,gojek_grab,1995,P,False,setia
U03116,2025-05-15,Bandung,gojek_grab,1975,P,True,biasa
U03117,2025-01-18,Jakarta,organik,1997,L,False,setia
U03118,2026-02-21,Surabaya,organik,1976,L,False,biasa
U03119,2025-12-17,Denpasar,gojek_grab,1992,P,True,biasa
U03120,2025-03-12,Jakarta,referral,1998,L,False,biasa
U03121,2026-03-05,Jakarta,organik,1987,P,False,biasa
U03122,2025-02-21,Bandung,organik,1986,P,False,biasa
U03123,2025-04-15,Yogyakarta,organik,2005,P,True,biasa
U03124,2025-12-09,Yogyakarta,iklan_google,2000,L,False,biasa
U03125,2026-03-09,Denpasar,iklan_meta,1979,L,False,biasa
U03126,2025-02-15,Jakarta,gojek_grab,1981,P,False,biasa
U03127,2025-01-01,Denpasar,iklan_meta,2001,P,False,biasa
U03128,2026-01-15,Yogyakarta,iklan_google,1988,L,False,setia
U03129,2026-03-28,Yogyakarta,iklan_meta,1991,L,True,biasa
U03130,2025-04-07,Bandung,iklan_meta,1997,P,False,setia
U03131,2025-12-24,Jakarta,iklan_meta,1983,L,False,biasa
U03132,2025-12-08,Bandung,iklan_meta,1976,L,False,biasa
U03133,2025-01-24,Jakarta,gojek_grab,1993,L,False,biasa
U03134,2025-07-07,Surabaya,gojek_grab,1976,P,False,biasa
U03135,2025-01-03,Jakarta,iklan_meta,1990,P,True,biasa
U03136,2025-02-11,Jakarta,iklan_google,1993,P,False,biasa
U03137,2025-05-12,Jakarta,referral,2001,P,False,biasa
U03138,2026-01-13,Bandung,organik,1976,P,False,biasa
U03139,2025-11-19,Surabaya,iklan_google,2003,L,False,biasa
U03140,2025-01-02,Bandung,gojek_grab,1990,P,False,biasa
U03141,2026-06-16,Surabaya,iklan_google,2000,P,False,biasa
U03142,2026-02-11,Bandung,iklan_google,1990,P,False,biasa
U03143,2025-01-07,Jakarta,iklan_google,1985,P,False,biasa
U03144,2026-05-03,Surabaya,iklan_meta,1999,L,False,biasa
U03145,2026-06-15,Jakarta,organik,1976,P,False,biasa
U03146,2025-04-24,Jakarta,iklan_google,1985,P,False,biasa
U03147,2025-08-21,Surabaya,iklan_google,1994,P,False,setia
U03148,2025-09-18,Bandung,referral,1981,P,True,biasa
U03149,2025-12-12,Jakarta,organik,1975,P,False,biasa
U03150,2026-01-24,Surabaya,referral,2006,L,False,biasa
U03151,2026-01-19,Bandung,organik,2002,P,False,biasa
U03152,2025-06-12,Denpasar,organik,1980,L,False,biasa
U03153,2025-06-17,Jakarta,iklan_google,2001,L,False,setia
U03154,2025-11-19,Jakarta,iklan_google,1991,L,False,setia
U03155,2025-05-07,Bandung,iklan_meta,1986,L,True,biasa
U03156,2025-01-17,Jakarta,organik,1980,L,False,biasa
U03157,2025-08-24,Surabaya,iklan_meta,1999,L,True,biasa
U03158,2025-06-23,Denpasar,gojek_grab,2003,L,False,setia
U03159,2026-02-15,Bandung,organik,1999,P,False,biasa
U03160,2025-06-08,Jakarta,organik,1988,P,False,biasa
U03161,2026-06-22,Yogyakarta,iklan_meta,1992,P,False,biasa
U03162,2025-12-28,Surabaya,organik,1989,L,False,biasa
U03163,2026-02-13,Jakarta,iklan_google,1999,P,False,setia
U03164,2025-12-04,Surabaya,iklan_meta,1991,P,False,biasa
U03165,2026-05-17,Yogyakarta,iklan_google,1982,L,False,setia
U03166,2026-01-04,Bandung,iklan_meta,2005,P,False,biasa
U03167,2026-05-13,Jakarta,iklan_google,1988,L,False,biasa
U03168,2026-04-20,Bandung,iklan_google,1995,P,False,biasa
U03169,2026-01-30,Jakarta,organik,1993,L,False,biasa
U03170,2026-05-21,Jakarta,iklan_google,2005,P,False,biasa
U03171,2025-01-16,Bandung,gojek_grab,1996,P,False,setia
U03172,2025-02-26,Jakarta,organik,1993,L,False,biasa
U03173,2026-01-21,Surabaya,organik,1987,L,False,setia
U03174,2025-12-11,Surabaya,organik,1996,P,True,setia
U03175,2025-02-22,Surabaya,organik,2003,L,True,biasa
U03176,2025-07-03,Jakarta,organik,1991,L,False,biasa
U03177,2025-12-14,Jakarta,iklan_meta,1985,L,False,biasa
U03178,2025-06-21,Surabaya,iklan_meta,1975,P,False,biasa
U03179,2026-04-30,Yogyakarta,organik,2004,L,False,biasa
U03180,2026-03-23,Jakarta,referral,1980,P,False,biasa
U03181,2025-05-11,Yogyakarta,iklan_meta,1986,L,False,biasa
U03182,2025-10-13,Jakarta,iklan_google,1996,L,False,setia
U03183,2025-09-10,Surabaya,iklan_meta,1988,L,False,biasa
U03184,2025-08-28,Jakarta,iklan_meta,1975,L,False,biasa
U03185,2025-12-24,Jakarta,organik,1988,L,False,setia
U03186,2025-04-14,Jakarta,iklan_meta,1995,P,False,biasa
U03187,2025-08-10,Jakarta,iklan_meta,1988,P,False,biasa
U03188,2026-02-04,Denpasar,iklan_meta,1986,L,False,biasa
U03189,2025-05-24,Jakarta,iklan_google,1999,P,False,biasa
U03190,2026-04-14,Bandung,organik,1996,P,False,biasa
U03191,2025-01-26,Yogyakarta,referral,1983,P,False,setia
U03192,2025-12-27,Surabaya,organik,2000,L,False,biasa
U03193,2025-12-29,Jakarta,iklan_meta,2004,P,False,biasa
U03194,2026-01-25,Bandung,organik,1997,L,False,setia
U03195,2025-12-08,Surabaya,iklan_meta,1983,P,True,biasa
U03196,2025-03-01,Surabaya,organik,1983,L,False,setia
U03197,2025-06-20,Jakarta,referral,2005,L,False,biasa
U03198,2025-06-20,Denpasar,organik,1980,L,False,setia
U03199,2025-05-21,Yogyakarta,referral,1993,P,False,biasa
U03200,2025-09-11,Jakarta,iklan_meta,1991,L,False,setia
U03201,2025-07-22,Yogyakarta,organik,2005,P,False,setia
U03202,2026-02-26,Jakarta,organik,2003,L,False,biasa
U03203,2025-04-08,Surabaya,iklan_meta,1992,P,False,biasa
U03204,2025-02-22,Jakarta,referral,1991,P,True,setia
U03205,2025-08-08,Jakarta,iklan_meta,1985,L,True,biasa
U03206,2025-04-22,Yogyakarta,iklan_meta,1999,P,False,biasa
U03207,2026-06-23,Bandung,referral,2005,P,False,biasa
U03208,2026-05-29,Jakarta,organik,1983,L,False,biasa
U03209,2025-11-03,Denpasar,gojek_grab,2004,L,False,biasa
U03210,2025-03-19,Surabaya,organik,1984,P,False,biasa
U03211,2026-03-19,Bandung,referral,1975,P,False,setia
U03212,2026-01-31,Jakarta,iklan_google,1988,L,False,biasa
U03213,2025-12-02,Yogyakarta,iklan_meta,2006,L,False,setia
U03214,2025-08-10,Surabaya,referral,2003,P,False,biasa
U03215,2026-01-12,Surabaya,iklan_google,1978,L,False,biasa
U03216,2026-04-19,Bandung,referral,1992,P,False,biasa
U03217,2025-04-17,Bandung,iklan_meta,1983,P,False,biasa
U03218,2025-02-06,Bandung,iklan_google,1990,P,False,setia
U03219,2025-08-01,Bandung,iklan_google,1981,L,False,biasa
U03220,2026-02-02,Denpasar,organik,2005,P,False,setia
U03221,2025-09-13,Yogyakarta,organik,1998,P,True,biasa
U03222,2026-05-28,Jakarta,organik,1983,P,False,setia
U03223,2025-08-13,Yogyakarta,iklan_google,2005,P,False,biasa
U03224,2026-01-14,Yogyakarta,gojek_grab,1983,L,False,biasa
U03225,2026-01-04,Yogyakarta,organik,1981,P,False,biasa
U03226,2025-07-16,Jakarta,referral,1994,P,False,setia
U03227,2026-01-27,Denpasar,organik,1982,P,False,setia
U03228,2026-06-07,Jakarta,iklan_google,1983,P,False,biasa
U03229,2026-03-24,Bandung,referral,1977,P,False,biasa
U03230,2026-03-10,Surabaya,iklan_google,1993,L,False,biasa
U03231,2025-11-20,Jakarta,referral,1988,P,True,biasa
U03232,2026-01-02,Surabaya,organik,1982,L,True,setia
U03233,2026-01-10,Jakarta,iklan_meta,1979,P,False,biasa
U03234,2025-05-25,Jakarta,gojek_grab,2006,P,False,biasa
U03235,2026-04-28,Surabaya,iklan_meta,1998,L,False,biasa
U03236,2026-02-11,Jakarta,gojek_grab,1976,L,False,biasa
U03237,2025-09-13,Surabaya,organik,2001,L,False,setia
U03238,2026-05-05,Jakarta,iklan_meta,1982,L,False,biasa
U03239,2025-11-04,Denpasar,iklan_google,1983,P,True,biasa
U03240,2025-12-11,Surabaya,iklan_meta,1975,P,False,biasa
U03241,2025-06-12,Surabaya,iklan_google,2005,P,True,setia
U03242,2025-07-27,Jakarta,organik,1997,L,False,biasa
U03243,2026-05-10,Jakarta,organik,1988,P,False,setia
U03244,2026-06-14,Jakarta,referral,2006,L,False,setia
U03245,2025-08-09,Denpasar,organik,2005,P,False,biasa
U03246,2025-02-01,Denpasar,iklan_meta,1982,L,False,biasa
U03247,2025-05-15,Jakarta,iklan_google,1987,L,False,setia
U03248,2025-06-23,Bandung,gojek_grab,1983,L,False,biasa
U03249,2025-12-18,Denpasar,iklan_google,1993,P,False,biasa
U03250,2026-06-04,Jakarta,iklan_meta,1996,P,False,setia
U03251,2025-03-20,Yogyakarta,gojek_grab,2000,P,False,biasa
U03252,2025-12-01,Jakarta,iklan_meta,1988,P,True,biasa
U03253,2025-10-15,Jakarta,gojek_grab,2006,P,True,biasa
U03254,2025-02-22,Bandung,organik,2000,L,True,biasa
U03255,2026-04-18,Jakarta,iklan_meta,1981,L,False,biasa
U03256,2025-10-31,Jakarta,iklan_google,1988,P,False,biasa
U03257,2025-05-15,Yogyakarta,referral,2001,L,False,biasa
U03258,2026-06-24,Bandung,referral,1980,P,False,biasa
U03259,2025-01-07,Jakarta,organik,2002,L,False,biasa
U03260,2026-05-17,Jakarta,organik,1984,P,False,setia
U03261,2025-03-29,Jakarta,iklan_google,1976,L,False,biasa
U03262,2025-06-16,Jakarta,organik,1990,P,True,biasa
U03263,2025-09-04,Jakarta,organik,1983,L,False,biasa
U03264,2025-05-15,Jakarta,iklan_meta,1994,L,True,setia
U03265,2025-06-17,Bandung,referral,1998,P,False,biasa
U03266,2025-05-25,Jakarta,organik,1991,P,False,biasa
U03267,2025-03-22,Bandung,iklan_meta,1984,L,False,biasa
U03268,2025-04-28,Jakarta,iklan_google,1977,L,False,setia
U03269,2025-03-07,Jakarta,gojek_grab,1993,P,False,biasa
U03270,2025-04-15,Yogyakarta,referral,1985,P,True,biasa
U03271,2025-06-10,Bandung,iklan_google,1988,P,False,biasa
U03272,2025-06-13,Denpasar,referral,1979,L,True,setia
U03273,2026-06-08,Jakarta,organik,2006,P,False,biasa
U03274,2026-03-01,Surabaya,organik,2004,P,False,biasa
U03275,2026-01-03,Surabaya,iklan_google,1995,P,False,biasa
U03276,2025-10-12,Yogyakarta,organik,1980,L,False,biasa
U03277,2025-11-23,Bandung,iklan_meta,2002,P,True,biasa
U03278,2025-05-01,Jakarta,gojek_grab,1998,L,False,biasa
U03279,2026-01-21,Surabaya,iklan_meta,1992,P,False,biasa
U03280,2026-03-28,Jakarta,organik,1994,P,False,setia
U03281,2025-11-01,Jakarta,referral,1987,P,False,setia
U03282,2025-08-24,Jakarta,iklan_meta,2004,P,False,biasa
U03283,2026-05-19,Bandung,iklan_google,1987,L,False,biasa
U03284,2025-03-24,Surabaya,referral,1981,P,True,setia
U03285,2025-12-07,Bandung,organik,2006,P,True,setia
U03286,2025-12-05,Jakarta,organik,1986,L,False,biasa
U03287,2025-09-14,Surabaya,iklan_google,1977,P,False,biasa
U03288,2025-01-29,Yogyakarta,iklan_meta,1977,P,False,biasa
U03289,2025-02-27,Bandung,iklan_google,1995,L,False,biasa
U03290,2025-01-13,Surabaya,gojek_grab,1992,P,False,biasa
U03291,2025-09-25,Bandung,organik,2000,L,False,setia
U03292,2026-02-26,Surabaya,referral,1983,L,False,biasa
U03293,2025-11-12,Bandung,iklan_google,1994,L,False,biasa
U03294,2025-06-16,Yogyakarta,referral,1996,L,False,setia
U03295,2025-12-22,Jakarta,organik,2005,P,False,setia
U03296,2025-12-01,Jakarta,organik,1986,L,True,biasa
U03297,2025-10-04,Yogyakarta,iklan_meta,1981,L,False,biasa
U03298,2025-08-29,Jakarta,gojek_grab,1999,L,False,biasa
U03299,2025-12-29,Jakarta,organik,2006,P,False,setia
U03300,2026-06-21,Jakarta,organik,1988,L,False,biasa
U03301,2025-06-23,Jakarta,organik,1990,L,False,setia
U03302,2025-02-17,Jakarta,iklan_meta,1978,P,False,setia
U03303,2026-04-30,Jakarta,organik,1984,P,False,biasa
U03304,2026-06-16,Yogyakarta,iklan_google,1976,P,False,biasa
U03305,2026-05-08,Jakarta,iklan_meta,1986,L,True,biasa
U03306,2026-01-11,Bandung,iklan_meta,1993,P,False,biasa
U03307,2025-10-20,Jakarta,organik,1986,L,False,biasa
U03308,2026-06-23,Bandung,organik,1997,P,False,biasa
U03309,2025-10-08,Jakarta,iklan_meta,1983,L,False,biasa
