transaksi_id,tanggal,cabang_id,kota,saluran,metode_bayar,total
T0112303,2026-02-19,C03,Bandung,Delivery,E-Wallet,
T0106493,2026-01-30,C03,Bandung,Delivery,E-Wallet,36000
T0118811,14-Mar-2026,C01,JKT,Delivery,Kartu Debit,309000
T0112228,2026-02-19,C02,Jakarta,Delivery,Kartu Debit,Rp 97.000
T0118199,2026-03-11,C05,YOGYAKARTA,Takeaway,Kartu Debit,
T0114888,2026-02-28,C01,Jakarta,Dine-in,E-Wallet,89000
T0112088,2026-02-18,C05,Yogyakarta,Takeaway,E-Wallet,64000
T0108956,2026-02-07,C05,YOGYAKARTA,Dine-in,Tunai,15000
T0109899,2026-02-11,C02, Jakarta  ,Delivery,E-Wallet,28000
T0100954,2026-01-09,C03,Bandung,Takeaway,E-Wallet,14250
T0119013,14/03/2026,C04,Surabaya,Delivery,Tunai,18000
T0119948,2026-03-18,C01,JKT,Delivery,Tunai,25000
T0118507,13-Mar-2026,C01,Jakarta,Dine-in,E-Wallet,25000
T0103782,2026-01-20,C03,Bandung,Delivery,E-Wallet,72000
T0103148,2026-01-18,C01,Jakarta,Takeaway,Tunai,50000
T0114744,2026-02-27,C05,Yogyakarta,Delivery,E-Wallet,50000
T0101304,2026-01-10,C05,Yogyakarta,Delivery,Tunai,
T0122184,2026-03-25,C01,Jakarta,Delivery,QRIS,Rp 244.000
T0111207,2026-02-15,C04,surabaya,Dine-in,Tunai,22000
T0106664,2026-01-30,C06, Denpasar  ,Dine-in,Tunai,12000
T0114242,26-Feb-2026,C01,Jakarta,Delivery,QRIS,52000
T0103553,2026-01-19,C03,BANDUNG,Delivery,QRIS,41800
T0122223,2026-03-25,C02,Jakarta,Dine-in,QRIS,15000
T0100593,2026-01-08,C01,jakarta,Dine-in,Tunai,42000
T0121265,2026-03-21,C06,denpasar,Delivery,QRIS,12000
T0100577,2026-01-08,C01,Jakarta,Delivery,Tunai,218000
T0114642,2026-02-27,C03,Bandung,Delivery,QRIS,25200
T0105428,26-Jan-2026,C01,Jakarta,Takeaway,Kartu Debit,68000
T0114393,2026-02-26,C04,Surabaya,Delivery,QRIS,74000
T0110335,2026-02-12,C06,DENPASAR,Dine-in,E-Wallet,Rp 75.000
T0104825,24/01/2026,C02,jakarta,Dine-in,Kartu Debit,50000
T0114462,26/02/2026,C06,Denpasar,Takeaway,Kartu Debit,39000
T0105901,2026-01-28,C01,JAKARTA,Dine-in,Kartu Debit,30000
T0103947,2026-01-21,C01,Jakarta,Takeaway,QRIS,18000
T0105443,2026-01-26,C01,Jakarta,Delivery,E-Wallet,68000
T0104056,2026-01-21,C04,Surabaya,DINE-IN,Tunai,145000
T0118592,13/03/2026,C02,JAKARTA,Dine-in,QRIS,22000
T0120148,2026-03-18,C06,Denpasar,Delivery,QRIS,82000
T0115126,2026-02-28,C05,yogyakarta,Dine-in,QRIS,19800
T0105636,2026-01-26,C06, Denpasar  ,dine in,Tunai,54000
T0122951,2026-03-27,C05,Yogyakarta,Dine-in,QRIS,67000
T0112877,21/02/2026,C03,Bandung,Takeaway,Tunai,18000
T0112694,2026-02-20,C05,Yogyakarta,Dine-in,Tunai,89000
T0111843,17/02/2026,C05,YOGYAKARTA,Dine-in,QRIS,Rp 33.000
T0104867,2026-01-24,C03,Bandung,Takeaway,QRIS,
T0103963,2026-01-21,C01,Jakarta,Delivery,Tunai,44000
T0100064,2026-01-05,C04,Surabaya,Dine-in,Tunai,
T0108100,2026-02-05,C01,Jakarta,Delivery,Kartu Debit,99000
T0114884,2026-02-28,C01,Jakarta,Delivery,Tunai,Rp 25.000
T0124137,2026-03-31,C06,Denpasar,Delivery,Kartu Debit,Rp 15.000
T0116765,2026-03-06,C06,Denpasar,Dine-in,E-Wallet,44000
T0107201,2026-02-01,C04,Surabaya,Delivery,Tunai,20900
T0101159,2026-01-10,C02,Jakarta,Dine-in,E-Wallet,83000
T0118299,12/03/2026,C02,JAKARTA,Takeaway,QRIS,35000
T0116537,2026-03-06,C02,JAKARTA,Delivery,Kartu Debit,25000
T0112862,2026-02-21,C03,Bandung,Dine-in,QRIS,18000
T0117806,03-Oct-2026,C02,jakarta,dine in,Tunai,128000
T0100007,05/01/2026,C02,JAKARTA,Takeaway,QRIS,Rp 94.000
T0100139,2026-01-06,C01,,Dine-in,Tunai,43000
T0118060,2026-03-11,C02, Jakarta  ,Takeaway,QRIS,
T0112833,2026-02-21,C02,jakarta,Takeaway,QRIS,15000
T0107668,2026-02-03,C03,Bandung,Dine-in,E-Wallet,
T0106078,28/01/2026,C06,Denpasar,Takeaway,QRIS,60000
T0103328,2026-01-18,C04,SURABAYA,Dine-in,QRIS,33000
T0111511,16/02/2026,C05, Yogyakarta  ,Takeaway,Kartu Debit,
T0112759,2026-02-21,C01,Jakarta,Takeaway,Kartu Debit,49000
T0113535,2026-02-23,C03,Bandung,Dine-in,Kartu Debit,60000
T0124117,2026-03-31,C05,Yogyakarta,Dine-in,QRIS,14000
T0103379,2026-01-18,C05,Yogyakarta,Dine-in,qris,93000
T0115725,2026-03-03,C01,Jakarta,Dine-in,qris,25000
T0109638,2026-02-10,C02,Jakarta,Takeaway,Kartu Debit,
T0101973,13/01/2026,C05,Yogyakarta,Dine-in,QRIS,43000
T0117018,2026-03-07,C03,Bandung,Takeaway,QRIS,25000
T0116704,2026-03-06,C04,Surabaya,Delivery,Tunai,
T0110521,2026-02-13,C03,Bandung,Delivery,E-Wallet,15000
T0113326,2026-02-22,C04, Surabaya  ,Dine-in,QRIS,108000
T0109115,2026-02-08,C02,Jakarta,Dine-in,Tunai,36000
T0116763,2026-03-06,C06,Denpasar,Delivery,QRIS,0
T0112546,2026-02-20,C02,Jakarta,Takeaway,Kartu Debit,95000
T0102240,15-Jan-2026,C01,jakarta,Dine-in,QRIS,24000
T0101625,11/01/2026,C05,Yogyakarta,Dine-in,Tunai,43000
T0103672,2026-01-19,C06,Denpasar,Delivery,QRIS,Rp 79.000
T0108586,2026-02-06,C05,YOGYAKARTA,Takeaway,E-Wallet,22000
T0099383,03/01/2026,C01,Jakarta,Delivery,Kartu Debit,235000
T0101261,2026-01-10,C04,Surabaya,Dine-in,E-Wallet,71000
T0111544,2026-02-16,C06,Denpasar,Takeaway,Kartu Debit,65000
T0098884,01/01/2026,C02,Jakarta,Delivery,Kartu Debit,100000
T0117479,2026-03-08,C06,Denpasar,Delivery,QRIS,33000
T0104485,2026-01-23,C02,Jakarta,Takeaway,E-Wallet,44000
T0109431,09/02/2026,C03,Bandung,Dine-in,E-Wallet,74000
T0108813,2026-02-07,C03,Bandung,Takeaway,-,38000
T0115970,04-Mar-2026,C01,Jakarta,Takeaway,E-Wallet,
T0114399,2026-02-26,C04,SURABAYA,Dine-in,QRIS,74000
T0117382,2026-03-08,C04,JKT,Dine-in,QRIS,61000
T0110063,2026-02-11,C06,Denpasar,Takeaway,E-Wallet,60000
T0118067,2026-03-11,C02,Jakarta,Dine-in,Tunai,46000
T0108909,2026-02-07,C04,Surabaya,Delivery,QRIS,Rp 43.000
T0108539,06/02/2026,C04,JKT,Takeaway,QRIS,128000
T0104008,2026-01-21,C02,Jakarta,Dine-in,QRIS,111000
T0121845,2026-03-23,C04,Surabaya,Delivery,E-Wallet,
T0109612,2026-02-10,C01,Jakarta,Delivery,QRIS,60000
T0106500,30/01/2026,C03,Bandung,Takeaway,Kartu Debit,95000
T0117145,2026-03-07,C06,Denpasar,Delivery,QRIS,18000
T0122939,2026-03-27,C05,Yogyakarta,Delivery,Tunai,15000
T0102255,2026-01-15,C02,,Takeaway,E-Wallet,
T0121778,2026-03-23,C02,Jakarta,Takeaway,Tunai,135000
T0113036,2026-02-21,C05,Yogyakarta,Takeaway,Tunai,15000
T0107185,2026-02-01,C04,Surabaya,dine in,QRIS,11400
T0108426,2026-02-06,C02,Jakarta,Dine-in,Kartu Debit,99000
T0117667,2026-03-09,C04,Surabaya,Delivery,Kartu Debit,43000
T0113602,2026-02-23,C04,Surabaya,Dine-in,QRIS,Rp 44.000
T0111054,2026-02-15,C01,jakarta,Takeaway,QRIS,80000
T0101570,2026-01-11,C04,Surabaya,Delivery,Kartu Debit,
T0122091,2026-03-24,C04, Surabaya  ,Dine-in,Tunai,14250
T0101717,2026-01-12,C03,Bandung,Takeaway,E-Wallet,36000
T0121262,21/03/2026,C06,Denpasar,Dine-in,QRIS,69000
T0123431,2026-03-29,C02,Jakarta,Dine-in,Tunai,14000
T0105686,2026-01-27,C02,Jakarta,Delivery,Kartu Debit,26600
T0110837,2026-02-14,C03,BANDUNG,Dine-in,Tunai,85500
T0106903,2026-01-31,C04,Surabaya,Dine-in,E-Wallet,39000
T0109023,07/02/2026,C06,Denpasar,Delivery,QRIS,111000
T0107617,2026-02-03,C01,Jakarta,Dine-in,QRIS,25000
T0098865,2026-01-01,C02,JKT,Dine-in,QRIS,40000
T0116338,05/03/2026,C03,BANDUNG,dine in,Tunai,163000
T0104958,2026-01-24,C04,Surabaya,Takeaway,Tunai,Rp 15.000
T0100298,2026-01-06,C05,Yogyakarta,Takeaway,QRIS,15000
T0116522,06/03/2026,C02,Jakarta,dine in,E-Wallet,47000
T0108950,2026-02-07,C05,,Takeaway,Kartu Debit,15000
T0123820,2026-03-30,C04,surabaya,Dine-in,Tunai,15000
T0112693,2026-02-20,C05,Yogyakarta,Takeaway,QRIS,25000
T0111864,2026-02-17,C05,Yogyakarta,Dine-in,E-Wallet,79000
T0104863,2026-01-24,C03, Bandung  ,Dine-in,-,49000
T0107382,02/02/2026,C02, Jakarta  ,Takeaway,Tunai,112000
T0111749,2026-02-17,C03,BANDUNG,Takeaway,Kartu Debit,93000
T0103496,2026-01-19,C02,Jakarta,Dine-in,QRIS,77000
T0122611,2026-03-26,C04,Surabaya,Dine-in,QRIS,68400
T0114383,2026-02-26,C04,surabaya,Dine-in,QRIS,85000
T0119215,2026-03-15,C01,Jakarta,Dine-in,Tunai,Rp 256.000
T0106617,2026-01-30,C05,Yogyakarta,Delivery,Kartu Debit,20000
T0123723,2026-03-30,C02,Jakarta,Takeaway,QRIS,30000
T0120905,2026-03-21,C01,Jakarta,Delivery,Tunai,18000
T0111343,2026-02-16,C01,Jakarta,Delivery,Kartu Debit,56000
T0115645,2026-03-02,C05,Yogyakarta,Dine-in,Kartu Debit,24000
T0120924,2026-03-21,C02,Jakarta,DINE-IN,Tunai,
T0103260,2026-01-18,C03,Bandung,Takeaway,Tunai,190000
T0118354,2026-03-12,C03,BANDUNG,Dine-in,Tunai,65000
T0121398,2026-03-22,C03,Bandung,Delivery,QRIS,50000
T0111732,2026-02-17,C03,Bandung,Dine-in,E-Wallet,-50000.0
T0119679,2026-03-16,C05,Yogyakarta,Dine-in,Tunai,28000
T0110279,12/02/2026,C04,Surabaya,Dine-in,QRIS,24000
T0104249,22/01/2026,C03,Bandung,Delivery,E-Wallet,43000
T0107654,2026-02-03,C03,Bandung,Takeaway,QRIS,89000
T0119078,2026-03-14,C05,Yogyakarta,Takeaway,Tunai,Rp 35.000
T0100320,2026-01-06,C05,Yogyakarta,Delivery,QRIS,54000
T0119793,17/03/2026,C03,Bandung,Dine-in,QRIS,122000
T0112174,19/02/2026,C01,Jakarta,Dine-in,E-Wallet,18000
T0109813,2026-02-10,C06,Denpasar,Dine-in,Tunai,20900
T0113451,22/02/2026,C06,denpasar,DINE-IN,Kartu Debit,24000
T0114202,2026-02-26,C01,jakarta,Takeaway,QRIS,26600
T0115669,2026-03-02,C05,Yogyakarta,Takeaway,QRIS,40000
T0102772,2026-01-16,C06,Denpasar,Dine-in,E-Wallet,15000
T0103863,2026-01-20,C05,Yogyakarta,Takeaway,E-Wallet,36000
T0121285,2026-03-22,C01,Jakarta,Dine-in,QRIS,49400
T0123761,30-Mar-2026,C03,Bandung,Takeaway,Tunai,
T0115565,2026-03-02,C03,Bandung,Takeaway,QRIS,25000
T0104497,2026-01-23,C02,Jakarta,Delivery,QRIS,35000
T0117877,2026-03-10,C03,Bandung,dine in,QRIS,Rp 28.000
T0105368,2026-01-25,C05,YOGYAKARTA,Takeaway,E-Wallet,75000
T0119148,2026-03-14,C06,Denpasar,Dine-in,Kartu Debit,108000
T0122596,2026-03-26,C04,Surabaya,Dine-in,QRIS,Rp 18.000
T0103267,2026-01-18,C03,Bandung,Dine-in,E-Wallet,50000
T0106476,2026-01-30,C03, Bandung  ,Dine-in,E-Wallet,18000
T0113950,2026-02-25,C01,jakarta,dine in,E-Wallet,131000
T0111544,2026-02-16,C06,Denpasar,Takeaway,Kartu Debit,65000
T0122547,26-Mar-2026,C02,Jakarta,Takeaway,E-Wallet,Rp 251.000
T0118592,13/03/2026,C02,JAKARTA,Dine-in,QRIS,22000
T0100319,2026-01-06,C05,JKT,Dine-in,Tunai,
T0114586,2026-02-27,C02,JAKARTA,Dine-in,QRIS,49000
T0117789,2026-03-10,C01,Jakarta,Dine-in,Tunai,98000
T0114307,2026-02-26,C03,bandung,Takeaway,E-Wallet,89000
T0114340,2026-02-26,C03,Bandung,Takeaway,Tunai,54000
T0112949,2026-02-21,C03,Bandung,Dine-in,QRIS,95000
T0123411,2026-03-29,C02, Jakarta  ,Delivery,E-Wallet,50000
T0111495,2026-02-16,C05,Yogyakarta,Takeaway,QRIS,40000
T0113758,2026-02-24,C02,Jakarta,Delivery,QRIS,25000
T0105822,2026-01-27,C05,Yogyakarta,Dine-in,QRIS,92000
T0103374,2026-01-18,C05,Yogyakarta,Delivery,QRIS,105000
T0118867,14/03/2026,C01,jakarta,Delivery,E-Wallet,Rp 106.000
T0124088,2026-03-31,C05,JKT,Delivery,Kartu Debit,77000
T0111204,2026-02-15,C04,Surabaya,Dine-in,Tunai,36000
T0111917,2026-02-18,C01,Jakarta,Dine-in,qris,
T0123883,2026-03-30,C06,JKT,Dine-in,E-Wallet,141000
T0115786,03-Mar-2026,C02,Jakarta,Takeaway,QRIS,61000
T0100693,08-Jan-2026,C03,Bandung,Dine-in,QRIS,25000
T0108390,2026-02-06,C01,Jakarta,Dine-in,Tunai,56000
T0123018,2026-03-28,C01,jakarta,Takeaway,E-Wallet,85500
T0116932,2026-03-07,C02,JAKARTA,Delivery,Tunai,22000
T0117213,08/03/2026,C01,JAKARTA,Delivery,QRIS,18000
T0106858,31/01/2026,C03,Bandung,Dine-in,QRIS,18000
T0099545,2026-01-03,C03,Bandung,Dine-in,QRIS,22000
T0105856,2026-01-28,C01,Jakarta,Dine-in,Tunai,23750
T0117913,2026-03-10,C04, surabaya  ,Takeaway,QRIS,Rp 64.000
T0108045,04/02/2026,C05,YOGYAKARTA,Takeaway,Kartu Debit,0
T0123036,2026-03-28,C01,Jakarta,Dine-in,QRIS,39000
T0103630,2026-01-19,C05,Yogyakarta,Delivery,E-Wallet,28000
T0114938,2026-02-28,C02,Jakarta,Dine-in,QRIS,135000
T0118961,2026-03-14,C03,Bandung,Takeaway,Kartu Debit,81000
T0100799,2026-01-09,C01,Jakarta,Takeaway,QRIS,
T0118907,2026-03-14,C02,Jakarta,Takeaway,Kartu Debit,70000
T0120561,20/03/2026,C01,Jakarta,Delivery,QRIS,64600
T0112791,2026-02-21,C01,Jakarta,Takeaway,QRIS,36000
T0107357,02-Feb-2026,C02,JKT,Delivery,Tunai,61200
T0100499,07-Jan-2026,C04,surabaya,Dine-in,E-Wallet,16200
T0122479,2026-03-26,C01, Jakarta  ,Dine-in,QRIS,55000
T0122929,2026-03-27,C05,Yogyakarta,Takeaway,QRIS,28000
T0100562,2026-01-08,C01,Jakarta,Delivery,QRIS,0
T0114401,2026-02-26,C04,Surabaya,Delivery,E-Wallet,25000
T0111112,15-Feb-2026,C02,Jakarta,Takeaway,QRIS,205000
T0106339,2026-01-30,C01,Jakarta,Dine-in,QRIS,38000
T0116919,2026-03-07,C02,jakarta,Takeaway,Kartu Debit,56000
T0120870,2026-03-21,C01, jakarta  ,Dine-in,E-Wallet,48000
T0115713,2026-03-02,C06, Denpasar  ,Dine-in,-,72000
T0101803,12/01/2026,C05,Yogyakarta,Dine-in,QRIS,23750
T0112679,2026-02-20,C05,Yogyakarta,Dine-in,Tunai,103000
T0099377,03/01/2026,C01,Jakarta,Delivery,Tunai,85500
T0123806,2026-03-30,C04,,Takeaway,QRIS,47000
T0114468,2026-02-26,C06,Denpasar,Delivery,Tunai,40500
T0110329,2026-02-12,C05,Yogyakarta,Delivery,E-Wallet,15000
T0113714,24/02/2026,C01,JAKARTA,Dine-in,Kartu Debit,50000
T0099200,2026-01-02,C03,Bandung,Takeaway,Tunai,33250
T0108204,2026-02-05,C03,Bandung,Dine-in,QRIS,25200
T0114861,28/02/2026,C01,Jakarta,Delivery,E-Wallet,54000
T0118269,2026-03-12,C01,Jakarta,Dine-in,QRIS,
T0110217,2026-02-12,C03,Bandung,Dine-in,E-Wallet,21600
T0112756,21/02/2026,C01,Jakarta,DINE-IN,E-Wallet,73000
T0101753,12/01/2026,C04, Surabaya  ,dine in,E-Wallet,100000
T0107255,2026-02-01,C05,Yogyakarta,Takeaway,QRIS,46550
T0118107,2026-03-11,C03,Bandung,Delivery,QRIS,104000
T0099006,2026-01-01,C04,Surabaya,Dine-in,Tunai,68000
T0116188,2026-03-04,C06,Denpasar,Dine-in,QRIS,50000
T0105327,2026-01-25,C05,YOGYAKARTA,dine in,-,40000
T0109271,2026-02-08,C05,Yogyakarta,Dine-in,E-Wallet,75000
T0116108,04/03/2026,C04,Surabaya,Dine-in,QRIS,58000
T0099721,2026-01-04,C01,Jakarta,Takeaway,QRIS,54000
T0100948,2026-01-09,C03,Bandung,Dine-in,QRIS,78000
T0110641,2026-02-13,C05,JKT,Dine-in,Tunai,120000
T0115343,2026-03-01,C03,BANDUNG,Dine-in,Kartu Debit,68000
T0111134,2026-02-15,C03,Bandung,Dine-in,E-Wallet,68000
T0118746,2026-03-13,C05,Yogyakarta,Dine-in,QRIS,14250
T0121556,2026-03-22,C04,Surabaya,Dine-in,Kartu Debit,58500
T0120131,18/03/2026,C06, Denpasar  ,Takeaway,E-Wallet,45000
T0109421,09/02/2026,C02,Jakarta,Takeaway,E-Wallet,14000
,,,,,,
T0113322,2026-02-22,C04,Surabaya,Dine-in,Tunai,Rp 65.000
T0104761,2026-01-24,C01,Jakarta,Dine-in,QRIS,25000
T0104644,23/01/2026,C05,Yogyakarta,DINE-IN,QRIS,56000
T0104311,2026-01-22,C04,Surabaya,Dine-in,Kartu Debit,74000
T0115948,2026-03-04,C01,Jakarta,Dine-in,QRIS,28000
T0113212,2026-02-22,C02, Jakarta  ,Takeaway,Tunai,18000
T0121513,2026-03-22,C04,,Takeaway,Tunai,88000
T0115667,2026-03-02,C05,Yogyakarta,Dine-in,E-Wallet,43000
T0117174,2026-03-07,C06,Denpasar,Dine-in,QRIS,45900
T0122787,2026-03-27,C02,Jakarta,Takeaway,QRIS,131100
T0108565,2026-02-06,C04,Surabaya,Dine-in,E-Wallet,65000
T0100045,2026-01-05,C03,JKT,Takeaway,Kartu Debit,25000
T0116754,2026-03-06,C05, Yogyakarta  ,Dine-in,E-Wallet,40000
T0101436,2026-01-11,C02,Jakarta,Dine-in,E-Wallet,39900
T0120676,2026-03-20,C03,Bandung,Dine-in,E-Wallet,
T0100950,09-Jan-2026,C03,BANDUNG,Dine-in,Tunai,22500
T0123194,2026-03-28,C03,JKT,Takeaway,QRIS,18000
T0122946,2026-03-27,C05,Yogyakarta,Dine-in,E-Wallet,18000
T0108133,2026-02-05,C02,Jakarta,Dine-in,QRIS,93000
T0106706,2026-01-31,C01,Jakarta,Delivery,Tunai,25000
T0122858,2026-03-27,C03,Bandung,Dine-in,Kartu Debit,121000
T0109926,2026-02-11,C03,BANDUNG,Dine-in,E-Wallet,64000
T0103592,19/01/2026,C04,Surabaya,Dine-in,E-Wallet,62000
T0116081,04-Mar-2026,C03,Bandung,Delivery,Kartu Debit,24000
T0113412,2026-02-22,C06,Denpasar,Delivery,Kartu Debit,115000
T0113821,2026-02-24,C03,Bandung,Dine-in,QRIS,25000
T0106224,2026-01-29,C03,Bandung,Dine-in,QRIS,18000
T0105910,2026-01-28,C02,Jakarta,Dine-in,E-Wallet,139000
T0099307,2026-01-02,C05,Yogyakarta,Dine-in,Tunai,Rp 68.000
T0103500,2026-01-19,C02,Jakarta,Takeaway,Tunai,
T0101938,13/01/2026,C04,Surabaya,Dine-in,Kartu Debit,18000
T0122809,2026-03-27,C03,Bandung,DINE-IN,QRIS,79000
T0111515,16-Feb-2026,C05,YOGYAKARTA,Takeaway,E-Wallet,90000
T0111344,16/02/2026,C01,Jakarta,Takeaway,E-Wallet,68000
T0105249,2026-01-25,C03,Bandung,Takeaway,Tunai,122000
T0116445,2026-03-05,C06,Denpasar,Dine-in,E-Wallet,50000
T0101526,2026-01-11,C04,,Dine-in,E-Wallet,70000
T0122629,2026-03-26,C04,Surabaya,Delivery,E-Wallet,18000
T0111560,2026-02-16,C06,denpasar,Takeaway,Kartu Debit,53200
T0107827,2026-02-04,C01,Jakarta,Delivery,QRIS,95000
T0100696,2026-01-08,C03,BANDUNG,Takeaway,Tunai,104000
T0101085,2026-01-10,C01,Jakarta,Delivery,QRIS,70000
T0106520,2026-01-30,C03,Bandung,Dine-in,QRIS,50000
T0120005,2026-03-18,C02,Jakarta,Dine-in,QRIS,58000
T0116071,2026-03-04,C03,Bandung,Delivery,QRIS,28000
T0118521,2026-03-13,C01,Jakarta,Dine-in,Tunai,Rp 93.000
T0117476,2026-03-08,C06,Denpasar,Takeaway,QRIS,131000
,,,,,,
T0120452,2026-03-19,C05,Yogyakarta,Dine-in,QRIS,127000
T0119545,2026-03-16,C02,Jakarta,Dine-in,QRIS,Rp 168.000
T0115700,2026-03-02,C06,Denpasar,Dine-in,Tunai,18000
T0113870,2026-02-24,C05,Yogyakarta,Delivery,E-Wallet,22500
T0112599,2026-02-20,C03, Bandung  ,Delivery,Tunai,18000
T0100872,2026-01-09,C02,Jakarta,Dine-in,QRIS,37000
T0119934,2026-03-18,C01,Jakarta,Dine-in,QRIS,18000
T0100874,2026-01-09,C02,Jakarta,Delivery,Kartu Debit,50000
T0106871,31-Jan-2026,C04,Surabaya,Dine-in,E-Wallet,275000
T0099693,2026-01-04,C01,Jakarta,Takeaway,QRIS,49000
T0111157,2026-02-15,C03,Bandung,Dine-in,Kartu Debit,29000
T0101256,2026-01-10,C04,Surabaya,Takeaway,qris,Rp 70.000
T0104338,22/01/2026,C05,Yogyakarta,Takeaway,Kartu Debit,64000
T0113597,2026-02-23,C04,,Takeaway,Tunai,25000
T0120052,2026-03-18,C03,Bandung,Dine-in,QRIS,90000
T0106088,28/01/2026,C06,Denpasar,Dine-in,QRIS,14250
T0118056,2026-03-11,C02,jakarta,Delivery,E-Wallet,
T0120543,2026-03-20,C01,Jakarta,Takeaway,Tunai,44000
T0112200,2026-02-19,C01, Jakarta  ,dine in,Tunai,25000
T0121019,2026-03-21,C03,BANDUNG,Dine-in,QRIS,14000
T0110101,2026-02-12,C01,Jakarta,Dine-in,QRIS,70000
T0107163,2026-02-01,C03,bandung,Takeaway,Tunai,Rp 14.000
T0100905,09-Jan-2026,C02,JAKARTA,Takeaway,E-Wallet,220000
T0117017,2026-03-07,C03,Bandung,Dine-in,E-Wallet,25000
T0118904,2026-03-14,C02, Jakarta  ,Takeaway,QRIS,
T0099037,2026-01-01,C04,SURABAYA,Takeaway,Kartu Debit,195000
T0099349,2026-01-03,C01, Jakarta  ,Delivery,Kartu Debit,310000
T0110646,2026-02-13,C06,Denpasar,Takeaway,E-Wallet,Rp 43.000
T0115739,2026-03-03,C01, Jakarta  ,Dine-in,QRIS,57950
T0116826,07/03/2026,C01,Jakarta,dine in,QRIS,42000
T0114306,2026-02-26,C03,Bandung,Dine-in,Tunai,58000
T0108832,2026-02-07,C03,JKT,Delivery,QRIS,18000
T0105037,2026-01-24,C06,DENPASAR,Delivery,Kartu Debit,119000
T0100438,2026-01-07,C03,Bandung,Takeaway,QRIS,158000
T0122978,2026-03-27,C06, Denpasar  ,Dine-in,-,48000
T0105604,2026-01-26,C05,YOGYAKARTA,Takeaway,Tunai,25000
T0108347,2026-02-05,C06, Denpasar  ,Takeaway,E-Wallet,45000
T0119469,15-Mar-2026,C06,Denpasar,Delivery,E-Wallet,15000
T0098876,2026-01-01,C02,Jakarta,Dine-in,QRIS,
T0113873,2026-02-24,C05,Yogyakarta,Dine-in,QRIS,123500
T0116984,2026-03-07,C03,Bandung,Delivery,Tunai,45000
T0116787,2026-03-06,C06,Denpasar,Takeaway,QRIS,25000
T0106964,2026-01-31,C05, Yogyakarta  ,DINE-IN,Tunai,103000
T0121431,2026-03-22,C03,Bandung,Dine-in,QRIS,35000
T0121445,2026-03-22,C03, Bandung  ,Delivery,Kartu Debit,61000
T0122206,2026-03-25,C02,Jakarta,Delivery,QRIS,24000
T0121097,2026-03-21,C04,Surabaya,Takeaway,Tunai,22000
T0106657,30/01/2026,C06,Denpasar,Takeaway,QRIS,202000
T0110188,2026-02-12,C03,Bandung,Delivery,QRIS,122550
T0111281,2026-02-15,C06,JKT,Takeaway,QRIS,125000
T0112648,2026-02-20,C04,Surabaya,Takeaway,Kartu Debit,15000
T0118651,13/03/2026,C03,Bandung,Takeaway,E-Wallet,83000
T0115601,2026-03-02,C03,,Dine-in,QRIS,20000
T0118394,2026-03-12,C04,,Takeaway,QRIS,25000
T0123404,2026-03-29,C01,Jakarta,Takeaway,Tunai,
T0118909,2026-03-14,C02,Jakarta,Dine-in,Kartu Debit,68000
T0102320,2026-01-15,C03,Bandung,Dine-in,Tunai,60000
T0117389,2026-03-08,C04,Surabaya,Takeaway,QRIS,18000
T0110440,13/02/2026,C02,Jakarta,Dine-in,Tunai,58000
T0123052,2026-03-28,C01,Jakarta,Takeaway,E-Wallet,17100
T0100916,2026-01-09,C03,Bandung,Dine-in,E-Wallet,72000
T0106309,2026-01-29,C06,Denpasar,Dine-in,QRIS,120000
T0110998,2026-02-14,C06, Denpasar  ,DINE-IN,Tunai,95000
T0104564,2026-01-23,C03,JKT,Dine-in,Tunai,37000
T0099055,2026-01-01,C05,YOGYAKARTA,Dine-in,Tunai,65000
T0115419,01/03/2026,C05,Yogyakarta,Delivery,QRIS,Rp 40.000
T0113860,2026-02-24,C04,,Dine-in,Tunai,0
T0107674,2026-02-03,C03,bandung,Takeaway,QRIS,95000
T0121705,2026-03-22,C06,Denpasar,Dine-in,QRIS,60000
T0116378,2026-03-05,C04,Surabaya,Takeaway,QRIS,42000
T0111868,2026-02-17,C05,Yogyakarta,Dine-in,Tunai,Rp 24.000
T0109794,2026-02-10,C06,JKT,Dine-in,Kartu Debit,114000
T0118780,2026-03-13,C06,DENPASAR,Takeaway,E-Wallet,28000
T0109736,2026-02-10,C04,Surabaya,Takeaway,-,25000
T0107505,2026-02-02,C05,Yogyakarta,Takeaway,QRIS,128000
T0111514,2026-02-16,C05,Yogyakarta,Takeaway,Kartu Debit,64000
T0122829,27/03/2026,C03,Bandung,Dine-in,Kartu Debit,33250
T0121294,2026-03-22,C01,JKT,Dine-in,E-Wallet,42750
T0117885,2026-03-10,C04,Surabaya,Delivery,Tunai,26600
T0119852,2026-03-17,C04,Surabaya,Delivery,-,58000
T0109852,2026-02-11,C01,JAKARTA,Dine-in,Tunai,Rp 18.000
T0111554,2026-02-16,C06,Denpasar,Delivery,Kartu Debit,28000
T0102815,2026-01-17,C01,Jakarta,Delivery,Tunai,64000
T0101669,2026-01-12,C02,Jakarta,Dine-in,QRIS,18000
T0099026,2026-01-01,C04,Surabaya,Dine-in,Kartu Debit,47000
T0109713,10/02/2026,C03,Bandung,Dine-in,Tunai,Rp 109.250
T0105869,28/01/2026,C01,Jakarta,Takeaway,QRIS,53000
T0116100,2026-03-04,C04,Surabaya,Takeaway,Kartu Debit,50400
