transaksi_id,produk_id,jumlah,harga_satuan,nilai
T0087017,P01,1,22000,22000
T0087018,P12,1,14000,14000
T0087019,P11,2,35000,70000
T0087020,P03,1,25000,25000
T0087021,P15,1,95000,95000
T0087021,P02,1,18000,18000
T0087021,P07,2,24000,48000
T0087022,P08,1,18000,18000
T0087022,P12,1,14000,14000
T0087022,P07,1,24000,24000
T0087023,P10,1,20000,20000
T0087023,P04,1,25000,25000
T0087023,P09,1,15000,15000
T0087024,P03,1,25000,25000
T0087024,P08,1,18000,18000
T0087024,P07,1,24000,24000
T0087025,P14,1,65000,65000
T0087025,P13,1,12000,12000
T0087026,P12,1,14000,14000
T0087027,P05,1,15000,15000
T0087027,P01,3,22000,66000
T0087028,P09,1,15000,15000
T0087028,P01,1,22000,22000
T0087029,P08,1,18000,18000
T0087029,P02,1,18000,18000
T0087029,P04,2,25000,50000
T0087029,P06,1,28000,28000
T0087030,P11,1,35000,35000
T0087031,P07,1,24000,24000
T0087031,P01,1,22000,22000
T0087031,P05,1,15000,15000
T0087032,P04,1,25000,25000
T0087032,P07,1,24000,24000
T0087033,P07,1,24000,24000
T0087034,P03,2,25000,50000
T0087035,P01,1,22000,22000
T0087036,P02,1,18000,18000
T0087036,P09,1,15000,15000
T0087037,P07,1,24000,24000
T0087037,P13,2,12000,24000
T0087038,P02,1,18000,18000
T0087038,P03,2,25000,50000
T0087039,P06,1,28000,28000
T0087039,P14,1,65000,65000
T0087040,P06,1,28000,28000
T0087041,P04,1,25000,25000
T0087042,P02,1,18000,18000
T0087043,P07,1,24000,24000
T0087044,P03,1,25000,25000
T0087045,P03,3,25000,75000
T0087046,P08,1,18000,18000
T0087047,P02,1,18000,18000
T0087048,P10,1,20000,20000
T0087048,P05,1,15000,15000
T0087049,P12,1,14000,14000
T0087050,P11,2,35000,70000
T0087050,P02,1,18000,18000
T0087051,P01,1,22000,22000
T0087051,P08,1,18000,18000
T0087052,P09,1,15000,15000
T0087052,P05,1,15000,15000
T0087053,P11,1,35000,35000
T0087053,P03,1,25000,25000
T0087053,P13,1,12000,12000
T0087054,P04,1,25000,25000
T0087054,P03,1,25000,25000
T0087055,P06,1,28000,28000
T0087055,P03,1,25000,25000
T0087056,P02,2,18000,36000
T0087056,P14,1,65000,65000
T0087056,P13,1,12000,12000
T0087057,P06,1,28000,28000
T0087058,P14,1,65000,65000
T0087059,P08,2,18000,36000
T0087060,P07,1,24000,24000
T0087061,P02,1,18000,18000
T0087061,P01,1,22000,22000
T0087061,P06,1,28000,28000
T0087062,P06,1,28000,28000
T0087062,P08,1,18000,18000
T0087062,P11,1,35000,35000
T0087063,P05,1,15000,15000
T0087064,P06,1,28000,28000
T0087064,P13,1,12000,12000
T0087065,P04,1,25000,25000
T0087065,P02,1,18000,18000
T0087066,P13,1,12000,12000
T0087066,P07,1,24000,24000
T0087066,P05,1,15000,15000
T0087067,P03,1,25000,25000
T0087068,P08,1,18000,18000
T0087069,P15,1,95000,95000
T0087069,P03,1,25000,25000
T0087069,P13,1,12000,12000
T0087070,P02,1,18000,18000
T0087070,P05,1,15000,15000
T0087071,P01,1,22000,22000
T0087072,P08,1,18000,18000
T0087073,P07,1,24000,24000
T0087073,P03,1,25000,25000
T0087074,P15,1,95000,95000
T0087075,P04,1,25000,25000
T0087076,P07,3,24000,72000
T0087076,P12,1,14000,14000
T0087077,P06,2,28000,56000
T0087077,P15,3,95000,285000
T0087077,P02,1,18000,18000
T0087077,P05,1,15000,15000
T0087078,P05,1,15000,15000
T0087078,P08,1,18000,18000
T0087079,P08,1,18000,18000
T0087080,P03,1,25000,25000
T0087081,P11,1,35000,35000
T0087082,P06,1,28000,28000
T0087082,P07,1,24000,24000
T0087083,P05,1,15000,15000
T0087084,P14,1,65000,65000
T0087085,P06,1,28000,28000
T0087085,P04,1,25000,25000
T0087086,P02,2,18000,36000
T0087087,P05,1,15000,15000
T0087087,P12,1,14000,14000
T0087088,P05,2,15000,30000
T0087088,P07,1,24000,24000
T0087088,P13,3,12000,36000
T0087089,P03,2,25000,50000
T0087090,P04,1,25000,25000
T0087091,P07,1,24000,24000
T0087091,P08,1,18000,18000
T0087091,P04,2,25000,50000
T0087092,P05,2,15000,30000
T0087093,P07,1,24000,24000
T0087093,P05,3,15000,45000
T0087093,P08,1,18000,18000
T0087094,P07,1,24000,24000
T0087095,P06,2,28000,56000
T0087095,P12,1,14000,14000
T0087096,P10,1,20000,20000
T0087096,P07,2,24000,48000
T0087097,P15,1,95000,95000
T0087098,P04,2,25000,50000
T0087098,P06,2,28000,56000
T0087098,P03,2,25000,50000
T0087099,P06,1,28000,28000
T0087099,P01,2,22000,44000
T0087099,P02,3,18000,54000
T0087100,P01,1,22000,22000
T0087100,P10,2,20000,40000
T0087100,P02,1,18000,18000
T0087101,P11,1,35000,35000
T0087102,P12,1,14000,14000
T0087102,P03,3,25000,75000
T0087102,P02,2,18000,36000
T0087103,P12,2,14000,28000
T0087104,P06,1,28000,28000
T0087104,P03,1,25000,25000
T0087105,P07,1,24000,24000
T0087106,P06,1,28000,28000
T0087106,P14,1,65000,65000
T0087107,P06,2,28000,56000
T0087108,P06,1,28000,28000
T0087108,P05,2,15000,30000
T0087109,P02,1,18000,18000
T0087109,P01,1,22000,22000
T0087110,P05,1,15000,15000
T0087111,P07,1,24000,24000
T0087112,P06,1,28000,28000
T0087112,P08,1,18000,18000
T0087113,P08,1,18000,18000
T0087113,P15,1,95000,95000
T0087114,P06,1,28000,28000
T0087114,P14,1,65000,65000
T0087115,P04,3,25000,75000
T0087115,P06,1,28000,28000
T0087116,P08,1,18000,18000
T0087117,P01,1,22000,22000
T0087117,P04,2,25000,50000
T0087118,P11,1,35000,35000
T0087118,P07,2,24000,48000
T0087119,P05,1,15000,15000
T0087120,P04,1,25000,25000
T0087120,P08,1,18000,18000
T0087121,P14,2,65000,130000
T0087122,P11,1,35000,35000
T0087122,P03,1,25000,25000
T0087123,P01,2,22000,44000
T0087124,P06,2,28000,56000
T0087124,P03,2,25000,50000
T0087124,P02,1,18000,18000
T0087124,P07,1,24000,24000
T0087125,P10,1,20000,20000
T0087125,P11,1,35000,35000
T0087126,P08,1,18000,18000
T0087127,P05,1,15000,15000
T0087127,P06,1,28000,28000
T0087128,P11,2,35000,70000
T0087128,P07,1,24000,24000
T0087128,P15,1,95000,95000
T0087129,P14,1,65000,65000
T0087130,P08,1,18000,18000
T0087131,P05,1,15000,15000
T0087132,P10,1,20000,20000
T0087133,P04,1,25000,25000
T0087134,P11,1,35000,35000
T0087134,P07,1,24000,24000
T0087135,P05,2,15000,30000
T0087135,P03,1,25000,25000
T0087136,P01,1,22000,22000
T0087136,P09,1,15000,15000
T0087136,P15,1,95000,95000
T0087137,P15,1,95000,95000
T0087138,P04,3,25000,75000
T0087138,P01,1,22000,22000
T0087139,P03,1,25000,25000
T0087139,P09,1,15000,15000
T0087139,P01,1,22000,22000
T0087139,P06,1,28000,28000
T0087140,P06,1,28000,28000
T0087140,P01,1,22000,22000
T0087140,P04,1,25000,25000
T0087141,P02,3,18000,54000
T0087141,P01,2,22000,44000
T0087142,P06,1,28000,28000
T0087142,P08,1,18000,18000
T0087143,P02,1,18000,18000
T0087143,P04,1,25000,25000
T0087143,P01,1,22000,22000
T0087144,P13,1,12000,12000
T0087144,P03,2,25000,50000
T0087145,P06,1,28000,28000
T0087146,P03,3,25000,75000
T0087146,P05,1,15000,15000
T0087147,P02,1,18000,18000
T0087148,P14,1,65000,65000
T0087149,P08,1,18000,18000
T0087149,P15,1,95000,95000
T0087150,P02,1,18000,18000
T0087151,P03,1,25000,25000
T0087152,P05,1,15000,15000
T0087153,P07,2,24000,48000
T0087154,P05,1,15000,15000
T0087154,P08,2,18000,36000
T0087155,P02,2,18000,36000
T0087155,P03,1,25000,25000
T0087156,P05,2,15000,30000
T0087156,P07,1,24000,24000
T0087157,P13,1,12000,12000
T0087158,P04,2,25000,50000
T0087158,P11,1,35000,35000
T0087159,P12,1,14000,14000
T0087160,P05,3,15000,45000
T0087161,P06,1,28000,28000
T0087161,P15,2,95000,190000
T0087162,P12,1,14000,14000
T0087163,P05,1,15000,15000
T0087164,P07,1,24000,24000
T0087165,P06,1,28000,28000
T0087166,P04,1,25000,25000
T0087166,P02,1,18000,18000
T0087166,P07,1,24000,24000
T0087167,P06,1,28000,28000
T0087168,P02,1,18000,18000
T0087168,P03,1,25000,25000
T0087168,P13,1,12000,12000
T0087168,P06,1,28000,28000
T0087169,P05,1,15000,15000
T0087169,P02,1,18000,18000
T0087170,P01,1,22000,22000
T0087171,P01,1,22000,22000
T0087171,P07,1,24000,24000
T0087172,P03,1,25000,25000
T0087172,P15,2,95000,190000
T0087172,P07,1,24000,24000
T0087172,P09,1,15000,15000
T0087173,P14,1,65000,65000
T0087173,P06,1,28000,28000
T0087174,P03,1,25000,25000
T0087175,P06,1,28000,28000
T0087175,P12,1,14000,14000
T0087175,P01,1,22000,22000
T0087176,P06,1,28000,28000
T0087176,P04,1,25000,25000
T0087177,P08,1,18000,18000
T0087177,P03,1,25000,25000
T0087178,P01,2,22000,44000
T0087178,P06,2,28000,56000
T0087179,P01,2,22000,44000
T0087179,P03,1,25000,25000
T0087180,P08,1,18000,18000
T0087180,P04,1,25000,25000
T0087181,P05,1,15000,15000
T0087181,P01,1,22000,22000
T0087182,P14,1,65000,65000
T0087183,P08,1,18000,18000
T0087184,P05,1,15000,15000
T0087185,P06,1,28000,28000
T0087185,P04,1,25000,25000
T0087185,P01,2,22000,44000
T0087185,P14,1,65000,65000
T0087186,P03,1,25000,25000
T0087186,P08,1,18000,18000
T0087186,P04,1,25000,25000
T0087186,P06,1,28000,28000
T0087187,P14,1,65000,65000
T0087188,P11,1,35000,35000
T0087188,P15,1,95000,95000
T0087188,P01,1,22000,22000
T0087189,P09,1,15000,15000
T0087189,P05,1,15000,15000
T0087190,P13,1,12000,12000
T0087191,P03,1,25000,25000
T0087191,P08,1,18000,18000
T0087192,P12,1,14000,14000
T0087192,P05,1,15000,15000
T0087192,P01,1,22000,22000
T0087193,P07,1,24000,24000
T0087193,P08,1,18000,18000
T0087193,P03,1,25000,25000
T0087194,P14,1,65000,65000
T0087195,P07,2,24000,48000
T0087195,P10,2,20000,40000
T0087195,P11,1,35000,35000
T0087195,P08,1,18000,18000
T0087196,P09,1,15000,15000
T0087196,P07,1,24000,24000
T0087197,P14,1,65000,65000
T0087197,P11,1,35000,35000
T0087197,P01,1,22000,22000
T0087198,P02,1,18000,18000
T0087199,P05,1,15000,15000
T0087199,P03,1,25000,25000
T0087200,P01,3,22000,66000
T0087200,P03,1,25000,25000
T0087200,P05,1,15000,15000
T0087201,P06,1,28000,28000
T0087202,P01,1,22000,22000
T0087202,P08,1,18000,18000
T0087203,P04,2,25000,50000
T0087203,P02,3,18000,54000
T0087204,P05,2,15000,30000
T0087204,P11,1,35000,35000
T0087205,P03,1,25000,25000
T0087206,P02,2,18000,36000
T0087206,P07,2,24000,48000
T0087207,P02,1,18000,18000
T0087208,P06,1,28000,28000
T0087208,P08,1,18000,18000
T0087209,P02,1,18000,18000
T0087210,P01,1,22000,22000
T0087211,P07,2,24000,48000
T0087211,P08,2,18000,36000
T0087211,P03,1,25000,25000
T0087212,P02,1,18000,18000
T0087213,P04,1,25000,25000
T0087213,P03,1,25000,25000
T0087213,P01,1,22000,22000
T0087214,P07,1,24000,24000
T0087215,P15,1,95000,95000
T0087215,P08,1,18000,18000
T0087216,P03,1,25000,25000
T0087216,P05,1,15000,15000
T0087217,P06,1,28000,28000
T0087217,P05,1,15000,15000
T0087218,P06,2,28000,56000
T0087218,P01,1,22000,22000
T0087219,P01,2,22000,44000
T0087219,P05,1,15000,15000
T0087220,P09,1,15000,15000
T0087221,P05,2,15000,30000
T0087221,P01,2,22000,44000
T0087222,P04,1,25000,25000
T0087223,P05,1,15000,15000
T0087223,P08,1,18000,18000
T0087224,P08,3,18000,54000
T0087224,P02,1,18000,18000
T0087224,P01,1,22000,22000
T0087225,P06,1,28000,28000
T0087226,P11,1,35000,35000
T0087226,P05,1,15000,15000
T0087227,P03,2,25000,50000
T0087227,P01,1,22000,22000
T0087227,P05,1,15000,15000
T0087228,P06,2,28000,56000
T0087229,P06,1,28000,28000
T0087229,P04,1,25000,25000
T0087229,P15,1,95000,95000
T0087230,P06,1,28000,28000
T0087231,P10,1,20000,20000
T0087232,P10,2,20000,40000
T0087232,P05,1,15000,15000
T0087232,P14,1,65000,65000
T0087233,P07,1,24000,24000
T0087234,P11,1,35000,35000
T0087235,P13,1,12000,12000
T0087235,P01,1,22000,22000
T0087236,P02,2,18000,36000
T0087237,P05,1,15000,15000
T0087237,P02,3,18000,54000
T0087237,P15,1,95000,95000
T0087238,P04,2,25000,50000
T0087239,P07,1,24000,24000
T0087239,P05,1,15000,15000
T0087239,P06,1,28000,28000
T0087240,P01,1,22000,22000
T0087241,P08,1,18000,18000
T0087241,P05,1,15000,15000
T0087242,P05,1,15000,15000
T0087242,P11,1,35000,35000
T0087243,P04,1,25000,25000
T0087244,P06,1,28000,28000
T0087245,P06,1,28000,28000
T0087245,P09,1,15000,15000
T0087245,P15,1,95000,95000
T0087246,P10,2,20000,40000
T0087246,P01,1,22000,22000
T0087247,P02,1,18000,18000
T0087247,P05,2,15000,30000
T0087247,P04,1,25000,25000
T0087248,P02,1,18000,18000
T0087248,P03,2,25000,50000
T0087249,P06,2,28000,56000
T0087249,P12,1,14000,14000
T0087250,P07,1,24000,24000
T0087250,P06,1,28000,28000
T0087251,P07,1,24000,24000
T0087251,P08,1,18000,18000
T0087251,P04,1,25000,25000
T0087251,P03,1,25000,25000
T0087252,P04,1,25000,25000
T0087252,P02,2,18000,36000
T0087253,P06,1,28000,28000
T0087253,P02,1,18000,18000
T0087254,P09,1,15000,15000
T0087255,P03,1,25000,25000
T0087256,P01,1,22000,22000
T0087257,P03,1,25000,25000
T0087257,P10,1,20000,20000
T0087258,P05,1,15000,15000
T0087259,P01,1,22000,22000
T0087260,P04,1,25000,25000
T0087260,P08,1,18000,18000
T0087261,P08,1,18000,18000
T0087261,P04,1,25000,25000
T0087261,P14,1,65000,65000
T0087262,P10,1,20000,20000
T0087263,P01,1,22000,22000
T0087264,P04,1,25000,25000
T0087265,P10,1,20000,20000
T0087265,P11,1,35000,35000
T0087265,P13,1,12000,12000
T0087266,P05,1,15000,15000
T0087267,P02,1,18000,18000
T0087267,P04,1,25000,25000
T0087268,P02,1,18000,18000
T0087269,P01,2,22000,44000
T0087269,P12,1,14000,14000
T0087270,P03,1,25000,25000
T0087270,P02,1,18000,18000
T0087270,P01,2,22000,44000
T0087271,P04,2,25000,50000
T0087271,P05,2,15000,30000
T0087271,P09,2,15000,30000
T0087272,P06,1,28000,28000
T0087272,P05,1,15000,15000
T0087273,P05,1,15000,15000
T0087273,P03,2,25000,50000
T0087273,P14,1,65000,65000
T0087274,P01,1,22000,22000
T0087274,P06,1,28000,28000
T0087274,P14,1,65000,65000
T0087275,P02,1,18000,18000
T0087276,P01,1,22000,22000
T0087276,P02,1,18000,18000
T0087277,P13,1,12000,12000
T0087277,P06,1,28000,28000
T0087278,P06,1,28000,28000
T0087278,P09,1,15000,15000
T0087279,P15,1,95000,95000
T0087279,P04,1,25000,25000
T0087280,P01,1,22000,22000
T0087280,P02,1,18000,18000
T0087280,P15,1,95000,95000
T0087280,P14,3,65000,195000
T0087281,P01,1,22000,22000
T0087282,P05,1,15000,15000
T0087283,P03,1,25000,25000
T0087283,P01,2,22000,44000
T0087284,P08,1,18000,18000
T0087285,P09,1,15000,15000
T0087286,P08,1,18000,18000
T0087286,P02,1,18000,18000
T0087287,P07,1,24000,24000
T0087287,P01,2,22000,44000
T0087287,P04,2,25000,50000
T0087288,P03,1,25000,25000
T0087288,P05,1,15000,15000
T0087288,P01,1,22000,22000
T0087288,P06,1,28000,28000
T0087289,P08,1,18000,18000
T0087289,P05,1,15000,15000
T0087290,P04,2,25000,50000
T0087290,P09,1,15000,15000
T0087290,P08,2,18000,36000
T0087291,P07,1,24000,24000
T0087291,P09,1,15000,15000
T0087292,P01,2,22000,44000
T0087293,P05,1,15000,15000
T0087293,P02,1,18000,18000
T0087294,P04,2,25000,50000
T0087294,P01,1,22000,22000
T0087295,P06,1,28000,28000
T0087295,P15,1,95000,95000
T0087296,P01,1,22000,22000
T0087296,P14,1,65000,65000
T0087296,P04,1,25000,25000
T0087297,P08,1,18000,18000
T0087298,P06,1,28000,28000
T0087298,P12,2,14000,28000
T0087299,P03,2,25000,50000
T0087300,P15,1,95000,95000
T0087300,P04,1,25000,25000
T0087301,P10,1,20000,20000
T0087301,P02,1,18000,18000
T0087302,P06,1,28000,28000
T0087302,P05,2,15000,30000
T0087303,P10,1,20000,20000
T0087304,P04,1,25000,25000
T0087304,P06,1,28000,28000
T0087304,P11,1,35000,35000
T0087305,P06,1,28000,28000
T0087305,P05,1,15000,15000
T0087306,P08,1,18000,18000
T0087307,P07,1,24000,24000
T0087307,P03,1,25000,25000
T0087308,P01,1,22000,22000
T0087309,P05,1,15000,15000
T0087309,P02,1,18000,18000
T0087309,P09,1,15000,15000
T0087310,P05,1,15000,15000
T0087310,P10,1,20000,20000
T0087311,P01,1,22000,22000
T0087312,P14,1,65000,65000
T0087313,P05,1,15000,15000
T0087314,P04,1,25000,25000
T0087315,P05,1,15000,15000
T0087315,P03,1,25000,25000
T0087315,P04,1,25000,25000
T0087316,P01,1,22000,22000
T0087316,P11,1,35000,35000
T0087317,P05,1,15000,15000
T0087317,P09,1,15000,15000
T0087317,P03,3,25000,75000
T0087318,P02,1,18000,18000
T0087319,P15,1,95000,95000
T0087319,P06,1,28000,28000
T0087319,P10,1,20000,20000
T0087320,P01,1,22000,22000
T0087320,P15,1,95000,95000
T0087320,P12,2,14000,28000
T0087321,P07,1,24000,24000
T0087321,P01,1,22000,22000
T0087322,P14,1,65000,65000
T0087322,P06,1,28000,28000
T0087323,P08,2,18000,36000
T0087323,P03,1,25000,25000
T0087323,P06,1,28000,28000
T0087324,P10,1,20000,20000
T0087324,P09,1,15000,15000
T0087324,P04,1,25000,25000
T0087324,P02,1,18000,18000
T0087325,P11,1,35000,35000
T0087325,P03,1,25000,25000
T0087326,P07,1,24000,24000
T0087326,P04,1,25000,25000
T0087327,P12,1,14000,14000
T0087328,P07,1,24000,24000
T0087328,P02,1,18000,18000
T0087329,P01,1,22000,22000
T0087329,P04,1,25000,25000
T0087330,P06,1,28000,28000
T0087331,P05,2,15000,30000
T0087331,P07,2,24000,48000
T0087331,P08,2,18000,36000
T0087332,P15,1,95000,95000
T0087332,P11,1,35000,35000
T0087333,P10,1,20000,20000
T0087334,P05,1,15000,15000
T0087334,P08,3,18000,54000
T0087334,P01,2,22000,44000
T0087334,P06,1,28000,28000
T0087335,P04,1,25000,25000
T0087335,P01,1,22000,22000
T0087335,P14,1,65000,65000
T0087336,P15,1,95000,95000
T0087337,P04,1,25000,25000
T0087337,P15,2,95000,190000
T0087337,P03,3,25000,75000
T0087338,P02,1,18000,18000
T0087339,P02,2,18000,36000
T0087339,P08,1,18000,18000
T0087340,P04,1,25000,25000
T0087341,P11,1,35000,35000
T0087341,P04,2,25000,50000
T0087341,P05,1,15000,15000
T0087342,P06,1,28000,28000
T0087343,P07,1,24000,24000
T0087343,P08,3,18000,54000
T0087344,P02,1,18000,18000
T0087345,P13,2,12000,24000
T0087346,P01,3,22000,66000
T0087347,P04,3,25000,75000
T0087347,P07,1,24000,24000
T0087348,P08,2,18000,36000
T0087348,P15,2,95000,190000
T0087348,P04,1,25000,25000
T0087349,P05,1,15000,15000
T0087350,P04,2,25000,50000
T0087351,P01,2,22000,44000
T0087352,P05,1,15000,15000
T0087353,P05,1,15000,15000
T0087353,P02,1,18000,18000
T0087354,P01,1,22000,22000
T0087354,P09,1,15000,15000
T0087355,P01,1,22000,22000
T0087355,P02,1,18000,18000
T0087355,P12,2,14000,28000
T0087356,P02,1,18000,18000
T0087356,P05,1,15000,15000
T0087356,P03,1,25000,25000
T0087357,P06,2,28000,56000
T0087358,P06,1,28000,28000
T0087359,P01,1,22000,22000
T0087359,P08,2,18000,36000
T0087360,P10,1,20000,20000
T0087360,P06,2,28000,56000
T0087361,P01,1,22000,22000
T0087362,P03,1,25000,25000
T0087362,P08,3,18000,54000
T0087362,P05,1,15000,15000
T0087363,P13,1,12000,12000
T0087363,P02,1,18000,18000
T0087364,P11,1,35000,35000
T0087365,P14,1,65000,65000
T0087365,P02,1,18000,18000
T0087365,P08,1,18000,18000
T0087366,P01,1,22000,22000
T0087366,P04,1,25000,25000
T0087367,P04,3,25000,75000
T0087367,P10,2,20000,40000
T0087367,P15,3,95000,285000
T0087368,P10,1,20000,20000
T0087368,P01,3,22000,66000
T0087368,P13,1,12000,12000
T0087369,P05,1,15000,15000
T0087370,P05,1,15000,15000
T0087370,P12,1,14000,14000
T0087370,P01,2,22000,44000
T0087370,P08,3,18000,54000
T0087371,P02,1,18000,18000
T0087371,P11,1,35000,35000
T0087372,P01,1,22000,22000
T0087372,P14,1,65000,65000
T0087373,P04,1,25000,25000
T0087374,P01,2,22000,44000
T0087374,P02,1,18000,18000
T0087375,P12,1,14000,14000
T0087376,P07,1,24000,24000
T0087376,P05,1,15000,15000
T0087376,P08,1,18000,18000
T0087377,P02,1,18000,18000
T0087377,P03,1,25000,25000
T0087377,P05,3,15000,45000
T0087378,P01,1,22000,22000
T0087379,P12,2,14000,28000
T0087380,P06,1,28000,28000
T0087380,P07,2,24000,48000
T0087381,P13,1,12000,12000
T0087382,P13,1,12000,12000
T0087382,P01,1,22000,22000
T0087383,P02,1,18000,18000
T0087383,P05,1,15000,15000
T0087384,P02,1,18000,18000
T0087384,P07,1,24000,24000
T0087384,P14,2,65000,130000
T0087385,P02,1,18000,18000
T0087385,P12,1,14000,14000
T0087386,P15,2,95000,190000
T0087386,P03,1,25000,25000
T0087387,P07,1,24000,24000
T0087388,P12,1,14000,14000
T0087389,P05,2,15000,30000
T0087390,P12,1,14000,14000
T0087390,P04,1,25000,25000
T0087390,P06,1,28000,28000
T0087390,P01,1,22000,22000
T0087391,P14,1,65000,65000
T0087391,P05,1,15000,15000
T0087392,P05,2,15000,30000
T0087392,P15,1,95000,95000
T0087393,P14,3,65000,195000
T0087393,P06,1,28000,28000
T0087393,P04,1,25000,25000
T0087394,P08,3,18000,54000
T0087394,P03,1,25000,25000
T0087395,P03,1,25000,25000
T0087395,P04,1,25000,25000
T0087395,P02,1,18000,18000
T0087395,P08,1,18000,18000
T0087396,P05,1,15000,15000
T0087396,P01,1,22000,22000
T0087396,P10,1,20000,20000
T0087397,P10,1,20000,20000
T0087398,P05,1,15000,15000
T0087399,P09,1,15000,15000
T0087399,P13,1,12000,12000
T0087400,P02,1,18000,18000
T0087401,P04,1,25000,25000
T0087402,P04,1,25000,25000
T0087402,P08,1,18000,18000
T0087402,P06,1,28000,28000
T0087403,P09,1,15000,15000
T0087403,P07,2,24000,48000
T0087403,P06,2,28000,56000
T0087404,P15,1,95000,95000
T0087404,P04,2,25000,50000
T0087404,P02,1,18000,18000
T0087405,P10,2,20000,40000
T0087405,P07,1,24000,24000
T0087405,P15,1,95000,95000
T0087406,P03,1,25000,25000
T0087407,P12,1,14000,14000
T0087407,P03,1,25000,25000
T0087408,P04,1,25000,25000
T0087408,P11,1,35000,35000
T0087409,P13,1,12000,12000
T0087410,P04,2,25000,50000
T0087410,P07,2,24000,48000
T0087411,P07,1,24000,24000
T0087412,P06,1,28000,28000
T0087412,P09,1,15000,15000
T0087413,P05,3,15000,45000
T0087413,P07,1,24000,24000
T0087414,P10,1,20000,20000
T0087414,P08,2,18000,36000
T0087415,P05,1,15000,15000
T0087415,P04,2,25000,50000
T0087415,P01,1,22000,22000
T0087416,P03,1,25000,25000
T0087416,P02,1,18000,18000
T0087416,P10,1,20000,20000
T0087416,P05,1,15000,15000
T0087417,P07,1,24000,24000
T0087417,P13,2,12000,24000
T0087418,P10,2,20000,40000
T0087418,P03,1,25000,25000
T0087419,P08,1,18000,18000
T0087420,P01,2,22000,44000
T0087421,P03,1,25000,25000
T0087422,P10,1,20000,20000
T0087423,P06,1,28000,28000
T0087424,P02,2,18000,36000
T0087424,P06,3,28000,84000
T0087424,P08,2,18000,36000
T0087425,P14,1,65000,65000
T0087426,P02,1,18000,18000
T0087427,P02,2,18000,36000
T0087427,P03,1,25000,25000
T0087428,P01,1,22000,22000
T0087429,P08,1,18000,18000
T0087429,P07,2,24000,48000
T0087430,P08,1,18000,18000
T0087430,P05,1,15000,15000
T0087431,P07,1,24000,24000
T0087431,P03,1,25000,25000
T0087431,P13,1,12000,12000
T0087432,P14,1,65000,65000
T0087432,P15,2,95000,190000
T0087433,P08,1,18000,18000
T0087433,P14,1,65000,65000
T0087433,P04,1,25000,25000
T0087434,P04,1,25000,25000
T0087434,P03,1,25000,25000
T0087434,P01,3,22000,66000
T0087434,P09,3,15000,45000
T0087435,P01,3,22000,66000
T0087436,P08,2,18000,36000
T0087436,P01,3,22000,66000
T0087437,P03,1,25000,25000
T0087437,P01,2,22000,44000
T0087438,P07,1,24000,24000
T0087438,P13,1,12000,12000
T0087439,P03,1,25000,25000
T0087439,P04,1,25000,25000
T0087440,P08,2,18000,36000
T0087441,P08,1,18000,18000
T0087442,P07,2,24000,48000
T0087442,P14,1,65000,65000
T0087442,P03,1,25000,25000
T0087443,P01,1,22000,22000
T0087444,P02,1,18000,18000
T0087444,P05,1,15000,15000
T0087445,P10,2,20000,40000
T0087446,P05,1,15000,15000
T0087447,P03,1,25000,25000
T0087448,P07,1,24000,24000
T0087448,P02,1,18000,18000
T0087448,P05,1,15000,15000
T0087448,P01,1,22000,22000
T0087449,P06,1,28000,28000
T0087450,P05,1,15000,15000
T0087450,P04,1,25000,25000
T0087451,P06,1,28000,28000
T0087451,P10,1,20000,20000
T0087452,P04,1,25000,25000
T0087452,P03,1,25000,25000
T0087452,P11,1,35000,35000
T0087452,P12,1,14000,14000
T0087453,P05,1,15000,15000
T0087454,P03,1,25000,25000
T0087455,P04,1,25000,25000
T0087456,P01,1,22000,22000
T0087456,P09,1,15000,15000
T0087457,P04,1,25000,25000
T0087457,P08,3,18000,54000
T0087458,P08,1,18000,18000
T0087459,P01,1,22000,22000
T0087460,P09,2,15000,30000
T0087460,P03,1,25000,25000
T0087460,P05,1,15000,15000
T0087460,P01,1,22000,22000
T0087461,P09,1,15000,15000
T0087461,P04,3,25000,75000
T0087461,P05,1,15000,15000
T0087461,P07,2,24000,48000
T0087462,P12,2,14000,28000
T0087463,P08,1,18000,18000
T0087464,P05,1,15000,15000
T0087465,P11,1,35000,35000
T0087465,P03,1,25000,25000
T0087466,P04,2,25000,50000
T0087466,P08,1,18000,18000
T0087467,P05,1,15000,15000
T0087468,P04,1,25000,25000
T0087469,P02,1,18000,18000
T0087470,P02,1,18000,18000
T0087471,P02,1,18000,18000
T0087471,P01,1,22000,22000
T0087472,P05,1,15000,15000
T0087473,P13,1,12000,12000
T0087473,P04,2,25000,50000
T0087474,P04,1,25000,25000
T0087474,P14,1,65000,65000
T0087474,P07,1,24000,24000
T0087474,P11,2,35000,70000
T0087475,P08,2,18000,36000
T0087476,P06,1,28000,28000
T0087476,P03,1,25000,25000
T0087476,P14,2,65000,130000
T0087477,P02,1,18000,18000
T0087478,P13,2,12000,24000
T0087478,P02,1,18000,18000
T0087479,P05,1,15000,15000
T0087479,P04,1,25000,25000
T0087479,P15,1,95000,95000
T0087480,P01,2,22000,44000
T0087480,P14,1,65000,65000
T0087481,P13,3,12000,36000
T0087481,P02,1,18000,18000
T0087482,P06,2,28000,56000
T0087482,P03,1,25000,25000
T0087482,P01,1,22000,22000
T0087483,P08,1,18000,18000
T0087483,P03,2,25000,50000
