sumur_id,tanggal,oil_bopd,gas_mscfd,water_bwpd,watercut,berproduksi
CDN-043,2024-07-04,176.16,187.56,107.79,0.3946,1
CDN-043,2024-07-05,184.03,190.61,120.43,0.3952,1
CDN-043,2024-07-06,167.39,174.31,105.07,0.3959,1
CDN-043,2024-07-07,195.14,221.05,119.64,0.3965,1
CDN-043,2024-07-08,176.08,180.21,127.39,0.3971,1
CDN-043,2024-07-09,177.43,186.98,109.61,0.3978,1
CDN-043,2024-07-10,163.76,157.61,93.67,0.3984,1
CDN-043,2024-07-11,177.79,185.83,121.49,0.399,1
CDN-043,2024-07-12,181.48,199.39,117.0,0.3997,1
CDN-043,2024-07-13,185.14,200.08,126.4,0.4003,1
CDN-043,2024-07-14,184.45,200.63,133.84,0.4009,1
CDN-043,2024-07-15,173.74,193.75,127.73,0.4016,1
CDN-043,2024-07-16,179.39,203.25,111.99,0.4022,1
CDN-043,2024-07-17,184.71,197.54,130.13,0.4028,1
CDN-043,2024-07-18,178.47,181.06,113.11,0.4034,1
CDN-043,2024-07-19,189.24,196.09,131.46,0.4041,1
CDN-043,2024-07-20,190.55,202.39,134.11,0.4047,1
CDN-043,2024-07-21,183.43,190.47,121.49,0.4053,1
CDN-043,2024-07-22,190.87,190.94,127.12,0.406,1
CDN-043,2024-07-23,183.78,190.12,117.71,0.4066,1
CDN-043,2024-07-24,169.5,183.16,106.66,0.4072,1
CDN-043,2024-07-25,176.44,192.44,118.47,0.4079,1
CDN-043,2024-07-26,181.71,189.73,133.16,0.4085,1
CDN-043,2024-07-27,181.93,201.15,132.83,0.4091,1
CDN-043,2024-07-28,181.88,200.13,133.08,0.4098,1
CDN-043,2024-07-29,163.1,179.16,112.81,0.4104,1
CDN-043,2024-07-30,205.56,215.83,145.48,0.411,1
CDN-043,2024-07-31,181.81,192.88,119.87,0.4117,1
CDN-043,2024-08-01,175.51,192.68,129.32,0.4123,1
CDN-043,2024-08-02,179.83,198.35,126.12,0.4129,1
CDN-043,2024-08-03,176.66,193.38,129.11,0.4136,1
CDN-043,2024-08-04,174.7,190.09,125.61,0.4142,1
CDN-043,2024-08-05,167.47,181.21,120.75,0.4148,1
CDN-043,2024-08-06,177.23,184.31,129.11,0.4155,1
CDN-043,2024-08-07,182.0,187.79,122.04,0.4161,1
CDN-043,2024-08-08,183.98,192.22,123.73,0.4167,1
CDN-043,2024-08-09,176.1,191.47,142.06,0.4174,1
CDN-043,2024-08-10,170.09,174.26,107.59,0.418,1
CDN-043,2024-08-11,183.03,199.28,123.45,0.4186,1
CDN-043,2024-08-12,168.21,173.48,105.1,0.4192,1
CDN-043,2024-08-13,191.16,199.75,122.96,0.4199,1
CDN-043,2024-08-14,161.1,162.94,112.55,0.4205,1
CDN-043,2024-08-15,186.59,191.03,132.98,0.4211,1
CDN-043,2024-08-16,181.84,184.6,128.49,0.4218,1
CDN-043,2024-08-17,188.41,210.28,155.0,0.4224,1
CDN-043,2024-08-18,190.79,198.07,146.84,0.423,1
CDN-043,2024-08-19,168.38,184.28,120.91,0.4237,1
CDN-043,2024-08-20,161.15,164.72,118.49,0.4243,1
CDN-043,2024-08-21,192.07,203.6,139.31,0.4249,1
CDN-043,2024-08-22,161.92,172.58,119.01,0.4256,1
CDN-043,2024-08-23,189.07,195.07,146.38,0.4262,1
CDN-043,2024-08-24,166.27,172.13,135.33,0.4268,1
CDN-043,2024-08-25,177.88,178.6,134.78,0.4275,1
CDN-043,2024-08-26,176.67,197.32,124.67,0.4281,1
CDN-043,2024-08-27,176.52,180.88,129.71,0.4287,1
CDN-043,2024-08-28,173.39,184.85,135.56,0.4294,1
CDN-043,2024-08-29,180.76,183.84,136.01,0.43,1
CDN-043,2024-08-30,163.95,167.69,115.3,0.4306,1
CDN-043,2024-08-31,193.14,201.64,158.17,0.4313,1
CDN-043,2024-09-01,172.46,172.47,125.31,0.4319,1
CDN-043,2024-09-02,164.93,172.44,126.27,0.4325,1
CDN-043,2024-09-03,191.84,220.96,156.3,0.4332,1
CDN-043,2024-09-04,172.12,168.91,131.75,0.4338,1
CDN-043,2024-09-05,182.9,196.88,155.02,0.4344,1
CDN-043,2024-09-06,177.71,186.07,135.3,0.435,1
CDN-043,2024-09-07,178.96,202.85,142.96,0.4357,1
CDN-043,2024-09-08,167.79,186.7,122.08,0.4363,1
CDN-043,2024-09-09,174.15,187.83,129.12,0.4369,1
CDN-043,2024-09-10,180.48,186.6,138.06,0.4376,1
CDN-043,2024-09-11,180.57,200.37,135.89,0.4382,1
CDN-043,2024-09-12,154.62,160.92,108.02,0.4388,1
CDN-043,2024-09-13,180.46,190.36,135.19,0.4395,1
CDN-043,2024-09-14,177.11,187.02,131.43,0.4401,1
CDN-043,2024-09-15,184.47,188.47,155.31,0.4407,1
CDN-043,2024-09-16,171.59,177.97,149.76,0.4414,1
CDN-043,2024-09-17,176.18,194.29,149.25,0.442,1
CDN-043,2024-09-18,164.53,179.56,113.92,0.4426,1
CDN-043,2024-09-19,173.34,173.65,144.83,0.4433,1
CDN-043,2024-09-20,178.87,191.31,149.32,0.4439,1
CDN-043,2024-09-21,188.52,196.76,149.9,0.4445,1
CDN-043,2024-09-22,183.0,205.41,156.19,0.4452,1
CDN-043,2024-09-23,188.01,200.24,158.61,0.4458,1
CDN-043,2024-09-24,167.02,176.32,128.07,0.4464,1
CDN-043,2024-09-25,172.46,187.27,148.85,0.4471,1
CDN-043,2024-09-26,177.78,185.87,148.12,0.4477,1
CDN-043,2024-09-27,180.54,203.28,155.25,0.4483,1
CDN-043,2024-09-28,187.21,201.28,141.09,0.449,1
CDN-043,2024-09-29,177.38,190.14,134.5,0.4496,1
CDN-043,2024-09-30,155.67,155.01,137.64,0.4502,1
CDN-043,2024-10-01,158.63,161.4,128.42,0.4508,1
CDN-043,2024-10-02,181.72,200.25,161.02,0.4515,1
CDN-043,2024-10-03,178.53,179.83,133.46,0.4521,1
CDN-043,2024-10-04,183.13,188.46,149.25,0.4527,1
CDN-043,2024-10-05,161.58,175.56,138.05,0.4534,1
CDN-043,2024-10-06,210.28,225.59,159.01,0.454,1
CDN-043,2024-10-07,169.3,191.93,138.05,0.4546,1
CDN-043,2024-10-08,163.99,164.62,137.4,0.4553,1
CDN-043,2024-10-09,195.49,212.69,163.72,0.4559,1
CDN-043,2024-10-10,169.76,187.44,137.19,0.4565,1
CDN-043,2024-10-11,172.26,183.06,128.37,0.4572,1
CDN-043,2024-10-12,173.65,200.92,152.98,0.4578,1
CDN-043,2024-10-13,185.87,199.9,147.12,0.4584,1
CDN-043,2024-10-14,152.03,151.16,130.96,0.4591,1
CDN-043,2024-10-15,173.83,180.83,132.09,0.4597,1
CDN-043,2024-10-16,184.02,202.62,162.6,0.4603,1
CDN-043,2024-10-17,178.27,178.27,156.7,0.461,1
CDN-043,2024-10-18,171.94,184.65,153.3,0.4616,1
CDN-043,2024-10-19,180.14,193.13,147.13,0.4622,1
CDN-043,2024-10-20,181.36,189.8,162.29,0.4629,1
CDN-043,2024-10-21,178.89,197.27,161.63,0.4635,1
CDN-043,2024-10-22,192.99,207.36,155.79,0.4641,1
CDN-043,2024-10-23,172.31,186.49,147.03,0.4648,1
CDN-043,2024-10-24,194.94,219.25,184.03,0.4654,1
CDN-043,2024-10-25,168.62,185.88,148.23,0.466,1
CDN-043,2024-10-26,179.66,189.58,144.72,0.4666,1
CDN-043,2024-10-27,167.21,173.81,161.29,0.4673,1
CDN-043,2024-10-28,178.03,185.09,146.03,0.4679,1
CDN-043,2024-10-29,170.21,176.01,148.69,0.4685,1
CDN-043,2024-10-30,168.6,180.36,138.24,0.4692,1
CDN-043,2024-10-31,170.98,179.11,144.6,0.4698,1
CDN-043,2024-11-01,171.1,179.47,154.84,0.4704,1
CDN-043,2024-11-02,169.95,169.51,168.36,0.4711,1
CDN-043,2024-11-03,184.49,194.42,149.36,0.4717,1
CDN-043,2024-11-04,148.34,166.14,137.48,0.4723,1
CDN-043,2024-11-05,188.36,203.48,157.11,0.473,1
CDN-043,2024-11-06,165.61,179.64,143.83,0.4736,1
CDN-043,2024-11-07,177.56,196.19,168.34,0.4742,1
CDN-043,2024-11-08,181.73,208.83,171.21,0.4749,1
CDN-043,2024-11-09,168.38,169.75,152.46,0.4755,1
CDN-043,2024-11-10,177.86,194.15,165.82,0.4761,1
CDN-043,2024-11-11,182.84,192.16,159.93,0.4768,1
CDN-043,2024-11-12,173.29,190.36,157.91,0.4774,1
CDN-043,2024-11-13,177.47,182.76,155.66,0.478,1
CDN-043,2024-11-14,169.55,178.13,165.33,0.4787,1
CDN-043,2024-11-15,154.71,165.55,145.8,0.4793,1
CDN-043,2024-11-16,178.19,189.63,156.47,0.4799,1
CDN-043,2024-11-17,179.07,193.12,163.49,0.4806,1
CDN-043,2024-11-18,190.11,204.06,182.2,0.4812,1
CDN-043,2024-11-19,179.95,183.87,157.97,0.4818,1
CDN-043,2024-11-20,165.46,180.17,142.23,0.4824,1
CDN-043,2024-11-21,148.61,153.16,155.46,0.4831,1
CDN-043,2024-11-22,167.2,180.95,157.57,0.4837,1
CDN-043,2024-11-23,182.88,204.58,170.53,0.4843,1
CDN-043,2024-11-24,168.12,166.02,160.11,0.485,1
CDN-043,2024-11-25,172.67,179.36,159.04,0.4856,1
CDN-043,2024-11-26,175.8,194.28,171.71,0.4862,1
CDN-043,2024-11-27,171.95,180.88,149.17,0.4869,1
CDN-043,2024-11-28,169.5,172.66,161.98,0.4875,1
CDN-043,2024-11-29,161.62,175.99,153.29,0.4881,1
CDN-043,2024-11-30,168.49,168.91,158.29,0.4888,1
CDN-043,2024-12-01,161.49,176.76,140.96,0.4894,1
CDN-043,2024-12-02,171.38,186.49,157.26,0.49,1
CDN-043,2024-12-03,167.75,167.55,162.87,0.4907,1
CDN-043,2024-12-04,168.32,177.18,149.58,0.4913,1
CDN-043,2024-12-05,171.83,187.86,164.32,0.4919,1
CDN-043,2024-12-06,164.58,173.43,172.63,0.4926,1
CDN-043,2024-12-07,186.06,197.89,202.12,0.4932,1
CDN-043,2024-12-08,173.8,183.06,158.16,0.4938,1
CDN-043,2024-12-09,158.68,166.15,153.65,0.4945,1
CDN-043,2024-12-10,172.99,186.5,177.49,0.4951,1
CDN-043,2024-12-11,176.01,196.79,172.21,0.4957,1
CDN-043,2024-12-12,179.38,186.61,177.96,0.4964,1
CDN-043,2024-12-13,187.2,191.64,178.33,0.497,1
CDN-043,2024-12-14,160.84,186.9,172.45,0.4976,1
CDN-043,2024-12-15,145.88,157.4,162.75,0.4982,1
CDN-043,2024-12-16,161.26,178.71,164.01,0.4989,1
CDN-043,2024-12-17,173.3,186.36,165.98,0.4995,1
CDN-043,2024-12-18,173.36,183.68,175.05,0.5001,1
CDN-043,2024-12-19,166.44,176.93,177.21,0.5008,1
CDN-043,2024-12-20,167.55,182.34,191.11,0.5014,1
CDN-043,2024-12-21,169.06,184.79,175.49,0.502,1
CDN-043,2024-12-22,161.18,177.41,188.34,0.5027,1
CDN-043,2024-12-23,174.34,171.64,167.1,0.5033,1
CDN-043,2024-12-24,158.08,160.83,151.9,0.5039,1
CDN-043,2024-12-25,174.71,194.38,193.85,0.5046,1
CDN-043,2024-12-26,161.66,161.84,179.2,0.5052,1
CDN-043,2024-12-27,163.18,177.09,159.09,0.5058,1
CDN-043,2024-12-28,181.37,198.47,180.68,0.5065,1
CDN-043,2024-12-29,164.68,175.61,170.22,0.5071,1
CDN-043,2024-12-30,164.01,163.7,173.03,0.5077,1
CDN-043,2024-12-31,179.56,188.72,186.74,0.5084,1
CDN-043,2025-01-01,178.58,195.24,179.77,0.509,1
CDN-043,2025-01-02,175.09,183.12,181.57,0.5096,1
CDN-043,2025-01-03,172.04,192.24,167.53,0.5103,1
CDN-043,2025-01-04,164.55,171.18,166.58,0.5109,1
CDN-043,2025-01-05,174.05,183.56,199.68,0.5115,1
CDN-043,2025-01-06,164.42,168.32,186.88,0.5122,1
CDN-043,2025-01-07,155.34,162.71,167.92,0.5128,1
CDN-043,2025-01-08,155.61,159.92,155.82,0.5134,1
CDN-043,2025-01-09,150.44,157.26,155.0,0.514,1
CDN-043,2025-01-10,188.03,214.65,211.38,0.5147,1
CDN-043,2025-01-11,161.61,158.94,167.05,0.5153,1
CDN-043,2025-01-12,166.72,170.87,172.09,0.5159,1
CDN-043,2025-01-13,164.33,184.88,179.07,0.5166,1
CDN-043,2025-01-14,174.79,187.34,172.52,0.5172,1
CDN-043,2025-01-15,157.79,162.08,168.28,0.5178,1
CDN-043,2025-01-16,190.21,194.99,208.11,0.5185,1
CDN-043,2025-01-17,174.37,187.87,170.78,0.5191,1
CDN-043,2025-01-18,171.46,188.05,209.26,0.5197,1
CDN-043,2025-01-19,175.01,177.75,195.79,0.5204,1
CDN-043,2025-01-20,152.46,157.59,170.36,0.521,1
CDN-043,2025-01-21,148.01,161.51,152.09,0.5216,1
CDN-043,2025-01-22,174.75,184.35,189.25,0.5223,1
CDN-043,2025-01-23,164.17,179.29,178.08,0.5229,1
CDN-043,2025-01-24,174.85,183.03,183.68,0.5235,1
CDN-043,2025-01-25,170.68,177.73,193.72,0.5242,1
CDN-043,2025-01-26,177.55,204.7,186.0,0.5248,1
CDN-043,2025-01-27,157.16,175.23,175.98,0.5254,1
CDN-043,2025-01-28,174.57,180.95,189.06,0.5261,1
CDN-043,2025-01-29,156.35,161.61,178.09,0.5267,1
CDN-043,2025-01-30,153.87,165.29,178.93,0.5273,1
CDN-043,2025-01-31,168.45,192.76,194.71,0.528,1
CDN-043,2025-02-01,177.51,189.32,230.88,0.5286,1
CDN-043,2025-02-02,172.52,178.09,193.7,0.5292,1
CDN-043,2025-02-03,164.08,176.51,162.22,0.5298,1
CDN-043,2025-02-04,155.44,165.97,181.15,0.5305,1
CDN-043,2025-02-05,168.1,182.92,214.77,0.5311,1
CDN-043,2025-02-06,165.44,174.47,193.93,0.5317,1
CDN-043,2025-02-07,164.39,180.74,205.81,0.5324,1
CDN-043,2025-02-08,165.77,167.92,181.27,0.533,1
CDN-043,2025-02-09,166.52,171.53,186.21,0.5336,1
CDN-043,2025-02-10,164.9,183.65,197.15,0.5343,1
CDN-043,2025-02-11,176.8,187.38,224.43,0.5349,1
CDN-043,2025-02-12,166.21,180.54,208.38,0.5355,1
CDN-043,2025-02-13,155.87,171.2,170.38,0.5362,1
CDN-043,2025-02-14,165.89,173.65,175.08,0.5368,1
CDN-043,2025-02-15,152.77,154.55,178.77,0.5374,1
CDN-043,2025-02-16,164.64,183.6,196.32,0.5381,1
CDN-043,2025-02-17,177.1,195.67,193.77,0.5387,1
CDN-043,2025-02-18,166.88,183.64,198.61,0.5393,1
CDN-043,2025-02-19,165.58,183.07,209.66,0.54,1
CDN-043,2025-02-20,166.3,169.77,208.7,0.5406,1
CDN-043,2025-02-21,155.68,167.8,189.68,0.5412,1
CDN-043,2025-02-22,174.55,182.17,210.2,0.5419,1
CDN-043,2025-02-23,142.55,160.48,157.1,0.5425,1
CDN-043,2025-02-24,166.17,173.15,184.97,0.5431,1
CDN-043,2025-02-25,160.87,177.38,207.51,0.5438,1
CDN-043,2025-02-26,160.54,163.83,164.46,0.5444,1
CDN-043,2025-02-27,154.12,154.92,185.87,0.545,1
CDN-043,2025-02-28,157.29,165.87,179.64,0.5456,1
CDN-043,2025-03-01,154.26,170.73,178.75,0.5463,1
CDN-043,2025-03-02,169.65,181.23,206.08,0.5469,1
CDN-043,2025-03-03,167.77,184.33,208.57,0.5475,1
CDN-043,2025-03-04,154.69,170.47,190.72,0.5482,1
CDN-043,2025-03-05,164.32,164.47,208.8,0.5488,1
CDN-043,2025-03-06,173.77,204.98,222.99,0.5494,1
CDN-043,2025-03-07,176.93,188.38,189.27,0.5501,1
CDN-043,2025-03-08,178.35,184.26,198.23,0.5507,1
CDN-043,2025-03-09,172.05,174.1,220.69,0.5513,1
CDN-043,2025-03-10,165.23,180.68,204.65,0.552,1
CDN-043,2025-03-11,155.54,165.94,197.23,0.5526,1
CDN-043,2025-03-12,169.46,179.42,223.04,0.5532,1
CDN-043,2025-03-13,153.38,159.73,188.85,0.5539,1
CDN-043,2025-03-14,172.41,186.17,200.71,0.5545,1
CDN-043,2025-03-15,151.14,170.05,203.65,0.5551,1
CDN-043,2025-03-16,178.26,184.56,246.91,0.5558,1
CDN-043,2025-03-17,158.19,175.27,211.54,0.5564,1
CDN-043,2025-03-18,163.74,178.78,205.62,0.557,1
CDN-043,2025-03-19,160.42,159.5,198.87,0.5577,1
CDN-043,2025-03-20,159.28,166.21,189.38,0.5583,1
CDN-043,2025-03-21,172.93,180.69,222.93,0.5589,1
CDN-043,2025-03-22,161.74,183.54,210.47,0.5596,1
CDN-043,2025-03-23,163.84,163.74,204.68,0.5602,1
CDN-043,2025-03-24,150.24,150.09,207.21,0.5608,1
CDN-043,2025-03-25,158.59,164.64,184.4,0.5614,1
CDN-043,2025-03-26,162.95,176.66,216.98,0.5621,1
CDN-043,2025-03-27,164.37,163.0,211.26,0.5627,1
CDN-043,2025-03-28,176.18,176.63,223.28,0.5633,1
CDN-043,2025-03-29,172.66,185.79,228.08,0.564,1
CDN-043,2025-03-30,155.99,172.51,200.69,0.5646,1
CDN-043,2025-03-31,165.61,179.23,230.82,0.5652,1
CDN-043,2025-04-01,161.59,170.17,216.19,0.5659,1
CDN-043,2025-04-02,171.3,186.46,212.11,0.5665,1
CDN-043,2025-04-03,158.75,168.56,216.83,0.5671,1
CDN-043,2025-04-04,167.96,181.4,221.22,0.5678,1
CDN-043,2025-04-05,156.63,170.22,203.75,0.5684,1
CDN-043,2025-04-06,144.83,150.15,188.09,0.569,1
CDN-043,2025-04-07,0.0,0.0,0.0,0.5697,0
CDN-043,2025-04-08,159.24,184.65,190.27,0.5703,1
CDN-043,2025-04-09,165.77,181.23,225.19,0.5709,1
CDN-043,2025-04-10,155.68,164.47,211.37,0.5716,1
CDN-043,2025-04-11,175.03,180.93,238.05,0.5722,1
CDN-043,2025-04-12,164.23,165.99,212.1,0.5728,1
CDN-043,2025-04-13,149.01,160.2,212.31,0.5735,1
CDN-043,2025-04-14,160.55,180.42,211.87,0.5741,1
CDN-043,2025-04-15,165.28,170.26,231.25,0.5747,1
CDN-043,2025-04-16,141.26,151.33,176.05,0.5754,1
CDN-043,2025-04-17,159.88,165.62,218.1,0.576,1
CDN-043,2025-04-18,153.84,172.6,218.11,0.5766,1
CDN-043,2025-04-19,179.19,187.9,232.67,0.5772,1
CDN-043,2025-04-20,164.58,178.3,229.01,0.5779,1
CDN-043,2025-04-21,160.43,163.05,224.22,0.5785,1
CDN-043,2025-04-22,150.89,153.72,226.66,0.5791,1
CDN-043,2025-04-23,154.82,169.74,199.17,0.5798,1
CDN-043,2025-04-24,166.27,183.65,227.95,0.5804,1
CDN-043,2025-04-25,159.18,163.41,212.87,0.581,1
CDN-043,2025-04-26,161.56,166.52,235.32,0.5817,1
CDN-043,2025-04-27,168.06,181.93,229.13,0.5823,1
CDN-043,2025-04-28,153.2,163.67,213.1,0.5829,1
CDN-043,2025-04-29,160.61,181.08,225.25,0.5836,1
CDN-043,2025-04-30,143.67,157.86,197.37,0.5842,1
CDN-043,2025-05-01,167.51,179.26,246.1,0.5848,1
CDN-043,2025-05-02,159.48,168.58,216.27,0.5855,1
CDN-043,2025-05-03,141.34,142.95,201.97,0.5861,1
CDN-043,2025-05-04,154.33,169.39,208.77,0.5867,1
CDN-043,2025-05-05,159.0,160.48,206.33,0.5874,1
CDN-043,2025-05-06,172.37,188.62,236.99,0.588,1
CDN-043,2025-05-07,159.96,169.33,233.75,0.5886,1
CDN-043,2025-05-08,163.04,164.9,241.55,0.5893,1
CDN-043,2025-05-09,162.01,169.11,234.61,0.5899,1
CDN-043,2025-05-10,172.18,193.31,273.21,0.5905,1
CDN-043,2025-05-11,144.41,139.82,224.02,0.5912,1
CDN-043,2025-05-12,151.1,165.72,233.09,0.5918,1
CDN-043,2025-05-13,171.29,196.3,233.5,0.5924,1
CDN-043,2025-05-14,167.47,165.33,237.75,0.593,1
CDN-043,2025-05-15,161.6,174.26,225.81,0.5937,1
CDN-043,2025-05-16,150.85,155.73,235.3,0.5943,1
CDN-043,2025-05-17,171.93,169.8,266.21,0.5949,1
CDN-043,2025-05-18,171.45,180.84,262.0,0.5956,1
CDN-043,2025-05-19,162.03,168.64,228.0,0.5962,1
CDN-043,2025-05-20,163.98,183.51,250.13,0.5968,1
CDN-043,2025-05-21,137.05,145.58,207.07,0.5975,1
CDN-043,2025-05-22,155.33,170.67,217.26,0.5981,1
CDN-043,2025-05-23,168.2,186.58,271.04,0.5987,1
CDN-043,2025-05-24,161.4,172.3,236.26,0.5994,1
CDN-043,2025-05-25,151.77,153.48,230.15,0.6,1
CDN-043,2025-05-26,155.12,168.6,237.78,0.6006,1
CDN-043,2025-05-27,158.08,165.95,250.38,0.6013,1
CDN-043,2025-05-28,167.39,192.29,250.68,0.6019,1
CDN-043,2025-05-29,148.11,151.8,224.48,0.6025,1
CDN-043,2025-05-30,163.78,172.79,228.96,0.6032,1
CDN-043,2025-05-31,172.4,175.59,210.53,0.6038,1
CDN-043,2025-06-01,160.11,153.79,254.41,0.6044,1
CDN-043,2025-06-02,163.22,170.26,241.47,0.6051,1
CDN-043,2025-06-03,160.2,160.75,217.54,0.6057,1
CDN-043,2025-06-04,159.55,172.16,241.43,0.6063,1
CDN-043,2025-06-05,152.89,167.56,233.74,0.607,1
CDN-043,2025-06-06,159.95,174.59,248.71,0.6076,1
CDN-043,2025-06-07,139.77,143.98,210.94,0.6082,1
CDN-043,2025-06-08,163.16,173.21,249.71,0.6088,1
CDN-043,2025-06-09,170.2,192.65,248.57,0.6095,1
CDN-043,2025-06-10,143.38,153.64,214.08,0.6101,1
CDN-043,2025-06-11,151.32,170.25,243.57,0.6107,1
CDN-043,2025-06-12,167.06,187.47,265.24,0.6114,1
CDN-043,2025-06-13,152.77,160.72,227.13,0.612,1
CDN-043,2025-06-14,157.02,191.78,225.15,0.6126,1
CDN-043,2025-06-15,148.59,162.3,261.35,0.6133,1
CDN-043,2025-06-16,159.24,167.02,238.51,0.6139,1
CDN-043,2025-06-17,150.07,155.9,197.7,0.6145,1
CDN-043,2025-06-18,137.97,148.77,214.37,0.6152,1
CDN-043,2025-06-19,154.49,162.21,256.34,0.6158,1
CDN-043,2025-06-20,144.86,166.38,229.51,0.6164,1
CDN-043,2025-06-21,158.97,156.0,259.14,0.6171,1
CDN-043,2025-06-22,156.43,163.17,272.07,0.6177,1
CDN-043,2025-06-23,146.07,151.25,223.04,0.6183,1
CDN-043,2025-06-24,145.43,155.82,228.72,0.619,1
CDN-043,2025-06-25,139.01,158.86,226.97,0.6196,1
CDN-043,2025-06-26,166.72,178.62,286.56,0.6202,1
CDN-043,2025-06-27,150.58,167.48,250.51,0.6209,1
CDN-043,2025-06-28,161.28,173.46,219.93,0.6215,1
CDN-043,2025-06-29,142.71,144.82,245.24,0.6221,1
CDN-043,2025-06-30,147.86,170.25,233.67,0.6228,1
CDN-043,2025-07-01,159.55,175.34,249.97,0.6234,1
CDN-043,2025-07-02,156.21,162.9,255.91,0.624,1
CDN-043,2025-07-03,170.89,190.8,301.69,0.6246,1
CDN-043,2025-07-04,147.03,147.8,246.71,0.6253,1
CDN-043,2025-07-05,154.99,164.64,277.13,0.6259,1
CDN-043,2025-07-06,149.1,160.46,239.32,0.6265,1
CDN-043,2025-07-07,162.38,176.97,277.45,0.6272,1
CDN-043,2025-07-08,154.85,174.47,261.17,0.6278,1
CDN-043,2025-07-09,156.0,167.8,244.77,0.6284,1
CDN-043,2025-07-10,158.85,154.67,272.6,0.6291,1
CDN-043,2025-07-11,152.65,159.93,243.76,0.6297,1
CDN-043,2025-07-12,157.6,160.35,289.87,0.6303,1
CDN-043,2025-07-13,146.68,168.65,253.42,0.631,1
CDN-043,2025-07-14,130.48,140.79,219.57,0.6316,1
CDN-043,2025-07-15,151.48,162.5,256.01,0.6322,1
CDN-043,2025-07-16,126.12,131.46,215.39,0.6329,1
CDN-043,2025-07-17,155.8,153.09,278.83,0.6335,1
CDN-043,2025-07-18,152.89,161.55,242.91,0.6341,1
CDN-043,2025-07-19,137.06,143.67,241.62,0.6348,1
CDN-043,2025-07-20,155.5,159.78,267.18,0.6354,1
CDN-043,2025-07-21,152.04,171.57,281.32,0.636,1
CDN-043,2025-07-22,137.58,146.36,243.54,0.6367,1
CDN-043,2025-07-23,156.57,170.76,283.9,0.6373,1
CDN-043,2025-07-24,157.28,173.64,260.15,0.6379,1
CDN-043,2025-07-25,155.51,165.59,280.71,0.6386,1
CDN-043,2025-07-26,156.76,178.23,294.82,0.6392,1
CDN-043,2025-07-27,151.87,163.64,287.07,0.6398,1
CDN-043,2025-07-28,153.76,166.61,309.65,0.6404,1
CDN-043,2025-07-29,161.63,176.88,305.3,0.6411,1
CDN-043,2025-07-30,158.92,170.62,295.5,0.6417,1
CDN-043,2025-07-31,151.76,176.49,277.93,0.6423,1
CDN-043,2025-08-01,158.61,173.28,282.85,0.643,1
CDN-043,2025-08-02,157.98,175.97,292.73,0.6436,1
CDN-043,2025-08-03,161.89,163.16,299.63,0.6442,1
CDN-043,2025-08-04,152.08,165.33,283.48,0.6449,1
CDN-043,2025-08-05,155.84,162.88,285.89,0.6455,1
CDN-043,2025-08-06,154.04,168.7,280.61,0.6461,1
CDN-043,2025-08-07,150.71,166.07,260.5,0.6468,1
CDN-043,2025-08-08,156.17,161.65,289.61,0.6474,1
CDN-043,2025-08-09,136.84,143.36,253.95,0.648,1
CDN-043,2025-08-10,153.6,159.15,255.09,0.6487,1
CDN-043,2025-08-11,146.42,143.41,267.82,0.6493,1
CDN-043,2025-08-12,160.21,184.99,331.54,0.6499,1
CDN-043,2025-08-13,157.26,167.06,285.46,0.6506,1
CDN-043,2025-08-14,150.04,165.84,279.11,0.6512,1
CDN-043,2025-08-15,147.48,157.7,277.36,0.6518,1
CDN-043,2025-08-16,145.47,150.85,241.96,0.6525,1
CDN-043,2025-08-17,151.72,152.67,292.54,0.6531,1
CDN-043,2025-08-18,155.29,169.33,274.98,0.6537,1
CDN-043,2025-08-19,150.05,160.02,317.54,0.6544,1
CDN-043,2025-08-20,145.91,164.16,251.02,0.655,1
CDN-043,2025-08-21,160.85,169.82,311.67,0.6556,1
CDN-043,2025-08-22,148.73,161.72,289.0,0.6562,1
CDN-043,2025-08-23,151.85,155.33,307.28,0.6569,1
CDN-043,2025-08-24,167.19,179.87,315.73,0.6575,1
CDN-043,2025-08-25,139.88,151.28,269.62,0.6581,1
CDN-043,2025-08-26,162.36,163.49,328.58,0.6588,1
CDN-043,2025-08-27,156.99,169.17,278.58,0.6594,1
CDN-043,2025-08-28,144.85,151.04,292.37,0.66,1
CDN-043,2025-08-29,141.9,145.51,269.47,0.6607,1
CDN-043,2025-08-30,154.1,161.75,300.42,0.6613,1
CDN-043,2025-08-31,152.42,166.2,277.93,0.6619,1
CDN-043,2025-09-01,154.13,166.55,329.9,0.6626,1
CDN-043,2025-09-02,150.72,166.91,305.54,0.6632,1
CDN-043,2025-09-03,156.98,153.67,281.09,0.6638,1
CDN-043,2025-09-04,148.51,163.45,298.27,0.6645,1
CDN-043,2025-09-05,147.5,148.75,273.5,0.6651,1
CDN-043,2025-09-06,146.94,143.82,308.8,0.6657,1
CDN-043,2025-09-07,150.74,160.54,288.38,0.6664,1
CDN-043,2025-09-08,127.33,137.24,259.86,0.667,1
CDN-043,2025-09-09,152.44,164.68,317.83,0.6676,1
CDN-043,2025-09-10,145.55,155.76,292.35,0.6683,1
CDN-043,2025-09-11,151.54,162.41,315.29,0.6689,1
CDN-043,2025-09-12,150.08,162.9,291.3,0.6695,1
CDN-043,2025-09-13,158.09,169.42,329.67,0.6702,1
