periode,lapangan_id,kategori_biaya,jenis,nilai_usd
2025-08,F01,Manpower,OPEX,221689.81
2025-08,F01,HSE & Environment,OPEX,65244.54
2025-08,F01,G&A Allocation,OPEX,121857.37
2025-08,F01,Workover,OPEX,55154.99
2025-08,F02,Well Services,OPEX,111768.72
2025-08,F02,Facility O&M,OPEX,133060.74
2025-08,F02,Chemicals,OPEX,65665.11
2025-08,F02,Power & Fuel,OPEX,186550.26
2025-08,F02,Transportation,OPEX,80228.74
2025-08,F02,Manpower,OPEX,164226.64
2025-08,F02,HSE & Environment,OPEX,42771.74
2025-08,F02,G&A Allocation,OPEX,91997.09
2025-08,F02,Workover,OPEX,55976.44
2025-08,F03,Well Services,OPEX,208512.52
2025-08,F03,Facility O&M,OPEX,281621.7
2025-08,F03,Chemicals,OPEX,138561.88
2025-08,F03,Power & Fuel,OPEX,320078.8
2025-08,F03,Transportation,OPEX,152813.88
2025-08,F03,Manpower,OPEX,363101.98
2025-08,F03,HSE & Environment,OPEX,95858.21
2025-08,F03,G&A Allocation,OPEX,223210.9
2025-08,F03,Workover,OPEX,129665.15
2025-08,F04,Well Services,OPEX,372678.56
2025-08,F04,Facility O&M,OPEX,433545.47
2025-08,F04,Chemicals,OPEX,232498.03
2025-08,F04,Power & Fuel,OPEX,583861.15
2025-08,F04,Transportation,OPEX,213052.7
2025-08,F04,Manpower,OPEX,643850.8
2025-08,F04,HSE & Environment,OPEX,128558.74
2025-08,F04,G&A Allocation,OPEX,239539.23
2025-08,F04,Workover,OPEX,210328.6
2025-09,F01,Well Services,OPEX,126938.3
2025-09,F01,Facility O&M,OPEX,148093.87
2025-09,F01,Chemicals,OPEX,63573.43
2025-09,F01,Power & Fuel,OPEX,159434.1
2025-09,F01,Transportation,OPEX,106371.43
2025-09,F01,Manpower,OPEX,240467.36
2025-09,F01,HSE & Environment,OPEX,48531.85
2025-09,F01,G&A Allocation,OPEX,90583.21
2025-09,F01,Drilling,CAPEX,4629009.04
2025-09,F01,Facility Upgrade,CAPEX,1735101.34
2025-09,F01,Workover,OPEX,48032.3
2025-09,F02,Well Services,OPEX,112087.66
2025-09,F02,Facility O&M,OPEX,117390.41
2025-09,F02,Chemicals,OPEX,64670.71
2025-09,F02,Power & Fuel,OPEX,154130.24
2025-09,F02,Transportation,OPEX,74659.13
2025-09,F02,Manpower,OPEX,172385.47
2025-09,F02,HSE & Environment,OPEX,47680.83
2025-09,F02,G&A Allocation,OPEX,70579.74
2025-09,F02,Drilling,CAPEX,2201253.83
2025-09,F02,Workover,OPEX,51625.23
2025-09,F03,Well Services,OPEX,233536.34
2025-09,F03,Facility O&M,OPEX,225334.14
2025-09,F03,Chemicals,OPEX,113244.56
2025-09,F03,Power & Fuel,OPEX,326026.84
2025-09,F03,Transportation,OPEX,134901.41
2025-09,F03,Manpower,OPEX,361996.8
2025-09,F03,HSE & Environment,OPEX,101563.41
2025-09,F03,G&A Allocation,OPEX,209533.32
2025-09,F03,Workover,OPEX,102835.21
2025-09,F04,Well Services,OPEX,335427.56
2025-09,F04,Facility O&M,OPEX,304253.74
2025-09,F04,Chemicals,OPEX,181122.65
2025-09,F04,Power & Fuel,OPEX,555403.02
2025-09,F04,Transportation,OPEX,252786.54
2025-09,F04,Manpower,OPEX,621392.93
2025-09,F04,HSE & Environment,OPEX,117168.05
2025-09,F04,G&A Allocation,OPEX,266278.44
2025-09,F04,Workover,OPEX,152337.67
2025-10,F01,Well Services,OPEX,98465.06
2025-10,F01,Facility O&M,OPEX,147998.9
2025-10,F01,Chemicals,OPEX,93483.49
2025-10,F01,Power & Fuel,OPEX,231923.56
2025-10,F01,Transportation,OPEX,101146.86
2025-10,F01,Manpower,OPEX,201381.47
2025-10,F01,HSE & Environment,OPEX,57691.87
2025-10,F01,G&A Allocation,OPEX,107074.24
2025-10,F01,Facility Upgrade,CAPEX,1380289.21
2025-10,F01,Workover,OPEX,68732.42
2025-10,F02,Well Services,OPEX,99850.24
2025-10,F02,Facility O&M,OPEX,121887.79
2025-10,F02,Chemicals,OPEX,57314.55
2025-10,F02,Power & Fuel,OPEX,161133.25
2025-10,F02,Transportation,OPEX,61142.27
2025-10,F02,Manpower,OPEX,176587.24
2025-10,F02,HSE & Environment,OPEX,37716.04
2025-10,F02,G&A Allocation,OPEX,89596.03
2025-10,F02,Workover,OPEX,43545.05
2025-10,F03,Well Services,OPEX,205875.44
2025-10,F03,Facility O&M,OPEX,257938.11
2025-10,F03,Chemicals,OPEX,137046.56
2025-10,F03,Power & Fuel,OPEX,288883.78
2025-10,F03,Transportation,OPEX,160188.04
2025-10,F03,Manpower,OPEX,395326.89
2025-10,F03,HSE & Environment,OPEX,105736.66
2025-10,F03,G&A Allocation,OPEX,183908.01
2025-10,F03,Facility Upgrade,CAPEX,3845120.98
2025-10,F03,Workover,OPEX,81691.03
2025-10,F04,Well Services,OPEX,361490.62
2025-10,F04,Facility O&M,OPEX,339593.5
2025-10,F04,Chemicals,OPEX,178868.33
2025-10,F04,Power & Fuel,OPEX,542802.6
2025-10,F04,Transportation,OPEX,222541.72
2025-10,F04,Manpower,OPEX,549939.9
2025-10,F04,HSE & Environment,OPEX,114715.78
2025-10,F04,G&A Allocation,OPEX,328171.2
2025-10,F04,Workover,OPEX,132271.47
2025-11,F01,Well Services,OPEX,106545.62
2025-11,F01,Facility O&M,OPEX,121198.67
2025-11,F01,Chemicals,OPEX,68619.7
2025-11,F01,Power & Fuel,OPEX,162751.59
2025-11,F01,Transportation,OPEX,71442.49
2025-11,F01,Manpower,OPEX,199751.29
2025-11,F01,HSE & Environment,OPEX,48373.83
2025-11,F01,G&A Allocation,OPEX,96362.92
2025-11,F01,Workover,OPEX,53258.53
2025-11,F02,Well Services,OPEX,112320.15
2025-11,F02,Facility O&M,OPEX,112418.42
2025-11,F02,Chemicals,OPEX,49652.47
2025-11,F02,Power & Fuel,OPEX,190666.38
2025-11,F02,Transportation,OPEX,89457.15
2025-11,F02,Manpower,OPEX,143279.36
2025-11,F02,HSE & Environment,OPEX,44017.6
2025-11,F02,G&A Allocation,OPEX,76745.67
2025-11,F02,Drilling,CAPEX,4635494.76
2025-11,F02,Workover,OPEX,46279.48
2025-11,F03,Well Services,OPEX,175092.41
2025-11,F03,Facility O&M,OPEX,256688.9
2025-11,F03,Chemicals,OPEX,122090.63
2025-11,F03,Power & Fuel,OPEX,342837.59
2025-11,F03,Transportation,OPEX,156127.54
2025-11,F03,Manpower,OPEX,365223.8
2025-11,F03,HSE & Environment,OPEX,88611.19
2025-11,F03,G&A Allocation,OPEX,147352.67
2025-11,F03,Workover,OPEX,113121.17
2025-11,F04,Well Services,OPEX,306874.66
2025-11,F04,Facility O&M,OPEX,353738.18
2025-11,F04,Chemicals,OPEX,171560.94
2025-11,F04,Power & Fuel,OPEX,454545.1
2025-11,F04,Transportation,OPEX,245183.84
2025-11,F04,Manpower,OPEX,521104.39
2025-11,F04,HSE & Environment,OPEX,140777.44
2025-11,F04,G&A Allocation,OPEX,291315.03
2025-11,F04,Workover,OPEX,171166.86
2025-12,F01,Well Services,OPEX,104046.45
2025-12,F01,Facility O&M,OPEX,130796.79
2025-12,F01,Chemicals,OPEX,78698.1
2025-12,F01,Power & Fuel,OPEX,178219.68
2025-12,F01,Transportation,OPEX,91507.08
2025-12,F01,Manpower,OPEX,238721.95
2025-12,F01,HSE & Environment,OPEX,55343.43
2025-12,F01,G&A Allocation,OPEX,108727.09
2025-12,F01,Workover,OPEX,55389.8
2025-12,F02,Well Services,OPEX,121689.86
2025-12,F02,Facility O&M,OPEX,100911.79
2025-12,F02,Chemicals,OPEX,59376.68
2025-12,F02,Power & Fuel,OPEX,141842.67
2025-12,F02,Transportation,OPEX,77283.64
2025-12,F02,Manpower,OPEX,189193.56
2025-12,F02,HSE & Environment,OPEX,36800.76
2025-12,F02,G&A Allocation,OPEX,81596.03
2025-12,F02,Workover,OPEX,61761.06
2025-12,F03,Well Services,OPEX,166080.84
2025-12,F03,Facility O&M,OPEX,263110.42
2025-12,F03,Chemicals,OPEX,115438.27
2025-12,F03,Power & Fuel,OPEX,265582.84
2025-12,F03,Transportation,OPEX,157273.92
2025-12,F03,Manpower,OPEX,407508.74
2025-12,F03,HSE & Environment,OPEX,96522.6
2025-12,F03,G&A Allocation,OPEX,190202.42
2025-12,F03,Workover,OPEX,90210.7
2025-12,F04,Well Services,OPEX,267643.36
2025-12,F04,Facility O&M,OPEX,349594.93
2025-12,F04,Chemicals,OPEX,177028.43
2025-12,F04,Power & Fuel,OPEX,476127.61
2025-12,F04,Transportation,OPEX,266402.92
2025-12,F04,Manpower,OPEX,412720.04
2025-12,F04,HSE & Environment,OPEX,102960.71
2025-12,F04,G&A Allocation,OPEX,248600.84
2025-12,F04,Workover,OPEX,150078.42
2026-01,F01,Well Services,OPEX,97204.86
2026-01,F01,Facility O&M,OPEX,104149.56
2026-01,F01,Chemicals,OPEX,59965.85
2026-01,F01,Power & Fuel,OPEX,137858.03
2026-01,F01,Transportation,OPEX,90037.97
2026-01,F01,Manpower,OPEX,206312.47
2026-01,F01,HSE & Environment,OPEX,50964.99
2026-01,F01,G&A Allocation,OPEX,111936.94
2026-01,F01,Workover,OPEX,55419.95
2026-01,F02,Well Services,OPEX,86096.16
2026-01,F02,Facility O&M,OPEX,108822.07
2026-01,F02,Chemicals,OPEX,52466.23
2026-01,F02,Power & Fuel,OPEX,127675.09
2026-01,F02,Transportation,OPEX,81247.08
2026-01,F02,Manpower,OPEX,146163.91
2026-01,F02,HSE & Environment,OPEX,43693.93
2026-01,F02,G&A Allocation,OPEX,86718.67
2026-01,F02,Workover,OPEX,53050.08
2026-01,F03,Well Services,OPEX,201727.82
2026-01,F03,Facility O&M,OPEX,264404.49
2026-01,F03,Chemicals,OPEX,135237.09
2026-01,F03,Power & Fuel,OPEX,263982.55
2026-01,F03,Transportation,OPEX,162520.54
2026-01,F03,Manpower,OPEX,401871.09
2026-01,F03,HSE & Environment,OPEX,74516.83
2026-01,F03,G&A Allocation,OPEX,203001.89
2026-01,F03,Facility Upgrade,CAPEX,783720.54
2026-01,F03,Workover,OPEX,115641.0
2026-01,F04,Well Services,OPEX,279539.89
2026-01,F04,Facility O&M,OPEX,308598.37
2026-01,F04,Chemicals,OPEX,185270.15
2026-01,F04,Power & Fuel,OPEX,460661.17
2026-01,F04,Transportation,OPEX,261111.2
2026-01,F04,Manpower,OPEX,561108.0
2026-01,F04,HSE & Environment,OPEX,121221.28
2026-01,F04,G&A Allocation,OPEX,250747.09
2026-01,F04,Workover,OPEX,146316.81
2026-02,F01,Well Services,OPEX,97468.51
2026-02,F01,Facility O&M,OPEX,118553.83
2026-02,F01,Chemicals,OPEX,69880.27
2026-02,F01,Power & Fuel,OPEX,144020.03
2026-02,F01,Transportation,OPEX,80465.19
2026-02,F01,Manpower,OPEX,213675.36
2026-02,F01,HSE & Environment,OPEX,42797.73
2026-02,F01,G&A Allocation,OPEX,83077.29
2026-02,F01,Workover,OPEX,52607.92
2026-02,F02,Well Services,OPEX,85640.95
2026-02,F02,Facility O&M,OPEX,115622.95
2026-02,F02,Chemicals,OPEX,56699.84
2026-02,F02,Power & Fuel,OPEX,147969.42
2026-02,F02,Transportation,OPEX,57884.75
2026-02,F02,Manpower,OPEX,165026.51
2026-02,F02,HSE & Environment,OPEX,33589.9
2026-02,F02,G&A Allocation,OPEX,70587.71
2026-02,F02,Workover,OPEX,36899.77
2026-02,F03,Well Services,OPEX,165274.72
2026-02,F03,Facility O&M,OPEX,181744.74
2026-02,F03,Chemicals,OPEX,116495.44
2026-02,F03,Power & Fuel,OPEX,225331.56
2026-02,F03,Transportation,OPEX,128228.02
2026-02,F03,Manpower,OPEX,252915.0
2026-02,F03,HSE & Environment,OPEX,84706.99
2026-02,F03,G&A Allocation,OPEX,165054.68
2026-02,F03,Workover,OPEX,104865.94
2026-02,F04,Well Services,OPEX,255740.55
2026-02,F04,Facility O&M,OPEX,277491.88
2026-02,F04,Chemicals,OPEX,140314.53
2026-02,F04,Power & Fuel,OPEX,389347.24
2026-02,F04,Transportation,OPEX,193098.72
2026-02,F04,Manpower,OPEX,416554.26
2026-02,F04,HSE & Environment,OPEX,106851.36
2026-02,F04,G&A Allocation,OPEX,191702.38
2026-02,F04,Drilling,CAPEX,1857291.65
2026-02,F04,Workover,OPEX,97726.87
2026-03,F01,Well Services,OPEX,119846.69
2026-03,F01,Facility O&M,OPEX,135643.9
2026-03,F01,Chemicals,OPEX,64477.83
2026-03,F01,Power & Fuel,OPEX,138866.31
2026-03,F01,Transportation,OPEX,99909.31
2026-03,F01,Manpower,OPEX,213249.95
2026-03,F01,HSE & Environment,OPEX,56212.75
2026-03,F01,G&A Allocation,OPEX,93840.66
2026-03,F01,Facility Upgrade,CAPEX,3554535.96
2026-03,F01,Workover,OPEX,56059.96
2026-03,F02,Well Services,OPEX,97193.66
2026-03,F02,Facility O&M,OPEX,100954.2
2026-03,F02,Chemicals,OPEX,68944.61
2026-03,F02,Power & Fuel,OPEX,137736.86
2026-03,F02,Transportation,OPEX,67899.31
2026-03,F02,Manpower,OPEX,133345.39
2026-03,F02,HSE & Environment,OPEX,36983.67
2026-03,F02,G&A Allocation,OPEX,69141.22
2026-03,F02,Workover,OPEX,44428.8
2026-03,F03,Well Services,OPEX,173894.5
2026-03,F03,Facility O&M,OPEX,250615.92
2026-03,F03,Chemicals,OPEX,113724.75
2026-03,F03,Power & Fuel,OPEX,283445.34
2026-03,F03,Transportation,OPEX,167830.27
2026-03,F03,Manpower,OPEX,403537.32
2026-03,F03,HSE & Environment,OPEX,92479.11
2026-03,F03,G&A Allocation,OPEX,145064.42
2026-03,F03,Drilling,CAPEX,2757366.5
2026-03,F03,Workover,OPEX,107460.7
2026-03,F04,Well Services,OPEX,313689.89
2026-03,F04,Facility O&M,OPEX,295083.85
2026-03,F04,Chemicals,OPEX,147926.89
2026-03,F04,Power & Fuel,OPEX,381670.54
2026-03,F04,Transportation,OPEX,203067.35
2026-03,F04,Manpower,OPEX,384193.21
2026-03,F04,HSE & Environment,OPEX,122616.97
2026-03,F04,G&A Allocation,OPEX,197530.06
2026-03,F04,Workover,OPEX,132109.01
2026-04,F01,Well Services,OPEX,118839.09
2026-04,F01,Facility O&M,OPEX,136515.54
2026-04,F01,Chemicals,OPEX,68210.52
2026-04,F01,Power & Fuel,OPEX,154836.29
2026-04,F01,Transportation,OPEX,74843.18
2026-04,F01,Manpower,OPEX,193219.09
2026-04,F01,HSE & Environment,OPEX,44752.18
2026-04,F01,G&A Allocation,OPEX,118011.86
2026-04,F01,Workover,OPEX,51908.8
2026-04,F02,Well Services,OPEX,97486.31
2026-04,F02,Facility O&M,OPEX,115789.89
2026-04,F02,Chemicals,OPEX,41148.05
2026-04,F02,Power & Fuel,OPEX,121624.76
2026-04,F02,Transportation,OPEX,50631.38
2026-04,F02,Manpower,OPEX,166857.49
2026-04,F02,HSE & Environment,OPEX,43950.98
2026-04,F02,G&A Allocation,OPEX,64313.33
2026-04,F02,Drilling,CAPEX,2542175.83
2026-04,F02,Workover,OPEX,39142.77
2026-04,F03,Well Services,OPEX,185794.53
2026-04,F03,Facility O&M,OPEX,237487.4
2026-04,F03,Chemicals,OPEX,112624.38
2026-04,F03,Power & Fuel,OPEX,328354.08
2026-04,F03,Transportation,OPEX,147983.37
2026-04,F03,Manpower,OPEX,371433.17
2026-04,F03,HSE & Environment,OPEX,74079.84
2026-04,F03,G&A Allocation,OPEX,133656.46
2026-04,F03,Workover,OPEX,105200.52
2026-04,F04,Well Services,OPEX,245809.61
2026-04,F04,Facility O&M,OPEX,255674.94
2026-04,F04,Chemicals,OPEX,120598.6
2026-04,F04,Power & Fuel,OPEX,331021.38
2026-04,F04,Transportation,OPEX,201992.99
2026-04,F04,Manpower,OPEX,463437.31
2026-04,F04,HSE & Environment,OPEX,126036.62
2026-04,F04,G&A Allocation,OPEX,225859.04
2026-04,F04,Workover,OPEX,107641.15
2026-05,F01,Well Services,OPEX,87639.83
2026-05,F01,Facility O&M,OPEX,132951.31
2026-05,F01,Chemicals,OPEX,58864.3
2026-05,F01,Power & Fuel,OPEX,177737.2
2026-05,F01,Transportation,OPEX,70218.68
2026-05,F01,Manpower,OPEX,203939.78
2026-05,F01,HSE & Environment,OPEX,48240.05
2026-05,F01,G&A Allocation,OPEX,100085.69
2026-05,F01,Drilling,CAPEX,2624870.65
2026-05,F01,Workover,OPEX,49459.77
2026-05,F02,Well Services,OPEX,113356.22
2026-05,F02,Facility O&M,OPEX,134094.42
2026-05,F02,Chemicals,OPEX,65974.13
2026-05,F02,Power & Fuel,OPEX,142046.82
2026-05,F02,Transportation,OPEX,72973.29
2026-05,F02,Manpower,OPEX,175671.64
2026-05,F02,HSE & Environment,OPEX,36633.26
2026-05,F02,G&A Allocation,OPEX,83785.25
2026-05,F02,Workover,OPEX,46858.81
2026-05,F03,Well Services,OPEX,188014.14
2026-05,F03,Facility O&M,OPEX,213793.82
2026-05,F03,Chemicals,OPEX,125148.32
2026-05,F03,Power & Fuel,OPEX,276636.69
2026-05,F03,Transportation,OPEX,129957.25
2026-05,F03,Manpower,OPEX,382978.09
2026-05,F03,HSE & Environment,OPEX,72078.04
2026-05,F03,G&A Allocation,OPEX,174537.46
2026-05,F03,Workover,OPEX,100487.6
2026-05,F04,Well Services,OPEX,220819.37
2026-05,F04,Facility O&M,OPEX,355709.25
2026-05,F04,Chemicals,OPEX,184234.15
2026-05,F04,Power & Fuel,OPEX,398064.04
2026-05,F04,Transportation,OPEX,197322.35
2026-05,F04,Manpower,OPEX,427132.99
2026-05,F04,HSE & Environment,OPEX,95855.22
2026-05,F04,G&A Allocation,OPEX,232004.23
2026-05,F04,Workover,OPEX,130033.31
2026-06,F01,Well Services,OPEX,96229.35
2026-06,F01,Facility O&M,OPEX,127910.46
2026-06,F01,Chemicals,OPEX,71336.01
2026-06,F01,Power & Fuel,OPEX,149376.07
2026-06,F01,Transportation,OPEX,74895.02
2026-06,F01,Manpower,OPEX,165534.48
2026-06,F01,HSE & Environment,OPEX,45421.84
2026-06,F01,G&A Allocation,OPEX,79285.54
2026-06,F01,Workover,OPEX,49870.54
2026-06,F02,Well Services,OPEX,100731.92
2026-06,F02,Facility O&M,OPEX,112730.83
2026-06,F02,Chemicals,OPEX,46838.24
2026-06,F02,Power & Fuel,OPEX,166651.71
2026-06,F02,Transportation,OPEX,74286.39
2026-06,F02,Manpower,OPEX,178847.57
2026-06,F02,HSE & Environment,OPEX,34943.4
2026-06,F02,G&A Allocation,OPEX,92223.48
2026-06,F02,Workover,OPEX,48011.27
2026-06,F03,Well Services,OPEX,152452.17
2026-06,F03,Facility O&M,OPEX,203445.49
2026-06,F03,Chemicals,OPEX,127977.49
2026-06,F03,Power & Fuel,OPEX,317808.79
2026-06,F03,Transportation,OPEX,154041.95
2026-06,F03,Manpower,OPEX,406198.84
2026-06,F03,HSE & Environment,OPEX,92255.68
2026-06,F03,G&A Allocation,OPEX,131100.59
2026-06,F03,Workover,OPEX,78889.18
2026-06,F04,Well Services,OPEX,220054.69
2026-06,F04,Facility O&M,OPEX,285048.77
2026-06,F04,Chemicals,OPEX,150979.92
2026-06,F04,Power & Fuel,OPEX,374261.12
2026-06,F04,Transportation,OPEX,204855.94
2026-06,F04,Manpower,OPEX,446699.04
2026-06,F04,HSE & Environment,OPEX,105416.9
2026-06,F04,G&A Allocation,OPEX,192259.04
2026-06,F04,Facility Upgrade,CAPEX,2444199.63
2026-06,F04,Workover,OPEX,114490.57
